s_over_L,condition,response_normalized
0.992000,medias,0.00000000
0.994000,medias,0.00000000
0.996000,medias,0.00000000
0.998000,medias,0.00000000
1.000000,medias,0.00000000
0.000000,bajas,0.00040922
0.002000,bajas,0.00042569
0.004000,bajas,0.00044277
0.006000,bajas,0.00046050
0.008000,bajas,0.00047889
0.010000,bajas,0.00049796
0.012000,bajas,0.00051773
0.014000,bajas,0.00053824
0.016000,bajas,0.00055951
0.018000,bajas,0.00058156
0.020000,bajas,0.00060441
0.022000,bajas,0.00062811
0.024000,bajas,0.00065266
0.026000,bajas,0.00067811
0.028000,bajas,0.00070448
0.030000,bajas,0.00073180
0.032000,bajas,0.00076011
0.034000,bajas,0.00078943
0.036000,bajas,0.00081980
0.038000,bajas,0.00085125
0.040000,bajas,0.00088383
0.042000,bajas,0.00091755
0.044000,bajas,0.00095247
0.046000,bajas,0.00098862
0.048000,bajas,0.00102604
0.050000,bajas,0.00106477
0.052000,bajas,0.00110485
0.054000,bajas,0.00114632
0.056000,bajas,0.00118923
0.058000,bajas,0.00123362
0.060000,bajas,0.00127955
0.062000,bajas,0.00132705
0.064000,bajas,0.00137617
0.066000,bajas,0.00142697
0.068000,bajas,0.00147950
0.070000,bajas,0.00153381
0.072000,bajas,0.00158995
0.074000,bajas,0.00164799
0.076000,bajas,0.00170797
0.078000,bajas,0.00176996
0.080000,bajas,0.00183401
0.082000,bajas,0.00190019
0.084000,bajas,0.00196857
0.086000,bajas,0.00203920
0.088000,bajas,0.00211215
0.090000,bajas,0.00218749
0.092000,bajas,0.00226530
0.094000,bajas,0.00234563
0.096000,bajas,0.00242858
0.098000,bajas,0.00251420
0.100000,bajas,0.00260259
0.102000,bajas,0.00269381
0.104000,bajas,0.00278795
0.106000,bajas,0.00288509
0.108000,bajas,0.00298532
0.110000,bajas,0.00308872
0.112000,bajas,0.00319538
0.114000,bajas,0.00330539
0.116000,bajas,0.00341885
0.118000,bajas,0.00353586
0.120000,bajas,0.00365650
0.122000,bajas,0.00378087
0.124000,bajas,0.00390909
0.126000,bajas,0.00404125
0.128000,bajas,0.00417747
0.130000,bajas,0.00431784
0.132000,bajas,0.00446248
0.134000,bajas,0.00461151
0.136000,bajas,0.00476504
0.138000,bajas,0.00492318
0.140000,bajas,0.00508607
0.142000,bajas,0.00525382
0.144000,bajas,0.00542656
0.146000,bajas,0.00560442
0.148000,bajas,0.00578753
0.150000,bajas,0.00597602
0.152000,bajas,0.00617004
0.154000,bajas,0.00636972
0.156000,bajas,0.00657520
0.158000,bajas,0.00678664
0.160000,bajas,0.00700417
0.162000,bajas,0.00722795
0.164000,bajas,0.00745813
0.166000,bajas,0.00769488
0.168000,bajas,0.00793835
0.170000,bajas,0.00818870
0.172000,bajas,0.00844610
0.174000,bajas,0.00871073
0.176000,bajas,0.00898274
0.178000,bajas,0.00926233
0.180000,bajas,0.00954966
0.182000,bajas,0.00984492
0.184000,bajas,0.01014829
0.186000,bajas,0.01045997
0.188000,bajas,0.01078014
0.190000,bajas,0.01110900
0.192000,bajas,0.01144674
0.194000,bajas,0.01179358
0.196000,bajas,0.01214971
0.198000,bajas,0.01251534
0.200000,bajas,0.01289069
0.202000,bajas,0.01327597
0.204000,bajas,0.01367139
0.206000,bajas,0.01407718
0.208000,bajas,0.01449357
0.210000,bajas,0.01492079
0.212000,bajas,0.01535906
0.214000,bajas,0.01580862
0.216000,bajas,0.01626971
0.218000,bajas,0.01674258
0.220000,bajas,0.01722747
0.222000,bajas,0.01772463
0.224000,bajas,0.01823432
0.226000,bajas,0.01875678
0.228000,bajas,0.01929229
0.230000,bajas,0.01984109
0.232000,bajas,0.02040348
0.234000,bajas,0.02097970
0.236000,bajas,0.02157004
0.238000,bajas,0.02217477
0.240000,bajas,0.02279418
0.242000,bajas,0.02342855
0.244000,bajas,0.02407816
0.246000,bajas,0.02474331
0.248000,bajas,0.02542430
0.250000,bajas,0.02612141
0.252000,bajas,0.02683495
0.254000,bajas,0.02756523
0.256000,bajas,0.02831255
0.258000,bajas,0.02907723
0.260000,bajas,0.02985957
0.262000,bajas,0.03065989
0.264000,bajas,0.03147852
0.266000,bajas,0.03231577
0.268000,bajas,0.03317197
0.270000,bajas,0.03404745
0.272000,bajas,0.03494255
0.274000,bajas,0.03585759
0.276000,bajas,0.03679291
0.278000,bajas,0.03774886
0.280000,bajas,0.03872577
0.282000,bajas,0.03972399
0.284000,bajas,0.04074387
0.286000,bajas,0.04178575
0.288000,bajas,0.04284998
0.290000,bajas,0.04393693
0.292000,bajas,0.04504695
0.294000,bajas,0.04618039
0.296000,bajas,0.04733762
0.298000,bajas,0.04851899
0.300000,bajas,0.04972487
0.302000,bajas,0.05095563
0.304000,bajas,0.05221163
0.306000,bajas,0.05349324
0.308000,bajas,0.05480083
0.310000,bajas,0.05613476
0.312000,bajas,0.05749542
0.314000,bajas,0.05888317
0.316000,bajas,0.06029838
0.318000,bajas,0.06174144
0.320000,bajas,0.06321270
0.322000,bajas,0.06471256
0.324000,bajas,0.06624138
0.326000,bajas,0.06779953
0.328000,bajas,0.06938740
0.330000,bajas,0.07100535
0.332000,bajas,0.07265377
0.334000,bajas,0.07433302
0.336000,bajas,0.07604348
0.338000,bajas,0.07778552
0.340000,bajas,0.07955951
0.342000,bajas,0.08136582
0.344000,bajas,0.08320482
0.346000,bajas,0.08507688
0.348000,bajas,0.08698235
0.350000,bajas,0.08892162
0.352000,bajas,0.09089503
0.354000,bajas,0.09290294
0.356000,bajas,0.09494571
0.358000,bajas,0.09702370
0.360000,bajas,0.09913725
0.362000,bajas,0.10128672
0.364000,bajas,0.10347244
0.366000,bajas,0.10569476
0.368000,bajas,0.10795401
0.370000,bajas,0.11025053
0.372000,bajas,0.11258464
0.374000,bajas,0.11495667
0.376000,bajas,0.11736694
0.378000,bajas,0.11981577
0.380000,bajas,0.12230345
0.382000,bajas,0.12483031
0.384000,bajas,0.12739663
0.386000,bajas,0.13000271
0.388000,bajas,0.13264883
0.390000,bajas,0.13533528
0.392000,bajas,0.13806233
0.394000,bajas,0.14083025
0.396000,bajas,0.14363930
0.398000,bajas,0.14648972
0.400000,bajas,0.14938178
0.402000,bajas,0.15231569
0.404000,bajas,0.15529170
0.406000,bajas,0.15831002
0.408000,bajas,0.16137087
0.410000,bajas,0.16447446
0.412000,bajas,0.16762097
0.414000,bajas,0.17081059
0.416000,bajas,0.17404350
0.418000,bajas,0.17731987
0.420000,bajas,0.18063985
0.422000,bajas,0.18400359
0.424000,bajas,0.18741123
0.426000,bajas,0.19086288
0.428000,bajas,0.19435867
0.430000,bajas,0.19789870
0.432000,bajas,0.20148305
0.434000,bajas,0.20511182
0.436000,bajas,0.20878506
0.438000,bajas,0.21250282
0.440000,bajas,0.21626517
0.442000,bajas,0.22007211
0.444000,bajas,0.22392368
0.446000,bajas,0.22781987
0.448000,bajas,0.23176068
0.450000,bajas,0.23574608
0.452000,bajas,0.23977603
0.454000,bajas,0.24385049
0.456000,bajas,0.24796938
0.458000,bajas,0.25213264
0.460000,bajas,0.25634015
0.462000,bajas,0.26059182
0.464000,bajas,0.26488752
0.466000,bajas,0.26922710
0.468000,bajas,0.27361042
0.470000,bajas,0.27803730
0.472000,bajas,0.28250755
0.474000,bajas,0.28702097
0.476000,bajas,0.29157734
0.478000,bajas,0.29617642
0.480000,bajas,0.30081795
0.482000,bajas,0.30550168
0.484000,bajas,0.31022731
0.486000,bajas,0.31499453
0.488000,bajas,0.31980303
0.490000,bajas,0.32465247
0.492000,bajas,0.32954248
0.494000,bajas,0.33447271
0.496000,bajas,0.33944274
0.498000,bajas,0.34445218
0.500000,bajas,0.34950060
0.502000,bajas,0.35458755
0.504000,bajas,0.35971256
0.506000,bajas,0.36487516
0.508000,bajas,0.37007485
0.510000,bajas,0.37531110
0.512000,bajas,0.38058338
0.514000,bajas,0.38589113
0.516000,bajas,0.39123378
0.518000,bajas,0.39661073
0.520000,bajas,0.40202138
0.522000,bajas,0.40746510
0.524000,bajas,0.41294123
0.526000,bajas,0.41844911
0.528000,bajas,0.42398805
0.530000,bajas,0.42955736
0.532000,bajas,0.43515630
0.534000,bajas,0.44078414
0.536000,bajas,0.44644012
0.538000,bajas,0.45212346
0.540000,bajas,0.45783336
0.542000,bajas,0.46356902
0.544000,bajas,0.46932959
0.546000,bajas,0.47511424
0.548000,bajas,0.48092209
0.550000,bajas,0.48675226
0.552000,bajas,0.49260384
0.554000,bajas,0.49847592
0.556000,bajas,0.50436756
0.558000,bajas,0.51027780
0.560000,bajas,0.51620567
0.562000,bajas,0.52215020
0.564000,bajas,0.52811036
0.566000,bajas,0.53408515
0.568000,bajas,0.54007352
0.570000,bajas,0.54607443
0.572000,bajas,0.55208680
0.574000,bajas,0.55810956
0.576000,bajas,0.56414160
0.578000,bajas,0.57018181
0.580000,bajas,0.57622907
0.582000,bajas,0.58228224
0.584000,bajas,0.58834016
0.586000,bajas,0.59440166
0.588000,bajas,0.60046555
0.590000,bajas,0.60653066
0.592000,bajas,0.61259576
0.594000,bajas,0.61865965
0.596000,bajas,0.62472108
0.598000,bajas,0.63077882
0.600000,bajas,0.63683161
0.602000,bajas,0.64287820
0.604000,bajas,0.64891730
0.606000,bajas,0.65494763
0.608000,bajas,0.66096790
0.610000,bajas,0.66697681
0.612000,bajas,0.67297305
0.614000,bajas,0.67895529
0.616000,bajas,0.68492222
0.618000,bajas,0.69087249
0.620000,bajas,0.69680478
0.622000,bajas,0.70271772
0.624000,bajas,0.70860998
0.626000,bajas,0.71448020
0.628000,bajas,0.72032700
0.630000,bajas,0.72614904
0.632000,bajas,0.73194493
0.634000,bajas,0.73771331
0.636000,bajas,0.74345280
0.638000,bajas,0.74916202
0.640000,bajas,0.75483960
0.642000,bajas,0.76048416
0.644000,bajas,0.76609431
0.646000,bajas,0.77166867
0.648000,bajas,0.77720588
0.650000,bajas,0.78270454
0.652000,bajas,0.78816328
0.654000,bajas,0.79358073
0.656000,bajas,0.79895552
0.658000,bajas,0.80428628
0.660000,bajas,0.80957165
0.662000,bajas,0.81481026
0.664000,bajas,0.82000077
0.666000,bajas,0.82514182
0.668000,bajas,0.83023208
0.670000,bajas,0.83527021
0.672000,bajas,0.84025488
0.674000,bajas,0.84518478
0.676000,bajas,0.85005859
0.678000,bajas,0.85487502
0.680000,bajas,0.85963276
0.682000,bajas,0.86433055
0.684000,bajas,0.86896711
0.686000,bajas,0.87354119
0.688000,bajas,0.87805153
0.690000,bajas,0.88249690
0.692000,bajas,0.88687609
0.694000,bajas,0.89118789
0.696000,bajas,0.89543110
0.698000,bajas,0.89960455
0.700000,bajas,0.90370708
0.702000,bajas,0.90773754
0.704000,bajas,0.91169479
0.706000,bajas,0.91557774
0.708000,bajas,0.91938529
0.710000,bajas,0.92311635
0.712000,bajas,0.92676987
0.714000,bajas,0.93034481
0.716000,bajas,0.93384015
0.718000,bajas,0.93725490
0.720000,bajas,0.94058806
0.722000,bajas,0.94383870
0.724000,bajas,0.94700586
0.726000,bajas,0.95008863
0.728000,bajas,0.95308613
0.730000,bajas,0.95599748
0.732000,bajas,0.95882184
0.734000,bajas,0.96155838
0.736000,bajas,0.96420630
0.738000,bajas,0.96676484
0.740000,bajas,0.96923323
0.742000,bajas,0.97161077
0.744000,bajas,0.97389674
0.746000,bajas,0.97609047
0.748000,bajas,0.97819132
0.750000,bajas,0.98019867
0.752000,bajas,0.98211193
0.754000,bajas,0.98393051
0.756000,bajas,0.98565390
0.758000,bajas,0.98728157
0.760000,bajas,0.98881304
0.762000,bajas,0.99024786
0.764000,bajas,0.99158560
0.766000,bajas,0.99282586
0.768000,bajas,0.99396826
0.770000,bajas,0.99501248
0.772000,bajas,0.99595819
0.774000,bajas,0.99680511
0.776000,bajas,0.99755300
0.778000,bajas,0.99820162
0.780000,bajas,0.99875078
0.782000,bajas,0.99920032
0.784000,bajas,0.99955010
0.786000,bajas,0.99980002
0.788000,bajas,0.99995000
0.790000,bajas,1.00000000
0.792000,bajas,0.99952674
0.794000,bajas,0.99810830
0.796000,bajas,0.99574871
0.798000,bajas,0.99245465
0.800000,bajas,0.98823543
0.802000,bajas,0.98310296
0.804000,bajas,0.97707168
0.806000,bajas,0.97015846
0.808000,bajas,0.96238260
0.810000,bajas,0.95376566
0.812000,bajas,0.94433141
0.814000,bajas,0.93410570
0.816000,bajas,0.92311635
0.818000,bajas,0.91139301
0.820000,bajas,0.89896707
0.822000,bajas,0.88587145
0.824000,bajas,0.87214051
0.826000,bajas,0.85780989
0.828000,bajas,0.84291633
0.830000,bajas,0.82749757
0.832000,bajas,0.81159211
0.834000,bajas,0.79523912
0.836000,bajas,0.77847827
0.838000,bajas,0.76134953
0.840000,bajas,0.74389306
0.842000,bajas,0.72614904
0.844000,bajas,0.70815750
0.846000,bajas,0.68995820
0.848000,bajas,0.67159049
0.850000,bajas,0.65309315
0.852000,bajas,0.63450428
0.854000,bajas,0.61586116
0.856000,bajas,0.59720015
0.858000,bajas,0.57855658
0.860000,bajas,0.55996463
0.862000,bajas,0.54145727
0.864000,bajas,0.52306615
0.866000,bajas,0.50482154
0.868000,bajas,0.48675226
0.870000,bajas,0.46888561
0.872000,bajas,0.45124735
0.874000,bajas,0.43386165
0.876000,bajas,0.41675104
0.878000,bajas,0.39993642
0.880000,bajas,0.38343703
0.882000,bajas,0.36727044
0.884000,bajas,0.35145258
0.886000,bajas,0.33599773
0.888000,bajas,0.32091851
0.890000,bajas,0.30622598
0.892000,bajas,0.29192960
0.894000,bajas,0.27803730
0.896000,bajas,0.26455552
0.898000,bajas,0.25148925
0.900000,bajas,0.23884209
0.902000,bajas,0.22661629
0.904000,bajas,0.21481283
0.906000,bajas,0.20343148
0.908000,bajas,0.19247083
0.910000,bajas,0.18192841
0.912000,bajas,0.17180071
0.914000,bajas,0.16208329
0.916000,bajas,0.15277079
0.918000,bajas,0.14385709
0.920000,bajas,0.13533528
0.922000,bajas,0.12719781
0.924000,bajas,0.11943650
0.926000,bajas,0.11204264
0.928000,bajas,0.10500705
0.930000,bajas,0.09832012
0.932000,bajas,0.09197190
0.934000,bajas,0.08595215
0.936000,bajas,0.08025040
0.938000,bajas,0.07485597
0.940000,bajas,0.06975809
0.942000,bajas,0.06494587
0.944000,bajas,0.06040839
0.946000,bajas,0.05613476
0.948000,bajas,0.05211411
0.950000,bajas,0.04833565
0.952000,bajas,0.04478873
0.954000,bajas,0.04146280
0.956000,bajas,0.03834753
0.958000,bajas,0.03543276
0.960000,bajas,0.03270856
0.962000,bajas,0.03016524
0.964000,bajas,0.02779335
0.966000,bajas,0.02558373
0.968000,bajas,0.02352749
0.970000,bajas,0.02161604
0.972000,bajas,0.01984109
0.974000,bajas,0.01819466
0.976000,bajas,0.01666906
0.978000,bajas,0.01525692
0.980000,bajas,0.01395121
0.982000,bajas,0.01274516
0.984000,bajas,0.01163236
0.986000,bajas,0.01060667
0.988000,bajas,0.00966227
0.990000,bajas,0.00879363
0.992000,bajas,0.00799551
0.994000,bajas,0.00726294
0.996000,bajas,0.00659125
0.998000,bajas,0.00597602
1.000000,bajas,0.00541309
