t_ms,x_m,xi_over_A
0.4,0.255,0.4539904997395468
0.4,0.26,0.41235631747390367
0.4,0.265,0.369842146045969
0.4,0.27,0.3265387128400833
0.4,0.275,0.2825384295649947
0.4,0.28,0.23793519504261862
0.4,0.28500000000000003,0.19282419482321672
0.4,0.29,0.14730169805463803
0.4,0.295,0.10146485203910321
0.4,0.3,0.0554114749159703
0.4,0.305,0.00923984691289084
0.4,0.31,-0.03695149938914473
0.4,0.315,-0.08306398932930362
0.4,0.32,-0.1289992165302033
0.4,0.325,-0.17465915290207865
0.4,0.33,-0.21994635783966882
0.4,0.335,-0.26476418616537545
0.4,0.34,-0.3090169943749478
0.4,0.34500000000000003,-0.35261034474553243
0.4,0.35000000000000003,-0.39545120687054225
0.4,0.355,-0.4374481561912259
0.4,0.36,-0.4785115691012864
0.4,0.365,-0.5185538142081718
0.4,0.37,-0.5574894393428855
0.4,0.375,-0.5952353539192183
0.4,0.38,-0.6317110062532504
0.4,0.385,-0.666838555464701
0.4,0.39,-0.7005430375932906
0.4,0.395,-0.7327525255756112
0.4,0.4,-0.7633982827411028
0.4,0.405,-0.7924149094995738
0.4,0.41000000000000003,-0.819740482907221
0.4,0.41500000000000004,-0.8453166888133137
0.4,0.42,-0.8690889463055279
0.4,0.425,-0.8910065241883676
0.4,0.43,-0.911022649246088
0.4,0.435,-0.9290946060590987
0.4,0.44,-0.9451838281608193
0.4,0.445,-0.959255980340465
0.4,0.45,-0.9712810319161138
0.4,0.455,-0.9812333208216985
0.4,0.46,-0.9890916083711458
0.4,0.465,-0.9948391245828055
0.4,0.47000000000000003,-0.9984636039674339
0.4,0.47500000000000003,-0.9999573117033679
0.4,0.48,-0.9993170601430229
0.4,0.485,-0.9965442156154946
0.4,0.49,-0.9916446955107429
0.4,0.495,-0.9846289556515837
0.4,0.5,-0.9755119679804368
0.4,0.505,-0.9643131886084451
0.4,0.51,-0.9510565162951536
0.4,0.515,-0.9357702414473529
0.4,0.52,-0.9184869857459231
0.4,0.525,-0.8992436325295257
0.4,0.53,-0.8780812480836978
0.4,0.535,-0.8550449940033313
0.4,0.54,-0.8301840308155507
0.4,0.545,-0.8035514130686741
0.4,0.55,-0.7752039761111295
0.4,0.555,-0.7452022148019626
0.4,0.56,-0.713610154411752
0.4,0.5650000000000001,-0.6804952139894617
0.4,0.5700000000000001,-0.6459280624867872
0.4,0.5750000000000001,-0.6099824679470566
0.4,0.58,-0.5727351400805061
0.4,0.585,-0.534265566561889
0.4,0.59,-0.49465584339977925
0.4,0.595,-0.45399049973954775
0.4,0.6,-0.41235631747390417
0.4,0.605,-0.3698421460459695
0.4,0.61,-0.3265387128400834
0.4,0.615,-0.2825384295649957
0.4,0.62,-0.23793519504261917
0.4,0.625,-0.19282419482321772
0.4,0.63,-0.14730169805463816
0.4,0.635,-0.10146485203910334
0.4,0.64,-0.055411474915969976
0.4,0.645,-0.009239846912891408
0.4,0.65,0.036951499389144604
0.4,0.655,0.08306398932930306
0.4,0.66,0.1289992165302036
0.4,0.665,0.1746591529020785
0.4,0.67,0.21994635783966782
0.4,0.675,0.26476418616537534
0.4,0.68,0.30901699437494806
0.4,0.685,0.3526103447455327
0.4,0.6900000000000001,0.39545120687054214
0.4,0.6950000000000001,0.4374481561912262
0.4,0.7000000000000001,0.4785115691012859
0.4,0.705,0.5185538142081709
0.4,0.71,0.5574894393428848
0.4,0.715,0.5952353539192176
0.4,0.72,0.6317110062532507
0.4,0.725,0.6668385554647006
0.4,0.73,0.7005430375932905
0.4,0.735,0.7327525255756105
0.4,0.74,0.763398282741103
0.4,0.745,0.7924149094995735
0.4,0.75,0.8197404829072205
0.4,0.755,0.8453166888133131
0.4,0.76,0.8690889463055276
0.4,0.765,0.8910065241883678
0.4,0.77,0.911022649246088
0.4,0.775,0.9290946060590987
0.4,0.78,0.9451838281608191
0.4,0.785,0.9592559803404649
0.4,0.79,0.9712810319161137
0.4,0.795,0.9812333208216985
0.4,0.8,0.9890916083711458
0.4,0.805,0.9948391245828057
0.4,0.81,0.9984636039674339
0.4,0.8150000000000001,0.9999573117033679
0.4,0.8200000000000001,0.9993170601430229
0.4,0.8250000000000001,0.9965442156154947
0.4,0.8300000000000001,0.9916446955107427
0.4,0.835,0.9846289556515838
0.4,0.84,0.975511967980437
0.4,0.845,0.9643131886084451
0.4,0.85,0.951056516295154
0.4,0.855,0.9357702414473529
0.4,0.86,0.9184869857459236
0.4,0.865,0.8992436325295257
0.4,0.87,0.8780812480836984
0.4,0.875,0.8550449940033319
0.4,0.88,0.8301840308155517
0.4,0.885,0.8035514130686742
0.4,0.89,0.7752039761111296
0.4,0.895,0.7452022148019627
0.4,0.9,0.7136101544117528
0.4,0.905,0.6804952139894624
0.4,0.91,0.6459280624867874
0.4,0.915,0.6099824679470573
0.4,0.92,0.5727351400805062
0.4,0.925,0.5342655665618883
0.4,0.93,0.49465584339977936
0.4,0.935,0.45399049973954625
0.4,0.9400000000000001,0.4123563174739035
0.4,0.9450000000000001,0.3698421460459696
0.4,0.9500000000000001,0.32653871284008434
0.4,0.9550000000000001,0.2825384295649949
0.4,0.96,0.237935195042621
0.4,0.965,0.19282419482321783
0.4,0.97,0.1473016980546374
0.4,0.975,0.10146485203910346
0.4,0.98,0.05541147491597099
0.4,0.985,0.009239846912892417
0.4,0.99,-0.03695149938914448
0.4,0.995,-0.08306398932930294
0.4,1.0,-0.12899921653020172
0.4,1.0050000000000001,-0.1746591529020784
0.4,1.01,-0.2199463578396677
0.4,1.0150000000000001,-0.26476418616537606
0.4,1.02,-0.3090169943749471
0.4,1.025,-0.3526103447455301
0.4,1.03,-0.3954512068705412
0.4,1.035,-0.43744815619122446
0.4,1.04,-0.4785115691012858
0.4,1.045,-0.5185538142081708
0.4,1.05,-0.5574894393428853
0.4,1.055,-0.5952353539192181
0.4,1.06,-0.6317110062532513
0.4,1.065,-0.6668385554646998
0.4,1.07,-0.7005430375932904
0.4,1.075,-0.7327525255756104
0.4,1.08,-0.7633982827411029
0.4,1.085,-0.7924149094995734
0.4,1.09,-0.8197404829072203
0.4,1.095,-0.8453166888133136
0.4,1.1,-0.8690889463055289
0.4,1.105,-0.8910065241883673
0.4,1.11,-0.9110226492460883
0.4,1.115,-0.9290946060590987
0.4,1.12,-0.9451838281608197
0.4,1.125,-0.9592559803404644
0.4,1.1300000000000001,-0.9712810319161137
0.4,1.135,-0.9812333208216982
0.4,1.1400000000000001,-0.989091608371146
0.4,1.145,-0.9948391245828055
0.4,1.1500000000000001,-0.998463603967434
0.4,1.155,-0.9999573117033678
0.4,1.16,-0.999317060143023
0.4,1.165,-0.9965442156154947
0.4,1.17,-0.991644695510743
0.4,1.175,-0.9846289556515837
0.4,1.18,-0.9755119679804368
0.4,1.185,-0.9643131886084448
0.4,1.19,-0.9510565162951542
0.4,1.195,-0.935770241447353
0.4,1.2,-0.9184869857459236
0.4,1.205,-0.8992436325295258
0.4,1.21,-0.8780812480836984
0.4,1.215,-0.8550449940033319
0.4,1.22,-0.8301840308155508
0.4,1.225,-0.8035514130686732
0.4,1.23,-0.7752039761111308
0.4,1.235,-0.7452022148019628
0.4,1.24,-0.7136101544117529
0.4,1.245,-0.6804952139894612
0.4,1.25,-0.6459280624867888
0.4,1.2550000000000001,-0.6099824679470575
0.4,1.26,-0.5727351400805063
0.4,1.2650000000000001,-0.5342655665618884
0.4,1.27,-0.49465584339977947
0.4,1.2750000000000001,-0.45399049973954636
0.4,1.28,-0.4123563174739036
0.4,1.285,-0.3698421460459714
0.4,1.29,-0.32653871284008446
0.4,1.295,-0.28253842956499675
0.4,1.3,-0.2379351950426194
0.4,1.305,-0.19282419482321794
0.4,1.31,-0.14730169805463927
0.4,1.315,-0.10146485203910535
0.4,1.32,-0.05541147491596934
0.4,1.325,-0.00923984691289254
0.4,1.33,0.03695149938914436
0.4,1.335,0.08306398932930281
0.4,1.34,0.1289992165302016
0.4,1.345,0.17465915290207829
0.4,1.35,0.2199463578396676
0.4,1.355,0.2647641861653742
0.4,1.36,0.3090169943749487
0.4166666666666667,0.0,0.25881904510252096
0.4166666666666667,0.005,0.30315267411304375
0.4166666666666667,0.01,0.3468393600395528
0.4166666666666667,0.015,0.3897858732926796
0.4166666666666667,0.02,0.43190056384884107
0.4166666666666667,0.025,0.47309355683601023
0.4166666666666667,0.03,0.5132769443312207
0.4166666666666667,0.035,0.5523649729605059
0.4166666666666667,0.04,0.5902742269009198
0.4166666666666667,0.045,0.6269238058941066
0.4166666666666667,0.05,0.6622354978915304
0.4166666666666667,0.055,0.6961339459629267
0.4166666666666667,0.06,0.7285468091117903
0.4166666666666667,0.065,0.7594049166547072
0.4166666666666667,0.07,0.7886424158350784
0.4166666666666667,0.075,0.8161969123562217
0.4166666666666667,0.08,0.8420096035339454
0.4166666666666667,0.085,0.8660254037844388
0.4166666666666667,0.09,0.888193062179685
0.4166666666666667,0.095,0.9084652718195236
0.4166666666666667,0.1,0.9267987707869605
0.4166666666666667,0.105,0.9431544344712774
0.4166666666666667,0.11,0.9574973590619243
0.4166666666666667,0.115,0.9697969360350095
0.4166666666666667,0.12,0.9800269174734318
0.4166666666666667,0.125,0.9881654720812594
0.4166666666666667,0.13,0.9941952317728145
0.4166666666666667,0.135,0.9981033287370441
0.4166666666666667,0.14,0.9998814228980769
0.4166666666666667,0.145,0.9995257197133659
0.4166666666666667,0.15,0.9970369782714329
0.4166666666666667,0.155,0.9924205096719357
0.4166666666666667,0.16,0.9856861656915139
0.4166666666666667,0.165,0.9768483177596007
0.4166666666666667,0.17,0.9659258262890682
0.4166666666666667,0.17500000000000002,0.9529420004271566
0.4166666666666667,0.18,0.937924548312578
0.4166666666666667,0.185,0.9209055179449536
0.4166666666666667,0.19,0.9019212287927663
0.4166666666666667,0.195,0.8810121942857846
0.4166666666666667,0.2,0.8582230353573627
0.4166666666666667,0.20500000000000002,0.8336023852211194
0.4166666666666667,0.21,0.8072027855852096
0.4166666666666667,0.215,0.7790805745256706
0.4166666666666667,0.22,0.7492957662581294
0.4166666666666667,0.225,0.7179119230644418
0.4166666666666667,0.23,0.6849960196475806
0.4166666666666667,0.23500000000000001,0.6506183002042419
0.4166666666666667,0.24,0.6148521285201929
0.4166666666666667,0.245,0.5777738314082511
0.4166666666666667,0.25,0.539462535823025
0.4166666666666667,0.255,0.4999999999999999
0.4166666666666667,0.26,0.4594704389793477
0.4166666666666667,0.265,0.4179603448867832
0.4166666666666667,0.27,0.3755583023550124
0.4166666666666667,0.275,0.33235479947965924
0.4166666666666667,0.28,0.2884420347131119
0.4166666666666667,0.28500000000000003,0.24391372010837695
0.4166666666666667,0.29,0.19886488133283697
0.4166666666666667,0.295,0.15339165487868545
0.4166666666666667,0.3,0.10759108290281164
0.4166666666666667,0.305,0.061560906133942724
0.4166666666666667,0.31,0.015399355289006848
0.4166666666666667,0.315,-0.030795058556170204
0.4166666666666667,0.32,-0.076923754194464
0.4166666666666667,0.325,-0.12288829066471416
0.4166666666666667,0.33,-0.16859057732969948
0.4166666666666667,0.335,-0.2139330832064972
0.4166666666666667,0.34,-0.25881904510252124
0.4166666666666667,0.34500000000000003,-0.3031526741130435
0.4166666666666667,0.35000000000000003,-0.34683936003955246
0.4166666666666667,0.355,-0.38978587329267905
0.4166666666666667,0.36,-0.43190056384884096
0.4166666666666667,0.365,-0.47309355683600995
0.4166666666666667,0.37,-0.5132769443312207
0.4166666666666667,0.375,-0.5523649729605055
0.4166666666666667,0.38,-0.5902742269009191
0.4166666666666667,0.385,-0.6269238058941062
0.4166666666666667,0.39,-0.6622354978915299
0.4166666666666667,0.395,-0.6961339459629265
0.4166666666666667,0.4,-0.7285468091117902
0.4166666666666667,0.405,-0.7594049166547072
0.4166666666666667,0.41000000000000003,-0.7886424158350783
0.4166666666666667,0.41500000000000004,-0.8161969123562218
0.4166666666666667,0.42,-0.8420096035339449
0.4166666666666667,0.425,-0.8660254037844385
0.4166666666666667,0.43,-0.8881930621796846
0.4166666666666667,0.435,-0.9084652718195236
0.4166666666666667,0.44,-0.9267987707869602
0.4166666666666667,0.445,-0.9431544344712776
0.4166666666666667,0.45,-0.9574973590619243
0.4166666666666667,0.455,-0.9697969360350095
0.4166666666666667,0.46,-0.9800269174734317
0.4166666666666667,0.465,-0.9881654720812594
0.4166666666666667,0.47000000000000003,-0.9941952317728145
0.4166666666666667,0.47500000000000003,-0.9981033287370441
0.4166666666666667,0.48,-0.9998814228980769
0.4166666666666667,0.485,-0.9995257197133659
0.4166666666666667,0.49,-0.9970369782714329
0.4166666666666667,0.495,-0.9924205096719357
0.4166666666666667,0.5,-0.9856861656915141
0.4166666666666667,0.505,-0.9768483177596008
0.4166666666666667,0.51,-0.9659258262890683
0.4166666666666667,0.515,-0.9529420004271567
0.4166666666666667,0.52,-0.9379245483125781
0.4166666666666667,0.525,-0.9209055179449536
0.4166666666666667,0.53,-0.901921228792766
0.4166666666666667,0.535,-0.8810121942857846
0.4166666666666667,0.54,-0.8582230353573627
0.4166666666666667,0.545,-0.8336023852211197
0.4166666666666667,0.55,-0.8072027855852091
0.4166666666666667,0.555,-0.7790805745256704
0.4166666666666667,0.56,-0.749295766258129
0.4166666666666667,0.5650000000000001,-0.717911923064442
0.4166666666666667,0.5700000000000001,-0.6849960196475804
0.4166666666666667,0.5750000000000001,-0.6506183002042414
0.4166666666666667,0.58,-0.6148521285201937
0.4166666666666667,0.585,-0.5777738314082512
0.4166666666666667,0.59,-0.5394625358230254
0.4166666666666667,0.595,-0.5000000000000011
0.4166666666666667,0.6,-0.4594704389793478
0.4166666666666667,0.605,-0.4179603448867841
0.4166666666666667,0.61,-0.37555830235501214
0.4166666666666667,0.615,-0.33235479947965973
0.4166666666666667,0.62,-0.2884420347131129
0.4166666666666667,0.625,-0.24391372010837836
0.4166666666666667,0.63,-0.19886488133283667
0.4166666666666667,0.635,-0.153391654878686
0.4166666666666667,0.64,-0.10759108290281087
0.4166666666666667,0.645,-0.06156090613394284
0.4166666666666667,0.65,-0.015399355289007415
0.4166666666666667,0.655,0.030795058556169194
0.4166666666666667,0.66,0.07692375419446387
0.4166666666666667,0.665,0.12288829066471359
0.4166666666666667,0.67,0.16859057732969804
0.4166666666666667,0.675,0.21393308320649754
0.4166666666666667,0.68,0.258819045102522
0.4166666666666667,0.685,0.3031526741130442
0.4166666666666667,0.6900000000000001,0.3468393600395528
0.4166666666666667,0.6950000000000001,0.38978587329267894
0.4166666666666667,0.7000000000000001,0.43190056384884007
0.4166666666666667,0.705,0.4730935568360087
0.4166666666666667,0.71,0.5132769443312203
0.4166666666666667,0.715,0.552364972960505
0.4166666666666667,0.72,0.5902742269009197
0.4166666666666667,0.725,0.6269238058941062
0.4166666666666667,0.73,0.6622354978915296
0.4166666666666667,0.735,0.6961339459629255
0.4166666666666667,0.74,0.7285468091117902
0.4166666666666667,0.745,0.7594049166547066
0.4166666666666667,0.75,0.7886424158350774
0.4166666666666667,0.755,0.8161969123562215
0.4166666666666667,0.76,0.8420096035339448
0.4166666666666667,0.765,0.8660254037844388
0.4166666666666667,0.77,0.8881930621796847
0.4166666666666667,0.775,0.9084652718195233
0.4166666666666667,0.78,0.92679877078696
0.4166666666666667,0.785,0.9431544344712774
0.4166666666666667,0.79,0.9574973590619241
0.4166666666666667,0.795,0.9697969360350096
0.4166666666666667,0.8,0.9800269174734318
0.4166666666666667,0.805,0.9881654720812596
0.4166666666666667,0.81,0.9941952317728145
0.4166666666666667,0.8150000000000001,0.9981033287370441
0.4166666666666667,0.8200000000000001,0.9998814228980769
0.4166666666666667,0.8250000000000001,0.9995257197133659
0.4166666666666667,0.8300000000000001,0.9970369782714329
0.4166666666666667,0.835,0.9924205096719358
0.4166666666666667,0.84,0.9856861656915141
0.4166666666666667,0.845,0.9768483177596007
0.4166666666666667,0.85,0.9659258262890684
0.4166666666666667,0.855,0.9529420004271569
0.4166666666666667,0.86,0.9379245483125787
0.4166666666666667,0.865,0.9209055179449538
0.4166666666666667,0.87,0.9019212287927666
0.4166666666666667,0.875,0.8810121942857853
0.4166666666666667,0.88,0.8582230353573639
0.4166666666666667,0.885,0.8336023852211201
0.4166666666666667,0.89,0.8072027855852094
0.4166666666666667,0.895,0.7790805745256707
0.4166666666666667,0.9,0.7492957662581299
0.4166666666666667,0.905,0.717911923064443
0.4166666666666667,0.91,0.6849960196475808
0.4166666666666667,0.915,0.6506183002042428
0.4166666666666667,0.92,0.6148521285201938
0.4166666666666667,0.925,0.5777738314082513
0.4166666666666667,0.93,0.5394625358230255
0.4166666666666667,0.935,0.4999999999999997
0.4166666666666667,0.9400000000000001,0.4594704389793479
0.4166666666666667,0.9450000000000001,0.4179603448867842
0.4166666666666667,0.9500000000000001,0.37555830235501386
0.4166666666666667,0.9550000000000001,0.3323547994796599
0.4166666666666667,0.96,0.28844203471311475
0.4166666666666667,0.965,0.24391372010837847
0.4166666666666667,0.97,0.19886488133283678
0.4166666666666667,0.975,0.1533916548786861
0.4166666666666667,0.98,0.10759108290281276
0.4166666666666667,0.985,0.06156090613394474
0.4166666666666667,0.99,0.015399355289007537
0.4166666666666667,0.995,-0.030795058556169073
0.4166666666666667,1.0,-0.07692375419446199
0.4166666666666667,1.0050000000000001,-0.12288829066471346
0.4166666666666667,1.01,-0.16859057732969793
0.4166666666666667,1.0150000000000001,-0.2139330832064974
0.4166666666666667,1.02,-0.2588190451025202
0.4166666666666667,1.025,-0.3031526741130407
0.4166666666666667,1.03,-0.346839360039551
0.4166666666666667,1.035,-0.3897858732926772
0.4166666666666667,1.04,-0.43190056384883996
0.4166666666666667,1.045,-0.47309355683600857
0.4166666666666667,1.05,-0.5132769443312202
0.4166666666666667,1.055,-0.5523649729605049
0.4166666666666667,1.06,-0.5902742269009196
0.4166666666666667,1.065,-0.6269238058941047
0.4166666666666667,1.07,-0.6622354978915295
0.4166666666666667,1.075,-0.6961339459629254
0.4166666666666667,1.08,-0.72854680911179
0.4166666666666667,1.085,-0.7594049166547064
0.4166666666666667,1.09,-0.7886424158350773
0.4166666666666667,1.095,-0.8161969123562215
0.4166666666666667,1.1,-0.8420096035339457
0.4166666666666667,1.105,-0.8660254037844379
0.4166666666666667,1.11,-0.8881930621796847
0.4166666666666667,1.115,-0.9084652718195233
0.4166666666666667,1.12,-0.9267987707869606
0.4166666666666667,1.125,-0.9431544344712768
0.4166666666666667,1.1300000000000001,-0.9574973590619241
0.4166666666666667,1.135,-0.9697969360350092
0.4166666666666667,1.1400000000000001,-0.9800269174734318
0.4166666666666667,1.145,-0.9881654720812593
0.4166666666666667,1.1500000000000001,-0.9941952317728145
0.4166666666666667,1.155,-0.998103328737044
0.4166666666666667,1.16,-0.9998814228980769
0.4166666666666667,1.165,-0.9995257197133659
0.4166666666666667,1.17,-0.997036978271433
0.4166666666666667,1.175,-0.9924205096719358
0.4166666666666667,1.18,-0.9856861656915142
0.4166666666666667,1.185,-0.9768483177596007
0.4166666666666667,1.19,-0.9659258262890689
0.4166666666666667,1.195,-0.9529420004271569
0.4166666666666667,1.2,-0.9379245483125787
0.4166666666666667,1.205,-0.9209055179449539
0.4166666666666667,1.21,-0.9019212287927667
0.4166666666666667,1.215,-0.8810121942857854
0.4166666666666667,1.22,-0.858223035357363
0.4166666666666667,1.225,-0.8336023852211192
0.4166666666666667,1.23,-0.8072027855852105
0.4166666666666667,1.235,-0.7790805745256708
0.4166666666666667,1.24,-0.74929576625813
0.4166666666666667,1.245,-0.7179119230644418
0.4166666666666667,1.25,-0.6849960196475822
0.4166666666666667,1.2550000000000001,-0.6506183002042429
0.4166666666666667,1.26,-0.6148521285201939
0.4166666666666667,1.2650000000000001,-0.5777738314082514
0.4166666666666667,1.27,-0.5394625358230256
0.4166666666666667,1.2750000000000001,-0.49999999999999983
0.4166666666666667,1.28,-0.45947043897934803
0.4166666666666667,1.285,-0.4179603448867859
0.4166666666666667,1.29,-0.37555830235501403
0.4166666666666667,1.295,-0.3323547994796617
0.4166666666666667,1.3,-0.28844203471311314
0.4166666666666667,1.305,-0.2439137201083786
0.4166666666666667,1.31,-0.19886488133283864
0.4166666666666667,1.315,-0.153391654878688
0.4166666666666667,1.32,-0.10759108290281112
0.4166666666666667,1.325,-0.06156090613394486
0.4166666666666667,1.33,-0.01539935528900766
0.4166666666666667,1.335,0.030795058556168948
0.4166666666666667,1.34,0.07692375419446186
0.4166666666666667,1.345,0.12288829066471335
0.4166666666666667,1.35,0.16859057732969782
0.4166666666666667,1.355,0.21393308320649554
0.4166666666666667,1.36,0.2588190451025218
0.43333333333333335,0.0,0.20791169081775945
0.43333333333333335,0.005,0.25286408307269476
0.43333333333333335,0.01,0.29727685063120274
0.43333333333333335,0.015,0.34105521440912123
0.43333333333333335,0.02,0.3841057491719259
0.43333333333333335,0.025,0.42633658290889065
0.43333333333333335,0.03,0.4676575928925868
0.43333333333333335,0.035,0.5079805980053267
0.43333333333333335,0.04,0.5472195469221113
0.43333333333333335,0.045,0.5852907017484953
0.43333333333333335,0.05,0.622112816721474
0.43333333333333335,0.055,0.6576073115920348
0.43333333333333335,0.06,0.69169843931937
0.43333333333333335,0.065,0.7243134477188785
0.43333333333333335,0.07,0.7553827347189939
0.43333333333333335,0.075,0.7848399968955132
0.43333333333333335,0.08,0.8126223709664457
0.43333333333333335,0.085,0.8386705679454242
0.43333333333333335,0.09,0.8629289996673897
0.43333333333333335,0.095,0.885345897416538
0.43333333333333335,0.1,0.9058734224033671
0.43333333333333335,0.105,0.9244677678550651
0.43333333333333335,0.11,0.9410892525013715
0.43333333333333335,0.115,0.955702405256407
0.43333333333333335,0.12,0.9682760409157588
0.43333333333333335,0.125,0.9787833267072783
0.43333333333333335,0.13,0.987201839553569
0.43333333333333335,0.135,0.9935136139239639
0.43333333333333335,0.14,0.9977051801738729
0.43333333333333335,0.145,0.9997675932896838
0.43333333333333335,0.15,0.9996964519778716
0.43333333333333335,0.155,0.9974919080575809
0.43333333333333335,0.16,0.9931586661366362
0.43333333333333335,0.165,0.9867059735716714
0.43333333333333335,0.17,0.9781476007338056
0.43333333333333335,0.17500000000000002,0.967501811621976
0.43333333333333335,0.18,0.9547913248866443
0.43333333333333335,0.185,0.9400432653470522
0.43333333333333335,0.19,0.9232891061054894
0.43333333333333335,0.195,0.9045646013821074
0.43333333333333335,0.2,0.8839097102136121
0.43333333333333335,0.20500000000000002,0.8613685111786654
0.43333333333333335,0.21,0.836989108331978
0.43333333333333335,0.215,0.8108235285478302
0.43333333333333335,0.22,0.782927610492103
0.43333333333333335,0.225,0.7533608854597487
0.43333333333333335,0.23,0.7221864503320095
0.43333333333333335,0.23500000000000001,0.6894708329244911
0.43333333333333335,0.24,0.6552838500134539
0.43333333333333335,0.245,0.6196984583432906
0.43333333333333335,0.25,0.5827905989331611
0.43333333333333335,0.255,0.5446390350150271
0.43333333333333335,0.26,0.5053251839489481
0.43333333333333335,0.265,0.46493294347433023
0.43333333333333335,0.27,0.4235485126679242
0.43333333333333335,0.275,0.3812602079906491
0.43333333333333335,0.28,0.33815827481581684
0.43333333333333335,0.28500000000000003,0.29433469484095515
0.43333333333333335,0.29,0.24988298979423126
0.43333333333333335,0.295,0.2048980218543686
0.43333333333333335,0.3,0.15947579120998107
0.43333333333333335,0.305,0.11371323119032781
0.43333333333333335,0.31,0.06770800140470754
0.43333333333333335,0.315,0.02155827933192762
0.43333333333333335,0.32,-0.024637449195382063
0.43333333333333335,0.325,-0.07078060016449782
0.43333333333333335,0.33,-0.11677270176585658
0.43333333333333335,0.335,-0.162515604536856
0.43333333333333335,0.34,-0.2079116908177598
0.43333333333333335,0.34500000000000003,-0.2528640830726944
0.43333333333333335,0.35000000000000003,-0.2972768506312024
0.43333333333333335,0.355,-0.3410552144091207
0.43333333333333335,0.36,-0.3841057491719258
0.43333333333333335,0.365,-0.42633658290889054
0.43333333333333335,0.37,-0.46765759289258707
0.43333333333333335,0.375,-0.5079805980053264
0.43333333333333335,0.38,-0.5472195469221105
0.43333333333333335,0.385,-0.5852907017484948
0.43333333333333335,0.39,-0.6221128167214738
0.43333333333333335,0.395,-0.6576073115920349
0.43333333333333335,0.4,-0.6916984393193697
0.43333333333333335,0.405,-0.7243134477188783
0.43333333333333335,0.41000000000000003,-0.7553827347189939
0.43333333333333335,0.41500000000000004,-0.7848399968955134
0.43333333333333335,0.42,-0.8126223709664451
0.43333333333333335,0.425,-0.8386705679454236
0.43333333333333335,0.43,-0.8629289996673895
0.43333333333333335,0.435,-0.885345897416538
0.43333333333333335,0.44,-0.9058734224033669
0.43333333333333335,0.445,-0.9244677678550655
0.43333333333333335,0.45,-0.9410892525013715
0.43333333333333335,0.455,-0.9557024052564072
0.43333333333333335,0.46,-0.9682760409157588
0.43333333333333335,0.465,-0.9787833267072783
0.43333333333333335,0.47000000000000003,-0.9872018395535691
0.43333333333333335,0.47500000000000003,-0.9935136139239638
0.43333333333333335,0.48,-0.9977051801738728
0.43333333333333335,0.485,-0.9997675932896838
0.43333333333333335,0.49,-0.9996964519778716
0.43333333333333335,0.495,-0.9974919080575809
0.43333333333333335,0.5,-0.9931586661366363
0.43333333333333335,0.505,-0.9867059735716716
0.43333333333333335,0.51,-0.9781476007338056
0.43333333333333335,0.515,-0.967501811621976
0.43333333333333335,0.52,-0.9547913248866444
0.43333333333333335,0.525,-0.9400432653470522
0.43333333333333335,0.53,-0.9232891061054892
0.43333333333333335,0.535,-0.9045646013821074
0.43333333333333335,0.54,-0.8839097102136119
0.43333333333333335,0.545,-0.8613685111786656
0.43333333333333335,0.55,-0.8369891083319774
0.43333333333333335,0.555,-0.81082352854783
0.43333333333333335,0.56,-0.7829276104921024
0.43333333333333335,0.5650000000000001,-0.7533608854597487
0.43333333333333335,0.5700000000000001,-0.7221864503320091
0.43333333333333335,0.5750000000000001,-0.6894708329244906
0.43333333333333335,0.58,-0.6552838500134541
0.43333333333333335,0.585,-0.6196984583432908
0.43333333333333335,0.59,-0.5827905989331611
0.43333333333333335,0.595,-0.5446390350150278
0.43333333333333335,0.6,-0.5053251839489484
0.43333333333333335,0.605,-0.46493294347433056
0.43333333333333335,0.61,-0.4235485126679241
0.43333333333333335,0.615,-0.3812602079906498
0.43333333333333335,0.62,-0.3381582748158172
0.43333333333333335,0.625,-0.2943346948409559
0.43333333333333335,0.63,-0.24988298979423115
0.43333333333333335,0.635,-0.2048980218543685
0.43333333333333335,0.64,-0.15947579120998054
0.43333333333333335,0.645,-0.11371323119032815
0.43333333333333335,0.65,-0.06770800140470744
0.43333333333333335,0.655,-0.021558279331927964
0.43333333333333335,0.66,0.024637449195382605
0.43333333333333335,0.665,0.07078060016449791
0.43333333333333335,0.67,0.11677270176585579
0.43333333333333335,0.675,0.16251560453685612
0.43333333333333335,0.68,0.20791169081776031
0.43333333333333335,0.685,0.252864083072695
0.43333333333333335,0.6900000000000001,0.2972768506312025
0.43333333333333335,0.6950000000000001,0.3410552144091212
0.43333333333333335,0.7000000000000001,0.38410574917192547
0.43333333333333335,0.705,0.42633658290888965
0.43333333333333335,0.71,0.4676575928925862
0.43333333333333335,0.715,0.5079805980053255
0.43333333333333335,0.72,0.547219546922111
0.43333333333333335,0.725,0.5852907017484947
0.43333333333333335,0.73,0.6221128167214737
0.43333333333333335,0.735,0.6576073115920341
0.43333333333333335,0.74,0.6916984393193703
0.43333333333333335,0.745,0.7243134477188783
0.43333333333333335,0.75,0.7553827347189932
0.43333333333333335,0.755,0.7848399968955128
0.43333333333333335,0.76,0.812622370966445
0.43333333333333335,0.765,0.838670567945424
0.43333333333333335,0.77,0.8629289996673895
0.43333333333333335,0.775,0.8853458974165379
0.43333333333333335,0.78,0.9058734224033668
0.43333333333333335,0.785,0.9244677678550653
0.43333333333333335,0.79,0.9410892525013715
0.43333333333333335,0.795,0.9557024052564072
