filter,frequency_hz,gain_db,model
Pasa altos,162.69796235360315,-63.08943302657363,Butterworth analog order 4
Pasa altos,163.16721299553197,-62.98937053718494,Butterworth analog order 4
Pasa altos,163.6378170420257,-62.889308048954604,Butterworth analog order 4
Pasa altos,164.1097783965505,-62.78924556190958,Butterworth analog order 4
Pasa altos,164.58310097383028,-62.68918307607758,Butterworth analog order 4
Pasa altos,165.05778869988032,-62.58912059148682,Butterworth analog order 4
Pasa altos,165.533845512039,-62.48905810816625,Butterworth analog order 4
Pasa altos,166.01127535900093,-62.38899562614542,Butterworth analog order 4
Pasa altos,166.49008220084892,-62.28893314545473,Butterworth analog order 4
Pasa altos,166.97027000908795,-62.18887066612509,Butterworth analog order 4
Pasa altos,167.4518427666773,-62.088808188188274,Butterworth analog order 4
Pasa altos,167.93480446806404,-61.988745711676685,Butterworth analog order 4
Pasa altos,168.4191591192155,-61.88868323662363,Butterworth analog order 4
Pasa altos,168.90491073765335,-61.78862076306306,Butterworth analog order 4
Pasa altos,169.39206335248645,-61.68855829102974,Butterworth analog order 4
Pasa altos,169.88062100444446,-61.58849582055926,Butterworth analog order 4
Pasa altos,170.37058774591077,-61.488433351688116,Butterworth analog order 4
Pasa altos,170.86196764095706,-61.38837088445353,Butterworth analog order 4
Pasa altos,171.35476476537656,-61.288308418893635,Butterworth analog order 4
Pasa altos,171.84898320671732,-61.18824595504751,Butterworth analog order 4
Pasa altos,172.34462706431714,-61.08818349295508,Butterworth analog order 4
Pasa altos,172.84170044933683,-60.98812103265722,Butterworth analog order 4
Pasa altos,173.34020748479463,-60.88805857419575,Butterworth analog order 4
Pasa altos,173.84015230560047,-60.78799611761343,Butterworth analog order 4
Pasa altos,174.34153905858952,-60.68793366295415,Butterworth analog order 4
Pasa altos,174.84437190255775,-60.587871210262676,Butterworth analog order 4
Pasa altos,175.34865500829594,-60.48780875958485,Butterworth analog order 4
Pasa altos,175.8543925586235,-60.387746310967685,Butterworth analog order 4
Pasa altos,176.3615887484245,-60.287683864459154,Butterworth analog order 4
Pasa altos,176.87024778468165,-60.187621420108414,Butterworth analog order 4
Pasa altos,177.3803738865113,-60.08755897796575,Butterworth analog order 4
Pasa altos,177.89197128519874,-59.98749653808261,Butterworth analog order 4
Pasa altos,178.40504422423248,-59.88743410051171,Butterworth analog order 4
Pasa altos,178.91959695934057,-59.78737166530692,Butterworth analog order 4
Pasa altos,179.4356337585254,-59.68730923252334,Butterworth analog order 4
Pasa altos,179.95315890209847,-59.587246802217486,Butterworth analog order 4
Pasa altos,180.47217668271702,-59.487184374447075,Butterworth analog order 4
Pasa altos,180.99269140541895,-59.3871219492712,Butterworth analog order 4
Pasa altos,181.5147073876587,-59.28705952675031,Butterworth analog order 4
Pasa altos,182.03822895934312,-59.186997106946286,Butterworth analog order 4
Pasa altos,182.56326046286682,-59.08693468992251,Butterworth analog order 4
Pasa altos,183.08980625314925,-58.986872275743735,Butterworth analog order 4
Pasa altos,183.6178706976702,-58.88680986447625,Butterworth analog order 4
Pasa altos,184.1474581765055,-58.78674745618798,Butterworth analog order 4
Pasa altos,184.6785730823645,-58.68668505094832,Butterworth analog order 4
Pasa altos,185.21121982062576,-58.58662264882834,Butterworth analog order 4
Pasa altos,185.7454028093739,-58.486560249900705,Butterworth analog order 4
Pasa altos,186.28112647943556,-58.38649785423989,Butterworth analog order 4
Pasa altos,186.81839527441727,-58.28643546192201,Butterworth analog order 4
Pasa altos,187.3572136507415,-58.18637307302498,Butterworth analog order 4
Pasa altos,187.89758607768414,-58.0863106876285,Butterworth analog order 4
Pasa altos,188.4395170374106,-57.986248305814215,Butterworth analog order 4
Pasa altos,188.98301102501435,-57.8861859276656,Butterworth analog order 4
Pasa altos,189.52807254855324,-57.78612355326808,Butterworth analog order 4
Pasa altos,190.07470612908747,-57.686061182709054,Butterworth analog order 4
Pasa altos,190.62291630071616,-57.58599881607807,Butterworth analog order 4
Pasa altos,191.1727076106162,-57.48593645346662,Butterworth analog order 4
Pasa altos,191.72408461907918,-57.38587409496841,Butterworth analog order 4
Pasa altos,192.2770518995496,-57.285811740679264,Butterworth analog order 4
Pasa altos,192.831614038662,-57.18574939069737,Butterworth analog order 4
Pasa altos,193.38777563628025,-57.085687045123066,Butterworth analog order 4
Pasa altos,193.94554130553482,-56.98562470405911,Butterworth analog order 4
Pasa altos,194.5049156728615,-56.88556236761056,Butterworth analog order 4
Pasa altos,195.065903378039,-56.785500035885086,Butterworth analog order 4
Pasa altos,195.62850907422853,-56.68543770899273,Butterworth analog order 4
Pasa altos,196.19273742801178,-56.58537538704611,Butterworth analog order 4
Pasa altos,196.75859311942978,-56.48531307016053,Butterworth analog order 4
Pasa altos,197.32608084202116,-56.38525075845395,Butterworth analog order 4
Pasa altos,197.89520530286214,-56.28518845204709,Butterworth analog order 4
Pasa altos,198.46597122260474,-56.185126151063464,Butterworth analog order 4
Pasa altos,199.03838333551653,-56.08506385562943,Butterworth analog order 4
Pasa altos,199.61244638951885,-55.98500156587441,Butterworth analog order 4
Pasa altos,200.18816514622762,-55.884939281930734,Butterworth analog order 4
Pasa altos,200.76554438099203,-55.78487700393382,Butterworth analog order 4
Pasa altos,201.34458888293372,-55.684814732022346,Butterworth analog order 4
Pasa altos,201.9253034549876,-55.5847524663381,Butterworth analog order 4
Pasa altos,202.50769291394093,-55.48469020702625,Butterworth analog order 4
Pasa altos,203.09176209047348,-55.38462795423528,Butterworth analog order 4
Pasa altos,203.67751582919774,-55.28456570811717,Butterworth analog order 4
Pasa altos,204.2649589886984,-55.184503468827515,Butterworth analog order 4
Pasa altos,204.85409644157374,-55.084441236525436,Butterworth analog order 4
Pasa altos,205.44493307447559,-54.98437901137375,Butterworth analog order 4
Pasa altos,206.03747378814904,-54.88431679353919,Butterworth analog order 4
Pasa altos,206.63172349747455,-54.78425458319228,Butterworth analog order 4
Pasa altos,207.22768713150774,-54.68419238050751,Butterworth analog order 4
Pasa altos,207.82536963352052,-54.5841301856635,Butterworth analog order 4
Pasa altos,208.42477596104237,-54.484067998842946,Butterworth analog order 4
Pasa altos,209.02591108590045,-54.384005820232915,Butterworth analog order 4
Pasa altos,209.62877999426232,-54.28394365002476,Butterworth analog order 4
Pasa altos,210.23338768667648,-54.18388148841426,Butterworth analog order 4
Pasa altos,210.83973917811332,-54.08381933560187,Butterworth analog order 4
Pasa altos,211.447839498008,-53.98375719179264,Butterworth analog order 4
Pasa altos,212.05769369030116,-53.88369505719639,Butterworth analog order 4
Pasa altos,212.66930681348123,-53.78363293202787,Butterworth analog order 4
Pasa altos,213.28268394062636,-53.68357081650676,Butterworth analog order 4
Pasa altos,213.89783015944576,-53.583508710858005,Butterworth analog order 4
Pasa altos,214.51475057232318,-53.483446615311664,Butterworth analog order 4
Pasa altos,215.1334502963586,-53.383384530103164,Butterworth analog order 4
Pasa altos,215.75393446340996,-53.283322455473524,Butterworth analog order 4
Pasa altos,216.37620822013707,-53.18326039166928,Butterworth analog order 4
Pasa altos,217.00027672804347,-53.083198338942736,Butterworth analog order 4
Pasa altos,217.62614516351937,-52.98313629755209,Butterworth analog order 4
Pasa altos,218.25381871788488,-52.88307426776153,Butterworth analog order 4
Pasa altos,218.88330259743216,-52.78301224984148,Butterworth analog order 4
Pasa altos,219.51460202346996,-52.68295024406857,Butterworth analog order 4
Pasa altos,220.14772223236616,-52.5828882507259,Butterworth analog order 4
Pasa altos,220.78266847559067,-52.48282627010327,Butterworth analog order 4
Pasa altos,221.4194460197603,-52.38276430249709,Butterworth analog order 4
Pasa altos,222.05806014668144,-52.28270234821074,Butterworth analog order 4
Pasa altos,222.69851615339448,-52.18264040755465,Butterworth analog order 4
Pasa altos,223.3408193522167,-52.08257848084658,Butterworth analog order 4
Pasa altos,223.98497507078778,-51.982516568411576,Butterworth analog order 4
Pasa altos,224.63098865211307,-51.882454670582305,Butterworth analog order 4
Pasa altos,225.27886545460834,-51.782392787699166,Butterworth analog order 4
Pasa altos,225.92861085214332,-51.68233092011058,Butterworth analog order 4
Pasa altos,226.58023023408765,-51.582269068172984,Butterworth analog order 4
Pasa altos,227.23372900535463,-51.482207232251184,Butterworth analog order 4
Pasa altos,227.88911258644669,-51.38214541271839,Butterworth analog order 4
Pasa altos,228.54638641349908,-51.28208360995668,Butterworth analog order 4
Pasa altos,229.20555593832668,-51.182021824356916,Butterworth analog order 4
Pasa altos,229.8666266284682,-51.08196005631909,Butterworth analog order 4
Pasa altos,230.52960396723185,-50.98189830625248,Butterworth analog order 4
Pasa altos,231.19449345374005,-50.88183657457605,Butterworth analog order 4
Pasa altos,231.86130060297646,-50.781774861718354,Butterworth analog order 4
Pasa altos,232.53003094583062,-50.68171316811802,Butterworth analog order 4
Pasa altos,233.20069002914445,-50.58165149422386,Butterworth analog order 4
Pasa altos,233.8732834157573,-50.481589840495225,Butterworth analog order 4
Pasa altos,234.54781668455342,-50.3815282074021,Butterworth analog order 4
Pasa altos,235.2242954305074,-50.281466595425435,Butterworth analog order 4
Pasa altos,235.90272526473092,-50.181405005057364,Butterworth analog order 4
Pasa altos,236.58311181451847,-50.08134343680159,Butterworth analog order 4
Pasa altos,237.2654607233954,-49.98128189117347,Butterworth analog order 4
Pasa altos,237.94977765116377,-49.881220368700376,Butterworth analog order 4
Pasa altos,238.63606827394977,-49.78115886992196,Butterworth analog order 4
Pasa altos,239.32433828424988,-49.68109739539054,Butterworth analog order 4
Pasa altos,240.01459339097948,-49.58103594567123,Butterworth analog order 4
Pasa altos,240.70683931951953,-49.48097452134228,Butterworth analog order 4
Pasa altos,241.40108181176325,-49.38091312299556,Butterworth analog order 4
Pasa altos,242.09732662616534,-49.28085175123657,Butterworth analog order 4
Pasa altos,242.79557953778863,-49.180790406685034,Butterworth analog order 4
Pasa altos,243.4958463383523,-49.080729089975065,Butterworth analog order 4
Pasa altos,244.1981328362802,-48.980667801755516,Butterworth analog order 4
Pasa altos,244.90244485674788,-48.88060654269053,Butterworth analog order 4
Pasa altos,245.60878824173264,-48.78054531345954,Butterworth analog order 4
Pasa altos,246.31716885006102,-48.680484114757874,Butterworth analog order 4
Pasa altos,247.02759255745679,-48.58042294729715,Butterworth analog order 4
Pasa altos,247.74006525659107,-48.48036181180547,Butterworth analog order 4
Pasa altos,248.45459285713028,-48.38030070902795,Butterworth analog order 4
Pasa altos,249.1711812857855,-48.28023963972703,Butterworth analog order 4
Pasa altos,249.88983648636165,-48.180178604682936,Butterworth analog order 4
Pasa altos,250.61056441980597,-48.08011760469416,Butterworth analog order 4
Pasa altos,251.3333710642589,-47.98005664057769,Butterworth analog order 4
Pasa altos,252.05826241510297,-47.87999571316959,Butterworth analog order 4
Pasa altos,252.78524448501167,-47.779934823325476,Butterworth analog order 4
Pasa altos,253.51432330400092,-47.67987397192081,Butterworth analog order 4
Pasa altos,254.24550491947812,-47.57981315985151,Butterworth analog order 4
Pasa altos,254.97879539629238,-47.479752388034356,Butterworth analog order 4
Pasa altos,255.71420081678528,-47.37969165740747,Butterworth analog order 4
Pasa altos,256.4517272808402,-47.279630968930924,Butterworth analog order 4
Pasa altos,257.19138090593447,-47.179570323587086,Butterworth analog order 4
Pasa altos,257.93316782718927,-47.079509722381225,Butterworth analog order 4
Pasa altos,258.67709419741993,-46.97944916634209,Butterworth analog order 4
Pasa altos,259.4231661871884,-46.87938865652236,Butterworth analog order 4
Pasa altos,260.1713899848532,-46.77932819399926,Butterworth analog order 4
Pasa altos,260.9217717966215,-46.67926777987511,Butterworth analog order 4
Pasa altos,261.6743178466004,-46.57920741527791,Butterworth analog order 4
Pasa altos,262.4290343768476,-46.479147101362024,Butterworth analog order 4
Pasa altos,263.185927647425,-46.379086839308655,Butterworth analog order 4
Pasa altos,263.94500393644955,-46.27902663032647,Butterworth analog order 4
Pasa altos,264.70626954014466,-46.178966475652494,Butterworth analog order 4
Pasa altos,265.4697307728941,-46.07890637655241,Butterworth analog order 4
Pasa altos,266.23539396729296,-45.978846334321446,Butterworth analog order 4
Pasa altos,267.00326547420127,-45.878786350285,Butterworth analog order 4
Pasa altos,267.77335166279505,-45.77872642579946,Butterworth analog order 4
Pasa altos,268.5456589206211,-45.67866656225271,Butterworth analog order 4
Pasa altos,269.3201936536488,-45.57860676106502,Butterworth analog order 4
Pasa altos,270.0969622863238,-45.478547023689714,Butterworth analog order 4
Pasa altos,270.8759712616201,-45.378487351614105,Butterworth analog order 4
Pasa altos,271.65722704109544,-45.27842774636005,Butterworth analog order 4
Pasa altos,272.44073610494337,-45.17836820948492,Butterworth analog order 4
Pasa altos,273.2265049520479,-45.07830874258236,Butterworth analog order 4
Pasa altos,274.01454010003624,-44.9782493472832,Butterworth analog order 4
Pasa altos,274.80484808533424,-44.87819002525626,Butterworth analog order 4
Pasa altos,275.59743546322,-44.77813077820919,Butterworth analog order 4
Pasa altos,276.3923088078783,-44.67807160788948,Butterworth analog order 4
Pasa altos,277.18947471245434,-44.57801251608541,Butterworth analog order 4
Pasa altos,277.9889397891099,-44.47795350462684,Butterworth analog order 4
Pasa altos,278.7907106690773,-44.37789457538631,Butterworth analog order 4
Pasa altos,279.59479400271476,-44.27783573027994,Butterworth analog order 4
Pasa altos,280.4011964595604,-44.177776971268656,Butterworth analog order 4
Pasa altos,281.2099247283896,-44.07771830035894,Butterworth analog order 4
Pasa altos,282.0209855172688,-43.97765971960409,Butterworth analog order 4
Pasa altos,282.8343855536122,-43.87760123110518,Butterworth analog order 4
Pasa altos,283.6501315842363,-43.777542837012405,Butterworth analog order 4
Pasa altos,284.4682303754173,-43.677484539525935,Butterworth analog order 4
Pasa altos,285.28868871294645,-43.57742634089725,Butterworth analog order 4
Pasa altos,286.11151340218674,-43.47736824343024,Butterworth analog order 4
Pasa altos,286.93671126812814,-43.37731024948265,Butterworth analog order 4
Pasa altos,287.76428915544597,-43.27725236146699,Butterworth analog order 4
Pasa altos,288.594253928557,-43.17719458185205,Butterworth analog order 4
Pasa altos,289.4266124716752,-43.07713691316423,Butterworth analog order 4
Pasa altos,290.2613716888708,-42.97707935798869,Butterworth analog order 4
Pasa altos,291.0985385041264,-42.87702191897089,Butterworth analog order 4
Pasa altos,291.93811986139457,-42.77696459881789,Butterworth analog order 4
Pasa altos,292.7801227246558,-42.676907400299875,Butterworth analog order 4
Pasa altos,293.6245540779751,-42.57685032625161,Butterworth analog order 4
Pasa altos,294.4714209255617,-42.47679337957386,Butterworth analog order 4
Pasa altos,295.3207302918261,-42.376736563234985,Butterworth analog order 4
Pasa altos,296.17248922143796,-42.27667988027258,Butterworth analog order 4
Pasa altos,297.0267047793855,-42.17662333379497,Butterworth analog order 4
Pasa altos,297.8833840510337,-42.0765669269829,Butterworth analog order 4
Pasa altos,298.7425341421829,-41.97651066309126,Butterworth analog order 4
Pasa altos,299.604162179128,-41.876454545450756,Butterworth analog order 4
Pasa altos,300.4682753087169,-41.77639857746976,Butterworth analog order 4
Pasa altos,301.33488069841087,-41.67634276263604,Butterworth analog order 4
Pasa altos,302.2039855363437,-41.57628710451856,Butterworth analog order 4
Pasa altos,303.0755970313799,-41.47623160676961,Butterworth analog order 4
Pasa altos,303.9497224131769,-41.37617627312642,Butterworth analog order 4
Pasa altos,304.8263689322432,-41.276121107413374,Butterworth analog order 4
Pasa altos,305.7055438599993,-41.17606611354396,Butterworth analog order 4
Pasa altos,306.5872544888379,-41.07601129552282,Butterworth analog order 4
Pasa altos,307.47150813218354,-40.97595665744801,Butterworth analog order 4
Pasa altos,308.3583121245548,-40.87590220351296,Butterworth analog order 4
Pasa altos,309.2476738216245,-40.77584793800881,Butterworth analog order 4
Pasa altos,310.1396006002796,-40.67579386532679,Butterworth analog order 4
Pasa altos,311.03409985868416,-40.575739989960354,Butterworth analog order 4
Pasa altos,311.9311790163397,-40.47568631650766,Butterworth analog order 4
Pasa altos,312.83084551414686,-40.375632849674034,Butterworth analog order 4
Pasa altos,313.73310681446765,-40.27557959427435,Butterworth analog order 4
Pasa altos,314.6379704011858,-40.17552655523582,Butterworth analog order 4
Pasa altos,315.5454437797709,-40.075473737600326,Butterworth analog order 4
Pasa altos,316.45553447733977,-39.97542114652721,Butterworth analog order 4
Pasa altos,317.36825004271776,-39.87536878729614,Butterworth analog order 4
Pasa altos,318.28359804650347,-39.775316665309674,Butterworth analog order 4
Pasa altos,319.2015860811301,-39.67526478609629,Butterworth analog order 4
Pasa altos,320.12222176092877,-39.57521315531325,Butterworth analog order 4
Pasa altos,321.0455127221921,-39.475161778749595,Butterworth analog order 4
Pasa altos,321.97146662323627,-39.37511066232933,Butterworth analog order 4
Pasa altos,322.90009114446633,-39.275059812114364,Butterworth analog order 4
Pasa altos,323.831393988439,-39.175009234307836,Butterworth analog order 4
Pasa altos,324.76538287992565,-39.07495893525752,Butterworth analog order 4
Pasa altos,325.7020655659783,-38.97490892145893,Butterworth analog order 4
Pasa altos,326.6414498159925,-38.87485919955897,Butterworth analog order 4
Pasa altos,327.5835434217722,-38.774809776359334,Butterworth analog order 4
Pasa altos,328.52835419759464,-38.674760658820205,Butterworth analog order 4
Pasa altos,329.4758899802739,-38.574711854063956,Butterworth analog order 4
Pasa altos,330.4261586292278,-38.47466336937879,Butterworth analog order 4
Pasa altos,331.37916802654223,-38.37461521222267,Butterworth analog order 4
Pasa altos,332.33492607703545,-38.2745673902274,Butterworth analog order 4
Pasa altos,333.29344070832553,-38.174519911202495,Butterworth analog order 4
Pasa altos,334.25471987089514,-38.07447278313934,Butterworth analog order 4
Pasa altos,335.2187715381577,-37.974426014215496,Butterworth analog order 4
Pasa altos,336.1856037065225,-37.87437961279907,Butterworth analog order 4
Pasa altos,337.155224395463,-37.77433358745299,Butterworth analog order 4
Pasa altos,338.12764164758215,-37.67428794693967,Butterworth analog order 4
Pasa altos,339.1028635286784,-37.57424270022566,Butterworth analog order 4
Pasa altos,340.0808981278143,-37.4741978564863,Butterworth analog order 4
Pasa altos,341.0617535573825,-37.37415342511064,Butterworth analog order 4
Pasa altos,342.0454379531731,-37.27410941570644,Butterworth analog order 4
Pasa altos,343.03195947444186,-37.174065838105165,Butterworth analog order 4
Pasa altos,344.02132630397625,-37.07402270236736,Butterworth analog order 4
Pasa altos,345.0135466481653,-36.9739800187878,Butterworth analog order 4
Pasa altos,346.00862873706683,-36.873937797901,Butterworth analog order 4
Pasa altos,347.00658082447467,-36.7738960504869,Butterworth analog order 4
Pasa altos,348.0074111879891,-36.67385478757641,Butterworth analog order 4
Pasa altos,349.01112812908406,-36.573814020457355,Butterworth analog order 4
Pasa altos,350.01773997317673,-36.47377376068041,Butterworth analog order 4
Pasa altos,351.02725506969637,-36.3737340200652,Butterworth analog order 4
Pasa altos,352.0396817921526,-36.27369481070672,Butterworth analog order 4
Pasa altos,353.05502853820684,-36.17365614498145,Butterworth analog order 4
Pasa altos,354.07330372974087,-36.07361803555411,Butterworth analog order 4
Pasa altos,355.09451581292564,-35.97358049538441,Butterworth analog order 4
Pasa altos,356.1186732582935,-35.8735435377337,Butterworth analog order 4
Pasa altos,357.14578456080693,-35.77350717617216,Butterworth analog order 4
Pasa altos,358.17585823992954,-35.67347142458591,Butterworth analog order 4
Pasa altos,359.208902839697,-35.57343629718436,Butterworth analog order 4
Pasa altos,360.24492692878624,-35.47340180850784,Butterworth analog order 4
Pasa altos,361.28393910058924,-35.373367973435094,Butterworth analog order 4
Pasa altos,362.3259479732826,-35.273334807191276,Butterworth analog order 4
Pasa altos,363.37096218989836,-35.17330232535607,Butterworth analog order 4
Pasa altos,364.4189904183977,-35.073270543871764,Butterworth analog order 4
Pasa altos,365.4700413517415,-34.97323947905177,Butterworth analog order 4
Pasa altos,366.5241237079626,-34.873209147589314,Butterworth analog order 4
Pasa altos,367.5812462302387,-34.77317956656609,Butterworth analog order 4
Pasa altos,368.6414176869632,-34.67315075346157,Butterworth analog order 4
Pasa altos,369.7046468718205,-34.573122726161934,Butterworth analog order 4
Pasa altos,370.7709426038573,-34.473095502969706,Butterworth analog order 4
Pasa altos,371.8403137275551,-34.37306910261347,Butterworth analog order 4
Pasa altos,372.91276911290555,-34.27304354425764,Butterworth analog order 4
Pasa altos,373.9883176554827,-34.17301884751264,Butterworth analog order 4
Pasa altos,375.0669682765169,-34.07299503244529,Butterworth analog order 4
Pasa altos,376.1487299229695,-33.97297211958937,Butterworth analog order 4
Pasa altos,377.23361156760524,-33.87295012995662,Butterworth analog order 4
Pasa altos,378.32162220906923,-33.77292908504756,Butterworth analog order 4
Pasa altos,379.4127708719602,-33.67290900686307,Butterworth analog order 4
Pasa altos,380.5070666069044,-33.572889917916,Butterworth analog order 4
Pasa altos,381.60451849063287,-33.47287184124297,Butterworth analog order 4
Pasa altos,382.7051356260552,-33.37285480041653,Butterworth analog order 4
Pasa altos,383.8089271423354,-33.27283881955775,Butterworth analog order 4
Pasa altos,384.9159021949681,-33.17282392334874,Butterworth analog order 4
Pasa altos,386.0260699658529,-33.072810137045934,Butterworth analog order 4
Pasa altos,387.13943966337285,-32.97279748649321,Butterworth analog order 4
Pasa altos,388.2560205224695,-32.872785998135555,Butterworth analog order 4
Pasa altos,389.3758218047187,-32.77277569903322,Butterworth analog order 4
Pasa altos,390.4988527984095,-32.67276661687572,Butterworth analog order 4
Pasa altos,391.6251228186195,-32.57275877999662,Butterworth analog order 4
Pasa altos,392.75464120729293,-32.472752217388425,Butterworth analog order 4
Pasa altos,393.8874173333181,-32.37274695871784,Butterworth analog order 4
Pasa altos,395.02346059260395,-32.272743034341545,Butterworth analog order 4
Pasa altos,396.1627804081598,-32.17274047532203,Butterworth analog order 4
Pasa altos,397.3053862301729,-32.072739313444025,Butterworth analog order 4
Pasa altos,398.4512875360854,-31.972739581231373,Butterworth analog order 4
Pasa altos,399.6004938306751,-31.872741311963964,Butterworth analog order 4
Pasa altos,400.753014646133,-31.77274453969542,Butterworth analog order 4
Pasa altos,401.9088595421432,-31.67274929927096,Butterworth analog order 4
Pasa altos,403.0680381059604,-31.57275562634585,Butterworth analog order 4
Pasa altos,404.23055995249183,-31.47276355740404,Butterworth analog order 4
Pasa altos,405.396434724376,-31.37277312977742,Butterworth analog order 4
Pasa altos,406.56567209206116,-31.272784381665616,Butterworth analog order 4
Pasa altos,407.73828175388826,-31.172797352155857,Butterworth analog order 4
Pasa altos,408.91427343616965,-31.072812081243676,Butterworth analog order 4
Pasa altos,410.09365689327,-30.972828609853956,Butterworth analog order 4
Pasa altos,411.27644190768797,-30.872846979862377,Butterworth analog order 4
Pasa altos,412.4626382901352,-30.772867234117605,Butterworth analog order 4
Pasa altos,413.6522558796207,-30.672889416463597,Butterworth analog order 4
Pasa altos,414.845304543531,-30.572913571762726,Butterworth analog order 4
Pasa altos,416.04179417771047,-30.472939745919515,Butterworth analog order 4
Pasa altos,417.2417347065464,-30.372967985904502,Butterworth analog order 4
Pasa altos,418.4451360830493,-30.27299833977907,Butterworth analog order 4
Pasa altos,419.652008288936,-30.17303085672063,Butterworth analog order 4
Pasa altos,420.86236133471283,-30.07306558704841,Butterworth analog order 4
Pasa altos,422.07620525975705,-29.973102582250032,Butterworth analog order 4
Pasa altos,423.2935501324025,-29.873141895008267,Butterworth analog order 4
Pasa altos,424.514406050022,-29.773183579228807,Butterworth analog order 4
Pasa altos,425.7387831391097,-29.673227690068632,Butterworth analog order 4
Pasa altos,426.96669155536773,-29.57327428396473,Butterworth analog order 4
Pasa altos,428.19814148378873,-29.473323418663764,Butterworth analog order 4
Pasa altos,429.4331431387406,-29.373375153252375,Butterworth analog order 4
Pasa altos,430.67170676405186,-29.273429548188012,Butterworth analog order 4
Pasa altos,431.9138426330948,-29.173486665330778,Butterworth analog order 4
Pasa altos,433.15956104887334,-29.073546567975576,Butterworth analog order 4
Pasa altos,434.40887234410707,-28.97360932088536,Butterworth analog order 4
Pasa altos,435.66178688131566,-28.8736749903251,Butterworth analog order 4
Pasa altos,436.91831505290764,-28.7737436440962,Butterworth analog order 4
Pasa altos,438.1784672812646,-28.673815351572145,Butterworth analog order 4
Pasa altos,439.4422540188283,-28.573890183734623,Butterworth analog order 4
Pasa altos,440.7096857481876,-28.47396821321064,Butterworth analog order 4
Pasa altos,441.98077298216367,-28.37404951431058,Butterworth analog order 4
Pasa altos,443.25552626390004,-28.27413416306674,Butterworth analog order 4
Pasa altos,444.53395616694854,-28.174222237273106,Butterworth analog order 4
Pasa altos,445.81607329535575,-28.074313816526058,Butterworth analog order 4
Pasa altos,447.10188828375345,-27.974408982265658,Butterworth analog order 4
Pasa altos,448.3914117974454,-27.87450781781818,Butterworth analog order 4
Pasa altos,449.6846545324959,-27.774610408439532,Butterworth analog order 4
Pasa altos,450.98162721581923,-27.67471684135955,Butterworth analog order 4
Pasa altos,452.2823406052666,-27.57482720582757,Butterworth analog order 4
Pasa altos,453.5868054897181,-27.474941593158654,Butterworth analog order 4
Pasa altos,454.89503268917116,-27.375060096781098,Butterworth analog order 4
Pasa altos,456.20703305482846,-27.275182812285166,Butterworth analog order 4
Pasa altos,457.522817469191,-27.175309837472476,Butterworth analog order 4
Pasa altos,458.8423968461465,-27.07544127240692,Butterworth analog order 4
Pasa altos,460.1657821310603,-26.975577219466548,Butterworth analog order 4
Pasa altos,461.49298430086657,-26.875717783396638,Butterworth analog order 4
Pasa altos,462.8240143641575,-26.775863071364093,Butterworth analog order 4
Pasa altos,464.15888336127773,-26.676013193012732,Butterworth analog order 4
Pasa altos,465.49760236441404,-26.57616826052021,Butterworth analog order 4
Pasa altos,466.840182477686,-26.47632838865611,Butterworth analog order 4
Pasa altos,468.1866348372412,-26.376493694841056,Butterworth analog order 4
Pasa altos,469.53697061134505,-26.276664299207596,Butterworth analog order 4
Pasa altos,470.8912010004745,-26.17684032466216,Butterworth analog order 4
Pasa altos,472.2493372374111,-26.07702189694845,Butterworth analog order 4
Pasa altos,473.61139058733255,-25.97720914471244,Butterworth analog order 4
Pasa altos,474.9773723479086,-25.877402199568454,Butterworth analog order 4
Pasa altos,476.3472938493936,-25.777601196167073,Butterworth analog order 4
Pasa altos,477.721166454719,-25.677806272264533,Butterworth analog order 4
Pasa altos,479.0990015595906,-25.578017568793324,Butterworth analog order 4
Pasa altos,480.4808105925807,-25.478235229934807,Butterworth analog order 4
Pasa altos,481.8666050152245,-25.37845940319314,Butterworth analog order 4
Pasa altos,483.25639632211266,-25.2786902394711,Butterworth analog order 4
Pasa altos,484.65019604098995,-25.17892789314727,Butterworth analog order 4
Pasa altos,486.0480157328492,-25.079172522155183,Butterworth analog order 4
Pasa altos,487.4498669920258,-24.979424288064273,Butterworth analog order 4
Pasa altos,488.85576144629687,-24.87968335616231,Butterworth analog order 4
Pasa altos,490.26571075697547,-24.779949895539957,Butterworth analog order 4
Pasa altos,491.6797266190082,-24.68022407917708,Butterworth analog order 4
Pasa altos,493.0978207610725,-24.580506084030876,Butterworth analog order 4
Pasa altos,494.5200049456719,-24.480796091126265,Butterworth analog order 4
Pasa altos,495.94629096923654,-24.381094285647723,Butterworth analog order 4
Pasa altos,497.3766906622199,-24.281400857033624,Butterworth analog order 4
Pasa altos,498.81121588919495,-24.181715999072555,Butterworth analog order 4
Pasa altos,500.2498785489558,-24.082039910001424,Butterworth analog order 4
Pasa altos,501.6926905746143,-23.982372792606128,Butterworth analog order 4
Pasa altos,503.13966393369964,-23.882714854324163,Butterworth analog order 4
Pasa altos,504.59081062825805,-23.78306630734955,Butterworth analog order 4
Pasa altos,506.0461426949504,-23.68342736874014,Butterworth analog order 4
Pasa altos,507.5056722051548,-23.583798260526954,Butterworth analog order 4
Pasa altos,508.9694112650656,-23.48417920982618,Butterworth analog order 4
Pasa altos,510.4373720157921,-23.384570448953653,Butterworth analog order 4
Pasa altos,511.90956663346225,-23.284972215541366,Butterworth analog order 4
Pasa altos,513.3860073293216,-23.185384752657,Butterworth analog order 4
