relative_frequency,normalized_response,equivalent_rectangle
0.38000,0.93034481,1.0
0.38500,0.92856722,1.0
0.39000,0.92676987,1.0
0.39500,0.92495286,1.0
0.40000,0.92311635,1.0
0.40500,0.92126044,1.0
0.41000,0.91938529,1.0
0.41500,0.91749101,1.0
0.42000,0.91557774,1.0
0.42500,0.91364563,1.0
0.43000,0.91169479,1.0
0.43500,0.90972538,1.0
0.44000,0.90773754,1.0
0.44500,0.90573139,1.0
0.45000,0.90370708,1.0
0.45500,0.90166475,1.0
0.46000,0.89960455,1.0
0.46500,0.89752662,1.0
0.47000,0.89543110,1.0
0.47500,0.89331814,1.0
0.48000,0.89118789,1.0
0.48500,0.88904049,1.0
0.49000,0.88687609,1.0
0.49500,0.88469485,1.0
0.50000,0.88249690,1.0
0.50500,0.88028241,1.0
0.51000,0.87805153,1.0
0.51500,0.87580440,1.0
0.52000,0.87354119,1.0
0.52500,0.87126204,1.0
0.53000,0.86896711,1.0
0.53500,0.86665656,1.0
0.54000,0.86433055,1.0
0.54500,0.86198923,1.0
0.55000,0.85963276,1.0
0.55500,0.85726131,1.0
0.56000,0.85487502,1.0
0.56500,0.85247406,1.0
0.57000,0.85005859,1.0
0.57500,0.84762878,1.0
0.58000,0.84518478,1.0
0.58500,0.84272676,1.0
0.59000,0.84025488,1.0
0.59500,0.83776931,1.0
0.60000,0.83527021,1.0
0.60500,0.83275775,1.0
0.61000,0.83023208,1.0
0.61500,0.82769339,1.0
0.62000,0.82514182,1.0
0.62500,0.82257756,1.0
0.63000,0.82000077,1.0
0.63500,0.81741161,1.0
0.64000,0.81481026,1.0
0.64500,0.81219688,1.0
0.65000,0.80957165,1.0
0.65500,0.80693472,1.0
0.66000,0.80428628,1.0
0.66500,0.80162649,1.0
0.67000,0.79895552,1.0
0.67500,0.79627355,1.0
0.68000,0.79358073,1.0
0.68500,0.79087726,1.0
0.69000,0.78816328,1.0
0.69500,0.78543899,1.0
0.70000,0.78270454,1.0
0.70500,0.77996011,1.0
0.71000,0.77720588,1.0
0.71500,0.77444201,1.0
0.72000,0.77166867,1.0
0.72500,0.76888605,1.0
0.73000,0.76609431,1.0
0.73500,0.76329362,1.0
0.74000,0.76048416,1.0
0.74500,0.75766609,1.0
0.75000,0.75483960,1.0
0.75500,0.75200485,1.0
0.76000,0.74916202,1.0
0.76500,0.74631128,1.0
0.77000,0.74345280,1.0
0.77500,0.74058675,1.0
0.78000,0.73771331,1.0
0.78500,0.73483264,1.0
0.79000,0.73194493,1.0
0.79500,0.72905034,1.0
0.80000,0.72614904,1.0
0.80500,0.72324120,1.0
0.81000,0.72032700,1.0
0.81500,0.71740661,1.0
0.82000,0.71448020,1.0
0.82500,0.71154793,1.0
0.83000,0.70860998,1.0
0.83500,0.70566652,1.0
0.84000,0.70271772,1.0
0.84500,0.69976375,1.0
0.85000,0.69680478,1.0
0.85500,0.69384097,1.0
0.86000,0.69087249,1.0
0.86500,0.68789952,1.0
0.87000,0.68492222,1.0
0.87500,0.68194075,1.0
0.88000,0.67895529,1.0
0.88500,0.67596600,1.0
0.89000,0.67297305,1.0
0.89500,0.66997660,1.0
0.90000,0.66697681,1.0
0.90500,0.66397386,1.0
0.91000,0.66096790,1.0
0.91500,0.65795911,1.0
0.92000,0.65494763,1.0
0.92500,0.65193364,1.0
0.93000,0.64891730,1.0
0.93500,0.64589876,1.0
0.94000,0.64287820,1.0
0.94500,0.63985576,1.0
0.95000,0.63683161,1.0
0.95500,0.63380591,1.0
0.96000,0.63077882,1.0
0.96500,0.62775049,1.0
0.97000,0.62472108,1.0
0.97500,0.62169075,1.0
0.98000,0.61865965,1.0
0.98500,0.61562793,1.0
0.99000,0.61259576,1.0
0.99500,0.60956329,1.0
1.00000,0.60653066,1.0
1.00500,0.60349803,1.0
1.01000,0.60046555,1.0
1.01500,0.59743338,1.0
1.02000,0.59440166,1.0
1.02500,0.59137053,1.0
1.03000,0.58834016,1.0
1.03500,0.58531068,1.0
1.04000,0.58228224,1.0
1.04500,0.57925499,1.0
1.05000,0.57622907,1.0
1.05500,0.57320463,1.0
1.06000,0.57018181,1.0
1.06500,0.56716075,1.0
1.07000,0.56414160,1.0
1.07500,0.56112448,1.0
1.08000,0.55810956,1.0
1.08500,0.55509695,1.0
1.09000,0.55208680,1.0
1.09500,0.54907925,1.0
1.10000,0.54607443,1.0
1.10500,0.54307247,1.0
1.11000,0.54007352,1.0
1.11500,0.53707770,1.0
1.12000,0.53408515,1.0
1.12500,0.53109599,1.0
1.13000,0.52811036,1.0
1.13500,0.52512839,1.0
1.14000,0.52215020,1.0
1.14500,0.51917592,1.0
1.15000,0.51620567,1.0
1.15500,0.51323959,1.0
1.16000,0.51027780,1.0
1.16500,0.50732041,1.0
1.17000,0.50436756,1.0
1.17500,0.50141935,1.0
1.18000,0.49847592,1.0
1.18500,0.49553737,1.0
1.19000,0.49260384,1.0
1.19500,0.48967543,1.0
1.20000,0.48675226,1.0
1.20500,0.48383444,1.0
1.21000,0.48092209,1.0
1.21500,0.47801532,1.0
1.22000,0.47511424,1.0
1.22500,0.47221896,1.0
1.23000,0.46932959,1.0
1.23500,0.46644624,1.0
1.24000,0.46356902,1.0
1.24500,0.46069802,1.0
1.25000,0.45783336,1.0
1.25500,0.45497514,0.0
1.26000,0.45212346,0.0
1.26500,0.44927842,0.0
1.27000,0.44644012,0.0
1.27500,0.44360866,0.0
1.28000,0.44078414,0.0
1.28500,0.43796666,0.0
1.29000,0.43515630,0.0
1.29500,0.43235317,0.0
1.30000,0.42955736,0.0
1.30500,0.42676896,0.0
1.31000,0.42398805,0.0
1.31500,0.42121474,0.0
1.32000,0.41844911,0.0
1.32500,0.41569124,0.0
1.33000,0.41294123,0.0
1.33500,0.41019915,0.0
1.34000,0.40746510,0.0
1.34500,0.40473915,0.0
1.35000,0.40202138,0.0
1.35500,0.39931189,0.0
1.36000,0.39661073,0.0
1.36500,0.39391801,0.0
1.37000,0.39123378,0.0
1.37500,0.38855813,0.0
1.38000,0.38589113,0.0
1.38500,0.38323285,0.0
1.39000,0.38058338,0.0
1.39500,0.37794277,0.0
1.40000,0.37531110,0.0
1.40500,0.37268844,0.0
1.41000,0.37007485,0.0
1.41500,0.36747040,0.0
1.42000,0.36487516,0.0
1.42500,0.36228920,0.0
1.43000,0.35971256,0.0
1.43500,0.35714533,0.0
1.44000,0.35458755,0.0
1.44500,0.35203929,0.0
1.45000,0.34950060,0.0
1.45500,0.34697155,0.0
1.46000,0.34445218,0.0
1.46500,0.34194256,0.0
1.47000,0.33944274,0.0
1.47500,0.33695277,0.0
1.48000,0.33447271,0.0
1.48500,0.33200259,0.0
1.49000,0.32954248,0.0
1.49500,0.32709243,0.0
1.50000,0.32465247,0.0
1.50500,0.32222265,0.0
1.51000,0.31980303,0.0
1.51500,0.31739364,0.0
1.52000,0.31499453,0.0
1.52500,0.31260574,0.0
1.53000,0.31022731,0.0
1.53500,0.30785927,0.0
1.54000,0.30550168,0.0
1.54500,0.30315456,0.0
1.55000,0.30081795,0.0
1.55500,0.29849189,0.0
1.56000,0.29617642,0.0
1.56500,0.29387155,0.0
1.57000,0.29157734,0.0
1.57500,0.28929380,0.0
1.58000,0.28702097,0.0
1.58500,0.28475888,0.0
1.59000,0.28250755,0.0
1.59500,0.28026702,0.0
1.60000,0.27803730,0.0
1.60500,0.27581843,0.0
1.61000,0.27361042,0.0
1.61500,0.27141331,0.0
1.62000,0.26922710,0.0
1.62500,0.26705184,0.0
1.63000,0.26488752,0.0
1.63500,0.26273417,0.0
1.64000,0.26059182,0.0
1.64500,0.25846047,0.0
1.65000,0.25634015,0.0
1.65500,0.25423087,0.0
1.66000,0.25213264,0.0
1.66500,0.25004547,0.0
1.67000,0.24796938,0.0
1.67500,0.24590438,0.0
1.68000,0.24385049,0.0
1.68500,0.24180770,0.0
1.69000,0.23977603,0.0
1.69500,0.23775549,0.0
1.70000,0.23574608,0.0
1.70500,0.23374781,0.0
1.71000,0.23176068,0.0
1.71500,0.22978470,0.0
1.72000,0.22781987,0.0
1.72500,0.22586620,0.0
1.73000,0.22392368,0.0
1.73500,0.22199232,0.0
1.74000,0.22007211,0.0
1.74500,0.21816306,0.0
1.75000,0.21626517,0.0
1.75500,0.21437842,0.0
1.76000,0.21250282,0.0
1.76500,0.21063837,0.0
1.77000,0.20878506,0.0
1.77500,0.20694287,0.0
1.78000,0.20511182,0.0
1.78500,0.20329188,0.0
1.79000,0.20148305,0.0
1.79500,0.19968533,0.0
1.80000,0.19789870,0.0
1.80500,0.19612315,0.0
1.81000,0.19435867,0.0
1.81500,0.19260525,0.0
1.82000,0.19086288,0.0
1.82500,0.18913155,0.0
1.83000,0.18741123,0.0
1.83500,0.18570191,0.0
1.84000,0.18400359,0.0
1.84500,0.18231624,0.0
1.85000,0.18063985,0.0
1.85500,0.17897440,0.0
1.86000,0.17731987,0.0
1.86500,0.17567624,0.0
1.87000,0.17404350,0.0
1.87500,0.17242162,0.0
1.88000,0.17081059,0.0
1.88500,0.16921038,0.0
1.89000,0.16762097,0.0
1.89500,0.16604233,0.0
1.90000,0.16447446,0.0
1.90500,0.16291731,0.0
1.91000,0.16137087,0.0
1.91500,0.15983512,0.0
1.92000,0.15831002,0.0
1.92500,0.15679556,0.0
1.93000,0.15529170,0.0
1.93500,0.15379842,0.0
1.94000,0.15231569,0.0
1.94500,0.15084349,0.0
1.95000,0.14938178,0.0
1.95500,0.14793053,0.0
1.96000,0.14648972,0.0
1.96500,0.14505932,0.0
1.97000,0.14363930,0.0
1.97500,0.14222962,0.0
1.98000,0.14083025,0.0
1.98500,0.13944117,0.0
1.99000,0.13806233,0.0
1.99500,0.13669372,0.0
2.00000,0.13533528,0.0
2.00500,0.13398700,0.0
2.01000,0.13264883,0.0
2.01500,0.13132075,0.0
2.02000,0.13000271,0.0
2.02500,0.12869468,0.0
2.03000,0.12739663,0.0
2.03500,0.12610852,0.0
2.04000,0.12483031,0.0
2.04500,0.12356197,0.0
2.05000,0.12230345,0.0
2.05500,0.12105473,0.0
2.06000,0.11981577,0.0
2.06500,0.11858652,0.0
2.07000,0.11736694,0.0
2.07500,0.11615701,0.0
2.08000,0.11495667,0.0
2.08500,0.11376589,0.0
2.09000,0.11258464,0.0
2.09500,0.11141286,0.0
2.10000,0.11025053,0.0
2.10500,0.10909759,0.0
2.11000,0.10795401,0.0
2.11500,0.10681974,0.0
2.12000,0.10569476,0.0
2.12500,0.10457900,0.0
2.13000,0.10347244,0.0
2.13500,0.10237502,0.0
2.14000,0.10128672,0.0
2.14500,0.10020747,0.0
2.15000,0.09913725,0.0
2.15500,0.09807601,0.0
2.16000,0.09702370,0.0
2.16500,0.09598028,0.0
2.17000,0.09494571,0.0
2.17500,0.09391995,0.0
2.18000,0.09290294,0.0
2.18500,0.09189465,0.0
2.19000,0.09089503,0.0
2.19500,0.08990403,0.0
2.20000,0.08892162,0.0
2.20500,0.08794774,0.0
2.21000,0.08698235,0.0
2.21500,0.08602542,0.0
2.22000,0.08507688,0.0
2.22500,0.08413669,0.0
2.23000,0.08320482,0.0
2.23500,0.08228121,0.0
2.24000,0.08136582,0.0
2.24500,0.08045860,0.0
2.25000,0.07955951,0.0
2.25500,0.07866850,0.0
2.26000,0.07778552,0.0
2.26500,0.07691053,0.0
2.27000,0.07604348,0.0
2.27500,0.07518433,0.0
2.28000,0.07433302,0.0
2.28500,0.07348952,0.0
2.29000,0.07265377,0.0
2.29500,0.07182573,0.0
2.30000,0.07100535,0.0
2.30500,0.07019259,0.0
2.31000,0.06938740,0.0
2.31500,0.06858973,0.0
2.32000,0.06779953,0.0
2.32500,0.06701676,0.0
2.33000,0.06624138,0.0
2.33500,0.06547332,0.0
2.34000,0.06471256,0.0
2.34500,0.06395903,0.0
2.35000,0.06321270,0.0
2.35500,0.06247352,0.0
2.36000,0.06174144,0.0
2.36500,0.06101641,0.0
2.37000,0.06029838,0.0
2.37500,0.05958732,0.0
2.38000,0.05888317,0.0
2.38500,0.05818588,0.0
2.39000,0.05749542,0.0
2.39500,0.05681173,0.0
2.40000,0.05613476,0.0
2.40500,0.05546448,0.0
2.41000,0.05480083,0.0
2.41500,0.05414376,0.0
2.42000,0.05349324,0.0
2.42500,0.05284921,0.0
2.43000,0.05221163,0.0
2.43500,0.05158045,0.0
2.44000,0.05095563,0.0
2.44500,0.05033712,0.0
2.45000,0.04972487,0.0
2.45500,0.04911885,0.0
2.46000,0.04851899,0.0
2.46500,0.04792526,0.0
2.47000,0.04733762,0.0
2.47500,0.04675601,0.0
2.48000,0.04618039,0.0
2.48500,0.04561072,0.0
2.49000,0.04504695,0.0
2.49500,0.04448904,0.0
2.50000,0.04393693,0.0
2.50500,0.04339060,0.0
2.51000,0.04284998,0.0
2.51500,0.04231505,0.0
2.52000,0.04178575,0.0
2.52500,0.04126203,0.0
2.53000,0.04074387,0.0
2.53500,0.04023120,0.0
2.54000,0.03972399,0.0
2.54500,0.03922219,0.0
2.55000,0.03872577,0.0
2.55500,0.03823467,0.0
2.56000,0.03774886,0.0
2.56500,0.03726829,0.0
2.57000,0.03679291,0.0
2.57500,0.03632270,0.0
2.58000,0.03585759,0.0
2.58500,0.03539756,0.0
2.59000,0.03494255,0.0
2.59500,0.03449253,0.0
2.60000,0.03404745,0.0
2.60500,0.03360728,0.0
2.61000,0.03317197,0.0
2.61500,0.03274148,0.0
2.62000,0.03231577,0.0
2.62500,0.03189479,0.0
2.63000,0.03147852,0.0
2.63500,0.03106689,0.0
2.64000,0.03065989,0.0
2.64500,0.03025746,0.0
2.65000,0.02985957,0.0
2.65500,0.02946617,0.0
2.66000,0.02907723,0.0
2.66500,0.02869270,0.0
2.67000,0.02831255,0.0
2.67500,0.02793674,0.0
2.68000,0.02756523,0.0
2.68500,0.02719798,0.0
2.69000,0.02683495,0.0
2.69500,0.02647611,0.0
2.70000,0.02612141,0.0
2.70500,0.02577082,0.0
2.71000,0.02542430,0.0
2.71500,0.02508181,0.0
2.72000,0.02474331,0.0
2.72500,0.02440878,0.0
2.73000,0.02407816,0.0
2.73500,0.02375143,0.0
2.74000,0.02342855,0.0
2.74500,0.02310948,0.0
2.75000,0.02279418,0.0
2.75500,0.02248262,0.0
2.76000,0.02217477,0.0
2.76500,0.02187059,0.0
2.77000,0.02157004,0.0
2.77500,0.02127309,0.0
2.78000,0.02097970,0.0
2.78500,0.02068984,0.0
2.79000,0.02040348,0.0
2.79500,0.02012057,0.0
2.80000,0.01984109,0.0
2.80500,0.01956501,0.0
2.81000,0.01929229,0.0
2.81500,0.01902289,0.0
2.82000,0.01875678,0.0
2.82500,0.01849393,0.0
2.83000,0.01823432,0.0
2.83500,0.01797789,0.0
2.84000,0.01772463,0.0
2.84500,0.01747450,0.0
2.85000,0.01722747,0.0
2.85500,0.01698351,0.0
2.86000,0.01674258,0.0
2.86500,0.01650466,0.0
2.87000,0.01626971,0.0
2.87500,0.01603771,0.0
2.88000,0.01580862,0.0
2.88500,0.01558241,0.0
2.89000,0.01535906,0.0
2.89500,0.01513852,0.0
2.90000,0.01492079,0.0
2.90500,0.01470581,0.0
2.91000,0.01449357,0.0
2.91500,0.01428404,0.0
2.92000,0.01407718,0.0
2.92500,0.01387298,0.0
2.93000,0.01367139,0.0
2.93500,0.01347240,0.0
2.94000,0.01327597,0.0
2.94500,0.01308207,0.0
2.95000,0.01289069,0.0
2.95500,0.01270179,0.0
2.96000,0.01251534,0.0
2.96500,0.01233133,0.0
2.97000,0.01214971,0.0
2.97500,0.01197047,0.0
2.98000,0.01179358,0.0
2.98500,0.01161901,0.0
2.99000,0.01144674,0.0
2.99500,0.01127675,0.0
3.00000,0.01110900,0.0
3.00500,0.01094347,0.0
3.01000,0.01078014,0.0
3.01500,0.01061898,0.0
3.02000,0.01045997,0.0
3.02500,0.01030308,0.0
3.03000,0.01014829,0.0
3.03500,0.00999558,0.0
3.04000,0.00984492,0.0
3.04500,0.00969628,0.0
3.05000,0.00954966,0.0
3.05500,0.00940501,0.0
3.06000,0.00926233,0.0
3.06500,0.00912158,0.0
3.07000,0.00898274,0.0
3.07500,0.00884580,0.0
3.08000,0.00871073,0.0
3.08500,0.00857750,0.0
3.09000,0.00844610,0.0
3.09500,0.00831651,0.0
3.10000,0.00818870,0.0
3.10500,0.00806265,0.0
3.11000,0.00793835,0.0
3.11500,0.00781576,0.0
3.12000,0.00769488,0.0
3.12500,0.00757568,0.0
3.13000,0.00745813,0.0
3.13500,0.00734223,0.0
3.14000,0.00722795,0.0
3.14500,0.00711527,0.0
3.15000,0.00700417,0.0
3.15500,0.00689463,0.0
3.16000,0.00678664,0.0
3.16500,0.00668017,0.0
3.17000,0.00657520,0.0
3.17500,0.00647173,0.0
3.18000,0.00636972,0.0
3.18500,0.00626916,0.0
3.19000,0.00617004,0.0
3.19500,0.00607233,0.0
3.20000,0.00597602,0.0
3.20500,0.00588109,0.0
3.21000,0.00578753,0.0
3.21500,0.00569531,0.0
3.22000,0.00560442,0.0
3.22500,0.00551484,0.0
3.23000,0.00542656,0.0
3.23500,0.00533956,0.0
3.24000,0.00525382,0.0
3.24500,0.00516933,0.0
3.25000,0.00508607,0.0
3.25500,0.00500403,0.0
3.26000,0.00492318,0.0
3.26500,0.00484353,0.0
3.27000,0.00476504,0.0
3.27500,0.00468770,0.0
3.28000,0.00461151,0.0
3.28500,0.00453644,0.0
3.29000,0.00446248,0.0
3.29500,0.00438962,0.0
3.30000,0.00431784,0.0
3.30500,0.00424713,0.0
3.31000,0.00417747,0.0
3.31500,0.00410885,0.0
3.32000,0.00404125,0.0
3.32500,0.00397467,0.0
3.33000,0.00390909,0.0
3.33500,0.00384450,0.0
3.34000,0.00378087,0.0
3.34500,0.00371821,0.0
3.35000,0.00365650,0.0
3.35500,0.00359571,0.0
3.36000,0.00353586,0.0
3.36500,0.00347691,0.0
3.37000,0.00341885,0.0
3.37500,0.00336169,0.0
3.38000,0.00330539,0.0
3.38500,0.00324996,0.0
3.39000,0.00319538,0.0
3.39500,0.00314163,0.0
3.40000,0.00308872,0.0
3.40500,0.00303661,0.0
3.41000,0.00298532,0.0
3.41500,0.00293481,0.0
3.42000,0.00288509,0.0
3.42500,0.00283614,0.0
3.43000,0.00278795,0.0
3.43500,0.00274051,0.0
3.44000,0.00269381,0.0
3.44500,0.00264784,0.0
3.45000,0.00260259,0.0
3.45500,0.00255804,0.0
3.46000,0.00251420,0.0
3.46500,0.00247105,0.0
3.47000,0.00242858,0.0
3.47500,0.00238677,0.0
3.48000,0.00234563,0.0
3.48500,0.00230514,0.0
3.49000,0.00226530,0.0
3.49500,0.00222608,0.0
3.50000,0.00218749,0.0
3.50500,0.00214952,0.0
3.51000,0.00211215,0.0
3.51500,0.00207538,0.0
3.52000,0.00203920,0.0
3.52500,0.00200359,0.0
3.53000,0.00196857,0.0
3.53500,0.00193410,0.0
3.54000,0.00190019,0.0
3.54500,0.00186683,0.0
3.55000,0.00183401,0.0
3.55500,0.00180172,0.0
3.56000,0.00176996,0.0
3.56500,0.00173871,0.0
3.57000,0.00170797,0.0
3.57500,0.00167773,0.0
3.58000,0.00164799,0.0
3.58500,0.00161873,0.0
3.59000,0.00158995,0.0
3.59500,0.00156165,0.0
3.60000,0.00153381,0.0
3.60500,0.00150643,0.0
3.61000,0.00147950,0.0
3.61500,0.00145302,0.0
3.62000,0.00142697,0.0
3.62500,0.00140136,0.0
3.63000,0.00137617,0.0
3.63500,0.00135140,0.0
3.64000,0.00132705,0.0
3.64500,0.00130310,0.0
3.65000,0.00127955,0.0
3.65500,0.00125639,0.0
3.66000,0.00123362,0.0
3.66500,0.00121124,0.0
3.67000,0.00118923,0.0
3.67500,0.00116759,0.0
3.68000,0.00114632,0.0
3.68500,0.00112540,0.0
3.69000,0.00110485,0.0
3.69500,0.00108463,0.0
3.70000,0.00106477,0.0
3.70500,0.00104524,0.0
3.71000,0.00102604,0.0
3.71500,0.00100717,0.0
3.72000,0.00098862,0.0
3.72500,0.00097039,0.0
3.73000,0.00095247,0.0
3.73500,0.00093486,0.0
3.74000,0.00091755,0.0
3.74500,0.00090054,0.0
3.75000,0.00088383,0.0
3.75500,0.00086740,0.0
3.76000,0.00085125,0.0
3.76500,0.00083539,0.0
3.77000,0.00081980,0.0
3.77500,0.00080448,0.0
3.78000,0.00078943,0.0
3.78500,0.00077464,0.0
3.79000,0.00076011,0.0
3.79500,0.00074583,0.0
3.80000,0.00073180,0.0
3.80500,0.00071802,0.0
3.81000,0.00070448,0.0
3.81500,0.00069118,0.0
3.82000,0.00067811,0.0
3.82500,0.00066527,0.0
3.83000,0.00065266,0.0
3.83500,0.00064028,0.0
3.84000,0.00062811,0.0
3.84500,0.00061615,0.0
3.85000,0.00060441,0.0
3.85500,0.00059288,0.0
3.86000,0.00058156,0.0
3.86500,0.00057043,0.0
3.87000,0.00055951,0.0
3.87500,0.00054878,0.0
3.88000,0.00053824,0.0
3.88500,0.00052790,0.0
3.89000,0.00051773,0.0
3.89500,0.00050775,0.0
3.90000,0.00049796,0.0
3.90500,0.00048833,0.0
3.91000,0.00047889,0.0
3.91500,0.00046961,0.0
3.92000,0.00046050,0.0
3.92500,0.00045156,0.0
3.93000,0.00044277,0.0
3.93500,0.00043415,0.0
3.94000,0.00042569,0.0
3.94500,0.00041738,0.0
3.95000,0.00040922,0.0
3.95500,0.00040122,0.0
3.96000,0.00039335,0.0
3.96500,0.00038564,0.0
3.97000,0.00037806,0.0
3.97500,0.00037063,0.0
3.98000,0.00036333,0.0
3.98500,0.00035617,0.0
3.99000,0.00034914,0.0
3.99500,0.00034224,0.0
4.00000,0.00033546,0.0
