t_ms,p_ac_Pa
3.928,0.1949053745573154
3.932,0.19545362471363864
3.936,0.19597101047684937
3.94,0.1964574501457377
3.944,0.196912866905841
3.948,0.19733718884157353
3.952,0.19773034894758282
3.956,0.19809228513933022
3.96,0.19842294026289553
3.964,0.19872226210400165
3.968,0.19899020339626003
3.972,0.19922672182863446
3.976,0.19943178005212278
3.98,0.19960534568565433
3.984,0.1997473913212035
3.988,0.19985789452811786
3.992,0.19993683785666
3.996,0.19998420884076323
4.0,0.2
