f_Hz,Spp_Pa2_per_Hz
7164.0625,1.28112392753e-25
7171.875,1.27057267433e-25
7179.6875,1.26023692763e-25
7187.5,1.25017384106e-25
7195.3125,1.23984676622e-25
7203.125,1.23040854457e-25
7210.9375,1.22033190008e-25
7218.75,1.21117278493e-25
7226.5625,1.2011743341e-25
7234.375,1.1924191413e-25
7242.1875,1.18306109794e-25
7250,1.17410920044e-25
7257.8125,1.16527701883e-25
7265.625,1.15664430934e-25
7273.4375,1.14805442984e-25
7281.25,1.13959660014e-25
7289.0625,1.13133365712e-25
7296.875,1.12317956648e-25
7304.6875,1.11519649799e-25
7312.5,1.10726366305e-25
7320.3125,1.09951266151e-25
7328.125,1.09187526667e-25
7335.9375,1.08436226708e-25
7343.75,1.07700131726e-25
7351.5625,1.06970328365e-25
7359.375,1.06259215857e-25
7367.1875,1.05554808218e-25
7375,1.04865260067e-25
7382.8125,1.04185595069e-25
7390.625,1.03519908002e-25
7398.4375,1.02863045328e-25
7406.25,1.02219679677e-25
7414.0625,1.01585579504e-25
7421.875,1.0096415569e-25
7429.6875,1.00352365303e-25
7437.5,9.97524139482e-26
7445.3125,9.91627927317e-26
7453.125,9.85837194345e-26
7460.9375,9.80152792812e-26
7468.75,9.74571416128e-26
7476.5625,9.69095611055e-26
7484.375,9.6371708913e-26
7492.1875,9.58443072802e-26
7500,9.53269123297e-26
7507.8125,9.48191262574e-26
7515.625,9.4321384217e-26
7523.4375,9.3833257792e-26
7531.25,9.33547734651e-26
7539.0625,9.28858586056e-26
7546.875,9.24263177472e-26
7554.6875,9.19761653222e-26
7562.5,9.15353356136e-26
7570.3125,9.11036359756e-26
7578.125,9.06810872529e-26
7585.9375,9.0267577401e-26
7593.75,8.98630369456e-26
7601.5625,8.94673825442e-26
7609.375,8.90805550174e-26
7617.1875,8.8702473966e-26
7625,8.83330776728e-26
7632.8125,8.79722980437e-26
7640.625,8.76200693598e-26
7648.4375,8.72763266224e-26
7656.25,8.69410125756e-26
7664.0625,8.66140630519e-26
7671.875,8.62954204605e-26
7679.6875,8.59850292219e-26
7687.5,8.56828328848e-26
7695.3125,8.5388776403e-26
7703.125,8.51028086515e-26
7710.9375,8.48248798838e-26
7718.75,8.45549391696e-26
7726.5625,8.42929382963e-26
7734.375,8.40388325485e-26
7742.1875,8.37925751861e-26
7750,8.35541238893e-26
7757.8125,8.33234364686e-26
7765.625,8.31004709151e-26
7773.4375,8.28851895523e-26
7781.25,8.26775536226e-26
7789.0625,8.24775271813e-26
7796.875,8.22850746245e-26
7804.6875,8.2100162199e-26
7812.5,8.19227577045e-26
7820.3125,8.17528297579e-26
7828.125,8.15903488175e-26
7835.9375,8.14352864281e-26
7843.75,8.12876159852e-26
7851.5625,8.11473108648e-26
7859.375,8.10143462185e-26
7867.1875,8.08887008983e-26
7875,8.07703510213e-26
7882.8125,8.06592762106e-26
7890.625,8.05554580427e-26
7898.4375,8.04588777931e-26
7906.25,8.03695188039e-26
7914.0625,8.0287365497e-26
7921.875,8.02124032736e-26
7929.6875,8.01446202338e-26
7937.5,8.00840038596e-26
7945.3125,8.00305426725e-26
7953.125,7.99842290542e-26
7960.9375,7.99450534838e-26
7968.75,7.99130107525e-26
7976.5625,7.98880941217e-26
7984.375,7.98702998457e-26
7992.1875,7.98596241156e-26
8000,3.99280332137e-26
