t_s,p_Pa,L_fast_dB_SPL
0.606625,3.47344459828e-05,12.5609131227
0.60675,5.41154750826e-05,12.5583337976
0.606875,-2.81966788764e-07,12.5539909007
0.607,-3.11292809903e-05,12.5502325458
0.607125,-1.15139347027e-06,12.5458904015
0.60725,-6.47798926125e-06,12.5415728215
0.607375,-2.48146524828e-05,12.5376024245
0.6075,-3.63044164406e-05,12.5340575851
0.607625,-8.02464853754e-05,12.5336157907
0.60775,-7.78476774905e-05,12.5329447186
0.607875,-9.8845519932e-05,12.5345210008
0.608,-7.16423219757e-05,12.5332874318
0.608125,-7.35949340317e-05,12.5322265315
0.60825,-8.9300696705e-05,12.5327162537
0.608375,-0.000134874377396,12.5393881416
0.6085,-7.75770382713e-05,12.5386867526
0.608625,-0.000111116775651,12.5418127409
0.60875,-9.28237381568e-05,12.5426795572
0.608875,-0.000105094392734,12.5450123428
0.609,-4.61260995393e-05,12.5419554822
0.609125,-5.79594479131e-05,12.5396443929
0.60925,-4.76239414255e-05,12.5366740957
0.609375,-2.24901644291e-05,12.5326375194
0.6095,1.40881159435e-05,12.5284149055
0.609625,2.15355200463e-05,12.5243534077
0.60975,8.77572518701e-05,12.5246860739
0.609875,3.3108039654e-05,12.521008872
0.61,0.000106202636993,12.5235171579
0.610125,0.000114489601625,12.5271307479
0.61025,8.33076371313e-05,12.5269988248
0.610375,0.000102756926257,12.5290612394
0.6105,6.40076812937e-05,12.5272035743
0.610625,0.000105065524629,12.5295564956
0.61075,8.28399376138e-05,12.5293751214
0.610875,0.000122003730349,12.5340540975
0.611,0.000125419706051,12.5392345384
0.611125,9.7151784347e-05,12.5406015668
0.61125,8.58881525471e-05,12.5407205723
0.611375,6.93901094015e-05,12.5392904829
0.6115,2.68518971354e-05,12.5353839941
0.611625,7.11062103941e-05,12.5341034712
0.61175,5.19382967469e-06,12.5297768759
0.611875,3.55053706285e-05,12.5261986709
0.612,-1.73260706949e-05,12.522037995
0.612125,-5.66732506645e-05,12.5196466751
0.61225,-1.21480250339e-05,12.5153934697
0.612375,-1.56991714032e-05,12.5112005446
0.6125,-0.000136361602819,12.5181722145
0.612625,-0.000107951739744,12.5209124671
0.61275,-6.60800933534e-05,12.5192232652
0.612875,-0.000141621486604,12.5270609092
0.613,-8.15429781217e-05,12.5267526229
0.613125,-0.000111351020331,12.5299307288
0.61325,-0.000107233036691,12.5325581737
0.613375,-0.000106905411972,12.5351389381
0.6135,-8.66169108022e-05,12.5353396527
0.613625,-9.40199248923e-05,12.536349491
0.61375,-0.000102589848992,12.5383773868
0.613875,-9.46946560932e-05,12.5394604865
0.614,-0.000117113477367,12.5434121216
0.614125,-2.59622216739e-05,12.5394768044
0.61425,1.77150113238e-05,12.5353238218
0.614375,1.46410791262e-05,12.5311107589
0.6145,6.12945737753e-05,12.52904585
0.614625,5.02780092216e-05,12.5262365202
0.61475,0.000104298510741,12.5284935765
0.614875,0.000132423629429,12.5347796105
0.615,0.000122961734285,12.5395892929
0.615125,7.03803637972e-05,12.5382436859
0.61525,8.01029471558e-05,12.5377842108
0.615375,8.64186984604e-05,12.5379614121
0.6155,7.49474167414e-05,12.5370185436
0.615625,0.000102802581912,12.539071884
0.61575,0.000102741340846,12.5411145939
0.615875,9.48061518225e-05,12.5422070461
0.616,6.96762166041e-05,12.5408000137
0.616125,8.04873858706e-05,12.5403755809
0.61625,4.50097491467e-05,12.5372585383
0.616375,3.994959099e-05,12.5338820715
0.6165,-2.04545368148e-05,12.5297927095
0.616625,-1.40321344058e-05,12.5255692195
0.61675,-1.19292375909e-05,12.521312693
0.616875,2.38362500235e-05,12.5173151056
0.617,-2.5293797e-05,12.5133614018
0.617125,-5.16609504378e-05,12.5106434402
0.61725,-4.81845030208e-05,12.5077150547
0.617375,-0.000118136987897,12.5118740218
0.6175,-0.000137086318158,12.5189643486
0.617625,-8.35735822774e-05,12.5188673137
0.61775,-0.000140674229318,12.5265437673
0.617875,-0.000111073321998,12.5296847984
0.618,-9.32148536315e-05,12.5306102664
0.618125,-6.1841214742e-05,12.5285864272
0.61825,-0.000113666259966,12.5320769536
0.618375,-8.95234681616e-05,12.5325909709
0.6185,-0.000101393140931,12.5344765921
0.618625,-5.06752673952e-05,12.5316896421
0.61875,2.09866993276e-05,12.527613781
0.618875,-1.41073133729e-05,12.523391635
0.619,1.50358096238e-06,12.5190500637
0.619125,3.77751776172e-05,12.5155748919
0.61925,2.81148597476e-05,12.5117130431
0.619375,3.86030961598e-05,12.5082778542
0.6195,0.000112462842473,12.5116394461
0.619625,5.66120664327e-05,12.5092485828
0.61975,8.26607135007e-05,12.5090686413
0.619875,8.92450361528e-05,12.5095781358
0.62,0.000118900451934,12.5138435465
0.620125,0.000121474436106,12.5184765024
0.62025,0.000145209816555,12.5269404949
0.620375,0.000123680324001,12.5318740631
0.6205,0.000104626025601,12.5341639938
0.620625,0.000109463247224,12.537077076
0.62075,0.000105120387113,12.5394217768
0.620875,8.86948304718e-05,12.5398382947
0.621,3.79823835731e-05,12.5363684789
0.621125,2.1010027717e-05,12.5322929237
0.62125,5.49858331175e-05,12.5297828088
0.621375,-2.79324931142e-05,12.5259131885
0.6215,-2.10013830159e-05,12.5218380572
0.621625,-3.87808262188e-05,12.5184091122
0.62175,-4.09586725265e-05,12.5150864989
0.621875,-7.67364817351e-05,12.5143266417
0.622,-9.03713458863e-05,12.5149533013
0.622125,-9.45160357173e-05,12.5160451792
0.62225,-0.000110270293139,12.5190963165
0.622375,-8.70043085966e-05,12.5193547007
0.6225,-5.81260670706e-05,12.5170659675
0.622625,-9.27493511354e-05,12.5179541473
0.62275,-0.000105290794229,12.520350116
0.622875,-8.01409565854e-05,12.519910367
0.623,-0.000103957590765,12.5221339304
0.623125,-8.31184672533e-05,12.5219877375
0.62325,-7.98813388655e-05,12.5215212905
0.623375,-9.88207458063e-05,12.5231101796
0.6235,-4.13140112908e-05,12.5198042218
0.623625,-1.15469909174e-05,12.5155423535
0.62375,6.43459331033e-06,12.5112246102
0.623875,2.08684517568e-05,12.5071469953
0.624,3.15593351346e-05,12.5034114188
0.624125,2.69257722681e-05,12.4995109753
0.62425,8.86715329788e-05,12.4999688873
0.624375,3.78658748367e-05,12.4965017261
0.6245,8.15492232784e-05,12.4962225386
0.624625,9.19078467358e-05,12.4970409795
0.62475,0.000125196586505,12.5022687355
0.624875,8.44116986859e-05,12.5022739202
0.625,0.000100697643925,12.5041174516
0.625125,0.000146414472016,12.5128375522
0.62525,9.00114804533e-05,12.5134264241
0.625375,7.70145580656e-05,12.5126939511
0.6255,8.56944896588e-05,12.5128214882
0.625625,6.06135601949e-05,12.5107156519
0.62575,5.17941022311e-05,12.5080070712
0.625875,5.57582996374e-05,12.5055593701
0.626,6.98413466657e-06,12.5012461836
0.626125,-1.19378339345e-05,12.4969902677
0.62625,-4.9829594497e-05,12.4941648669
0.626375,-3.07246648666e-05,12.4903993136
0.6265,-2.79465128069e-05,12.4865344844
0.626625,-7.09353319595e-05,12.4852737276
0.62675,-4.13633893468e-05,12.4819793443
0.626875,-6.38611857024e-05,12.4801372772
0.627,-0.000105815228739,12.4826599685
0.627125,-0.00011891767239,12.486981354
0.62725,-8.91313903017e-05,12.4875031695
0.627375,-8.30541151279e-05,12.4873840143
0.6275,-0.000106654827486,12.4900043823
0.627625,-0.00014174298493,12.4979451562
0.62775,-0.000119540346927,12.5023266943
0.627875,-9.10046102861e-05,12.5030371406
0.628,-4.09067280445e-05,12.4997155495
0.628125,-3.44213128129e-05,12.4960963547
0.62825,-4.56899193494e-05,12.4930295808
0.628375,4.49331340641e-06,12.4886989889
0.6285,2.60168226698e-05,12.4847705774
0.628625,-8.52436190365e-06,12.4804721762
0.62875,2.90025157768e-05,12.4766453385
0.628875,7.28262287036e-05,12.475558434
0.629,3.06351331168e-05,12.4717919853
0.629125,0.00012482437306,12.4770183922
0.62925,6.54720575036e-05,12.4753070483
0.629375,9.62114976124e-05,12.4766471414
0.6295,8.65388932099e-05,12.4769011444
0.629625,0.000121361203243,12.4815938466
0.62975,0.000142626876348,12.4897121524
0.629875,8.20692698503e-05,12.4894913718
0.63,7.44780379693e-05,12.4885437338
0.630125,0.000130610435605,12.4946364744
0.63025,8.95852829701e-05,12.4951992847
0.630375,7.35960263284e-05,12.4941673821
0.6305,3.30895226908e-05,12.4904941249
0.630625,8.47376849433e-05,12.4905448312
0.63075,2.51235085741e-05,12.4865882785
0.630875,-2.89312967606e-06,12.4822504625
0.631,-1.98244812507e-05,12.4781485682
0.631125,-2.44942247975e-05,12.4741739521
0.63125,2.16584278581e-05,12.4701192534
0.631375,-2.13329048523e-05,12.4660562168
0.6315,-0.000112899382555,12.4695534681
0.631625,-9.30963664151e-05,12.4705387802
0.63175,-0.000103307299842,12.472754594
0.631875,-9.02642530715e-05,12.4734171475
0.632,-4.6552470596e-05,12.4704059402
0.632125,-0.000110018485477,12.4735010654
0.63225,-5.90414594589e-05,12.4713000169
0.632375,-0.000155701842321,12.4818388454
0.6325,-0.000136123396017,12.488847458
0.632625,-5.92300580524e-05,12.4866525101
0.63275,-7.28885696199e-05,12.4855636763
0.632875,-6.58169950692e-05,12.4838749001
0.633,-3.29694251171e-05,12.4801983682
0.633125,3.8032525031e-06,12.4758642997
0.63325,-1.92726209564e-05,12.4717495073
0.633375,2.90213352664e-06,12.467411741
0.6335,4.5160999158e-05,12.4643238566
0.633625,2.86154145077e-05,12.460485206
0.63375,7.00096564707e-05,12.4591626151
0.633875,9.08888871567e-05,12.4599105428
0.634,6.70916990985e-05,12.4583418716
0.634125,0.000117852257892,12.4625565894
0.63425,7.30655363272e-05,12.4615017563
0.634375,7.73575141448e-05,12.4608452923
0.6345,0.000120200357614,12.4653989374
0.634625,0.000108685523272,12.4683234345
0.63475,0.000114427615179,12.4720299784
0.634875,6.36885026054e-05,12.4701801118
0.635,0.00014194255965,12.4782117298
0.635125,8.54917342026e-05,12.4783535976
0.63525,5.58682072016e-05,12.4759264071
0.635375,1.93322969207e-05,12.4718130266
0.6355,7.01430608176e-05,12.4704940582
0.635625,-4.53585902192e-05,12.4674162805
0.63575,-4.83997230181e-05,12.464514832
0.635875,-2.18842844865e-05,12.4604668314
0.636,-5.70141235091e-05,12.4581272491
0.636125,-4.28264275229e-05,12.454915391
0.63625,-7.57889081512e-05,12.4541163672
0.636375,-8.23881196886e-05,12.4539618363
0.6365,-7.59892889426e-05,12.4531823514
0.636625,-8.75481066633e-05,12.4535696146
0.63675,-0.000114206899955,12.4572724258
0.636875,-8.60899372727e-05,12.4574992107
0.637,-0.000134162336296,12.4642454148
0.637125,-9.25626962813e-05,12.465176289
0.63725,-6.60079091381e-05,12.4635154857
0.637375,-6.90531306406e-05,12.4621089046
0.6375,-8.24519505206e-05,12.4619531539
0.637625,-5.64276281396e-05,12.4595719049
0.63775,-6.26440636231e-05,12.4576478894
0.637875,-1.20624817176e-05,12.4533946969
0.638,-2.71954749608e-05,12.4495083905
0.638125,1.20046276547e-05,12.4452545059
0.63825,4.07624367072e-05,12.441939305
0.638375,6.04735646551e-05,12.4398597821
0.6385,5.36833839935e-05,12.4373014585
0.638625,0.00010697753738,12.4400451827
0.63875,7.34017664375e-05,12.4390379088
0.638875,0.000120495422338,12.4436801992
0.639,0.000111369642687,12.4470059875
0.639125,7.83498057073e-05,12.446457302
0.63925,4.90908050204e-05,12.4436044782
0.639375,0.000138991954878,12.4512004051
0.6395,0.000102209018691,12.4533062379
0.639625,9.4413785791e-05,12.4544638496
0.63975,6.42623673931e-05,12.4526693841
0.639875,3.94392545669e-05,12.4492869095
0.64,6.788128427e-05,12.4477908537
0.640125,1.97767326108e-05,12.4436897106
0.64025,3.67448126536e-05,12.4401822203
0.640375,1.2105578599e-05,12.4359300345
0.6405,-2.89903464744e-08,12.4315870902
0.640625,7.95663521486e-06,12.4272834316
0.64075,-6.01221112787e-05,12.4251852438
0.640875,-9.04823342722e-05,12.4259273613
0.641,-7.81663420533e-05,12.425379301
0.641125,-8.81710156045e-05,12.4258648735
0.64125,-8.51396927987e-05,12.42602381
0.641375,-7.97958206704e-05,12.4256354569
0.6415,-9.11787646105e-05,12.426455572
0.641625,-0.000108905257491,12.4294751295
0.64175,-9.55498906946e-05,12.4307968089
0.641875,-8.48545512267e-05,12.4309205841
0.642,-8.53297797375e-05,12.4310943764
0.642125,-0.000155144665487,12.4416642554
0.64225,-4.16631854263e-05,12.4383958597
0.642375,-5.7237704024e-05,12.4360823017
0.6425,-4.1543925562e-05,12.4328091378
0.642625,1.71367234301e-06,12.4284680148
0.64275,-1.53804185126e-05,12.4242719706
0.642875,-9.09628300391e-06,12.4199804586
0.643,2.35234498069e-05,12.4159818068
0.643125,6.83910971841e-05,12.4145508986
0.64325,5.77983862032e-05,12.4122886745
0.643375,7.60327926182e-05,12.4115476524
0.6435,8.10190174114e-05,12.4112950167
0.643625,0.000124135321117,12.4165487914
0.64375,0.000101699110791,12.4186415955
0.643875,0.000134836284066,12.4255998801
0.644,0.000127988206899,12.4314244061
0.644125,8.30337905577e-05,12.4313580248
0.64425,0.00011613587905,12.4353772757
0.644375,8.99112288379e-05,12.4360436781
0.6445,0.000138511195411,12.4435779007
0.644625,8.98009226616e-05,12.4442226049
0.64475,7.87597280053e-05,12.4437161654
0.644875,5.73090322925e-05,12.4414051771
0.645,3.9784327617e-05,12.4380421194
0.645125,1.07462092685e-05,12.4337707303
0.64525,-5.11071171051e-05,12.4310475287
0.645375,-1.92438950733e-05,12.4269344163
0.6455,-2.9021173031e-05,12.4231146523
0.645625,-1.94867048861e-05,12.4190078069
0.64575,-5.72597528407e-05,12.4167048972
0.645875,-8.30292053673e-05,12.4166525542
0.646,-6.42591696375e-05,12.4148801112
0.646125,-0.00014021226841,12.4227668122
0.64625,-0.000107585650452,12.4256152746
0.646375,-0.00011893376855,12.4300534756
0.6465,-0.000130928273208,12.4363390187
0.646625,-0.000128235866654,12.4421777066
0.64675,-7.4263823416e-05,12.4412475369
0.646875,-0.000135423284339,12.4482451981
0.647,-3.90139884951e-05,12.4448430821
0.647125,-6.14904818921e-05,12.4428387378
0.64725,-3.34009160989e-05,12.4391862551
0.647375,-2.25209257825e-05,12.435157491
0.6475,-5.74164592397e-05,12.4328581484
0.647625,-3.0076962277e-06,12.4285208157
0.64775,3.90526231874e-05,12.4251248545
0.647875,1.5722656673e-05,12.4209355387
0.648,3.71578984354e-05,12.417451424
0.648125,7.50840391291e-05,12.4166169362
0.64825,6.27609373601e-05,12.4147260793
0.648375,0.00012733141178,12.4204718401
0.6485,9.64601335551e-05,12.4219138604
0.648625,0.000115257338781,12.4258251063
0.64875,0.000116474123194,12.4299038024
0.648875,8.67185926762e-05,12.4302268307
0.649,9.65458156649e-05,12.431666132
0.649125,8.12126201142e-05,12.4314140729
0.64925,9.25842964096e-05,12.432387421
0.649375,8.11845782564e-05,12.4321318601
0.6495,4.31493675824e-05,12.4289440148
0.649625,5.98489036732e-05,12.4268246272
0.64975,3.21255817813e-06,12.4224880939
0.649875,-5.89954117541e-06,12.4181667926
0.65,-4.95681911481e-05,12.4153530133
0.650125,-2.96448929536e-05,12.4115574354
0.65025,-1.78291407803e-05,12.40741266
0.650375,-4.82672519723e-05,12.4045232743
0.6505,-3.84660524591e-05,12.4011041725
0.650625,-6.05598228956e-05,12.3990525474
0.65075,-8.53181678962e-05,12.3992583499
0.650875,-8.64676471078e-05,12.3995872597
0.651,-7.15060706276e-05,12.3984395941
0.651125,-0.000106897652003,12.4012362977
0.65125,-0.000125763560496,12.4067660038
0.651375,-0.000101106984256,12.4087984729
0.6515,-9.94720443215e-05,12.4106236831
0.651625,-5.88566362378e-05,12.4084402821
0.65175,-4.62854030829e-05,12.4054336827
0.651875,-5.39276285998e-06,12.4011088938
0.652,-5.85409257698e-05,12.3989070774
0.652125,-6.20661744802e-05,12.396972043
0.65225,1.28146484155e-05,12.3927318176
0.652375,4.10909621503e-06,12.3883994449
0.6525,-6.80792857023e-06,12.384085549
0.652625,2.44418202532e-05,12.3801173884
0.65275,8.49645529201e-05,12.3803052837
0.652875,1.47701651744e-05,12.3760993244
0.653,5.40844893431e-05,12.3735945472
0.653125,0.000100873222024,12.3756462122
0.65325,0.000101135188089,12.3777280754
0.653375,9.16835437994e-05,12.378663351
0.6535,0.000110993018977,12.3820521923
0.653625,0.000130129732577,12.388325187
0.65375,0.00010558094336,12.390963456
0.653875,6.97310756001e-05,12.389665219
0.654,9.96519849569e-05,12.3915400626
0.654125,0.000115292569125,12.3955142612
0.65425,7.58359652283e-05,12.3947684836
0.654375,4.43579978291e-05,12.3916567908
0.6545,2.65715619587e-05,12.3877560145
0.654625,2.78461992421e-05,12.3838991113
0.65475,-3.43195101586e-05,12.3802950854
0.654875,-3.79304867973e-05,12.3768554648
0.655,-2.45177342963e-05,12.3728902641
0.655125,-9.77332908876e-05,12.3745512721
0.65525,-3.81241103967e-05,12.371122104
0.655375,-3.51271921813e-05,12.3675555446
0.6555,-0.000117806810714,12.3719441243
0.655625,-0.000114019152671,12.3757725341
0.65575,-9.25285843776e-05,12.3768079153
0.655875,-0.000114517223961,12.3806985858
0.656,-0.000105005560785,12.383273159
0.656125,-0.000146514802999,12.3923796645
0.65625,-0.000116012540485,12.3964563368
0.656375,-0.000131390554333,12.4028999951
0.6565,-6.85597503878e-05,12.4014922873
0.656625,-8.3930438225e-05,12.4015489227
0.65675,-5.33102057062e-05,12.3989814691
0.656875,-4.72713209347e-05,12.396035436
0.657,-1.20151409244e-05,12.3917828127
0.657125,3.41099064338e-05,12.3881684657
0.65725,1.8480925706e-05,12.3840395936
0.657375,3.98822792934e-05,12.3806944581
0.6575,2.61825927702e-05,12.3767819168
0.657625,7.37837124756e-05,12.3758588711
0.65775,7.67631778185e-05,12.3752182668
0.657875,0.000117944989595,12.3796119078
0.658,6.86168526404e-05,12.3782248926
0.658125,0.000125466795008,12.3837602565
0.65825,0.00011780827129,12.3881165652
0.658375,0.000104920489174,12.3906681664
0.6585,5.99939490437e-05,12.3885793406
0.658625,9.78107549151e-05,12.3902281936
0.65875,9.91674846202e-05,12.3920419686
0.658875,9.62004706207e-05,12.3934906705
0.659,8.25588756118e-05,12.3934126045
0.659125,1.84937812421e-05,12.3892837717
0.65925,3.6464933665e-05,12.3857739752
0.659375,1.4419484281e-05,12.3815614242
0.6595,-1.13343384158e-05,12.3772991237
0.659625,-1.22789131081e-05,12.3730509174
0.65975,-8.18741776045e-05,12.3729222155
0.659875,-1.43946540979e-05,12.3687096009
0.66,-6.55045154454e-05,12.3670673661
0.660125,-6.7942405773e-05,12.3656309275
0.66025,-0.000100548134969,12.3676531253
0.660375,-9.69778039516e-05,12.3692288609
0.6605,-0.000100761845226,12.3712728356
0.660625,-0.000118344147664,12.3757336369
0.66075,-0.000113110785833,12.3794254789
0.660875,-3.9402992728e-05,12.3760575431
0.661,-0.000140489943831,12.3841027539
0.661125,-7.20690821289e-05,12.3830171732
0.66125,-4.28567161006e-05,12.3798266727
0.661375,-9.27224115038e-05,12.38087956
0.6615,-1.32960300498e-05,12.3766476073
0.661625,-6.49605635059e-05,12.37495587
0.66175,9.46978584879e-07,12.370613489
0.661875,-3.08787178265e-05,12.3668705682
0.662,1.27887762529e-05,12.36263064
0.662125,1.80157295184e-05,12.3584923264
0.66225,5.7723138826e-05,12.3562516444
0.662375,7.393521915e-05,12.3553589175
0.6625,7.41224396863e-05,12.3544843918
0.662625,6.81541460816e-05,12.3530745745
0.66275,0.000132986305136,12.3598922855
0.662875,0.000109493471319,12.3631063647
0.663,6.02399431369e-05,12.3610505222
0.663125,9.59157373373e-05,12.3625062182
0.66325,7.25380474464e-05,12.3614795959
0.663375,9.47780529892e-05,12.3627980791
0.6635,5.05794091924e-05,12.3600677413
0.663625,5.70910877828e-05,12.3577805382
0.66375,4.93460260604e-05,12.3549743
0.663875,3.1831825175e-05,12.3512712891
0.664,1.07753954655e-05,12.3470017411
0.664125,6.34289934254e-05,12.3452038075
0.66425,7.12943645497e-07,12.3408611844
0.664375,9.26862306831e-06,12.3365726752
0.6645,-5.05688611231e-05,12.3338514265
0.664625,-5.23511795357e-05,12.3312475727
0.66475,-5.90331450524e-05,12.3291172026
0.664875,-9.30622391194e-05,12.3302734863
0.665,-8.27151796768e-05,12.330274317
0.665125,-7.45458877871e-05,12.3294598305
0.66525,-0.000111427136118,12.332997922
0.665375,-0.000113134937807,12.3367726068
0.6655,-0.000115748940315,12.3409189983
0.665625,-0.000113440790739,12.3447227338
0.66575,-0.000118225785846,12.3492197746
0.665875,-8.7753960348e-05,12.3497443701
0.666,-7.13710274335e-05,12.3486213813
0.666125,-6.44332033605e-05,12.3469036675
0.66625,-3.98745253057e-05,12.3435667085
0.666375,-6.60545246166e-05,12.3419859428
0.6665,-1.838454029e-05,12.3378571084
0.666625,-1.180307952e-05,12.3336025005
0.66675,2.87035480606e-05,12.3297824648
0.666875,1.8763050044e-05,12.3256631649
0.667,4.88808185204e-06,12.3213354133
0.667125,6.85575841533e-05,12.3199831448
0.66725,3.46007014793e-05,12.3164024104
0.667375,8.79398460019e-05,12.3169846938
0.6675,8.97826330259e-05,12.3177747461
0.667625,0.000133594865654,12.3247865018
0.66775,0.000136924314328,12.3323512729
0.667875,7.95912640823e-05,12.3320284214
0.668,0.000106929747178,12.3349394002
0.668125,8.12394841046e-05,12.3347821984
0.66825,0.000117543719635,12.3391976405
0.668375,9.80865056923e-05,12.3409491593
0.6685,8.04707229183e-05,12.3407074745
0.668625,3.84572298529e-05,12.3373016166
0.66875,5.39204090166e-05,12.3348020969
0.668875,4.02597971316e-06,12.3304694371
0.669,3.27198797985e-05,12.3268064531
0.669125,-2.2509095656e-05,12.3227855862
0.66925,-2.25779724668e-05,12.3187669933
0.669375,-4.23362295305e-05,12.3155654333
0.6695,-0.000109863712172,12.3189086431
0.669625,-7.6031140033e-05,12.3182457135
0.66975,-0.00010135356881,12.3204411169
0.669875,-0.000112903289852,12.324206011
0.67,-8.6026479881e-05,12.324567961
0.670125,-0.000107790774922,12.3276087943
0.67025,-0.000141679889709,12.3360055695
0.670375,-0.000124711586167,12.3415177394
0.6705,-8.26083385385e-05,12.3414961641
0.670625,-8.94065078758e-05,12.3422146936
0.67075,-8.27789272078e-05,12.3422102793
0.670875,-0.000100859652488,12.3443065564
0.671,-8.93170444971e-05,12.3450117015
0.671125,-1.53726011551e-05,12.3408183553
0.67125,-2.80060433429e-05,12.3369723898
0.671375,2.34739159816e-05,12.3329789053
0.6715,2.02809144513e-05,12.3288970597
0.671625,7.36347108625e-05,12.327997969
0.67175,4.80770523572e-05,12.3251237608
0.671875,4.90334754733e-05,12.3223095715
0.672,0.000111770931944,12.3259093799
0.672125,6.17517573776e-05,12.3239904093
0.67225,0.000101118539193,12.3261469503
0.672375,9.93844832311e-05,12.3280795317
0.6725,0.000149212498863,12.3378631794
0.672625,0.000114339179423,12.3418021568
0.67275,0.000136349843487,12.349221243
0.672875,0.000118581075292,12.3537622431
0.673,9.34362985813e-05,12.3549314464
0.673125,7.02994852387e-05,12.3537088034
0.67325,5.51124632871e-05,12.3512844139
0.673375,5.60611297403e-05,12.3489277351
0.6735,5.99665555559e-05,12.3468585953
0.673625,3.26361960521e-05,12.3431895901
0.67375,-8.55730115059e-06,12.3388930214
0.673875,-1.17219849866e-05,12.334637183
0.674,-8.64038980375e-05,12.3350291039
0.674125,-2.25614314624e-05,12.3310091243
0.67425,-6.20991874686e-05,12.3291146224
0.674375,-9.19179128967e-05,12.3301365829
0.6745,-9.58869788337e-05,12.331630175
0.674625,-7.82617130447e-05,12.3311748409
0.67475,-0.000104567212713,12.333770436
0.674875,-0.000135167023483,12.3410079773
0.675,-0.000130458303034,12.3474357711
0.675125,-8.12185569545e-05,12.3472643993
0.67525,-4.7242407518e-05,12.3443333693
0.675375,-8.05787883471e-05,12.3440995002
0.6755,-9.48676365903e-05,12.3454514137
0.675625,-7.05273742542e-05,12.3442558867
0.67575,-5.60452820852e-05,12.3419012999
0.675875,-4.32017679334e-05,12.3387405669
0.676,-1.9836469878e-05,12.3346470722
0.676125,-1.65756765994e-06,12.3303058709
0.67625,-2.50451736796e-05,12.3263613442
0.676375,4.9412246117e-05,12.323570418
0.6765,4.94119793727e-05,12.3207804726
0.676625,0.00011200624542,12.3244165359
0.67675,7.03991264296e-05,12.3232247971
0.676875,0.000101551737006,12.3254382586
0.677,9.8027854211e-05,12.3272017987
0.677125,0.000126213584395,12.3329729646
0.67725,0.000122356282507,12.3381234241
0.677375,8.73243576826e-05,12.3386128284
0.6775,0.00010286239307,12.3409727145
0.677625,0.000116557809744,12.345229739
0.67775,0.000129881016736,12.3515521781
0.677875,8.25851565018e-05,12.3515182164
0.678,7.73261658536e-05,12.3509531998
0.678125,5.80537150604e-05,12.3487403535
0.67825,7.35388030628e-05,12.3478166488
0.678375,4.16887045545e-05,12.3445730683
0.6785,3.96969975727e-05,12.3412277078
0.678625,-4.31083534326e-05,12.338062051
0.67875,-4.86554148882e-05,12.3352199054
0.678875,-1.97299747635e-05,12.3311239397
0.679,-2.63918295064e-05,12.3272233244
0.679125,-7.86717520502e-05,12.326812802
0.67925,-0.000102700385883,12.3291697726
0.679375,-9.09261451263e-05,12.330076589
0.6795,-8.62127238309e-05,12.3304525422
0.679625,-8.76351417702e-05,12.3309849836
0.67975,-0.000108273754534,12.334081087
0.679875,-0.00015137333477,12.3442561168
0.68,-8.43338964475e-05,12.3444140283
0.680125,-8.56261343985e-05,12.3447106858
0.68025,-8.69617014138e-05,12.3451527989
0.680375,-7.76869853439e-05,12.3446286969
0.6805,-5.91359825253e-05,12.3424992115
0.680625,-4.59369536385e-05,12.3394927057
0.68075,-3.42452027198e-05,12.3358930444
0.680875,-7.18333277816e-05,12.3348223048
0.681,2.28721988211e-05,12.3308112992
0.681125,5.36085833838e-05,12.3282932489
0.68125,2.19085558471e-05,12.3242553213
0.681375,5.05196185007e-05,12.3215355125
0.6815,4.31897518274e-05,12.3183796751
0.681625,0.000110960738765,12.3218719355
0.68175,5.836160663e-05,12.3196961977
0.681875,8.4429317975e-05,12.3198898643
0.682,7.01677981996e-05,12.3186807211
0.682125,0.000108466619345,12.3218244901
0.68225,9.6597119327e-05,12.3234161339
0.682375,0.000110915000574,12.3268928766
0.6825,8.35207569153e-05,12.3269821325
0.682625,4.28297352468e-05,12.3238051264
0.68275,7.75204573373e-05,12.3232834061
0.682875,4.76595384814e-05,12.3203853705
0.683,5.1217240925e-05,12.3177121771
0.683125,1.27528199154e-05,12.3134728365
0.68325,6.57549985436e-05,12.311886112
0.683375,-1.28415634646e-06,12.3075442191
0.6835,-1.96818498804e-05,12.3034486212
0.683625,-3.04198484797e-05,12.2996970762
0.68375,-4.09663916543e-05,12.2964275608
0.683875,-2.12738145407e-06,12.2920875133
0.684,-0.000133942386715,12.2992259621
0.684125,-6.55967121473e-05,12.2976349982
0.68425,-5.31527160618e-05,12.295099804
0.684375,-8.77234283337e-05,12.2956819747
0.6845,-0.000142540790597,12.3043288149
0.684625,-0.000134137286116,12.3114682889
0.68475,-0.000139764030716,12.319569434
0.684875,-0.000117916923219,12.3240714211
0.685,-7.93092467726e-05,12.3237277582
0.685125,-6.5258357546e-05,12.3220931682
0.68525,-6.46521821551e-05,12.3204095126
0.685375,-9.50212518206e-06,12.3161240507
0.6855,-1.46667222594e-05,12.3119181904
0.685625,-4.79148218046e-05,12.3090394989
0.68575,1.37404907443e-05,12.3048170676
0.685875,2.76930789547e-05,12.3009641022
0.686,8.41468401137e-06,12.2966664386
0.686125,5.45481252407e-05,12.2942278109
0.68625,2.53599104897e-05,12.2902967678
0.686375,0.00011076294664,12.2938117475
0.6865,9.0827733484e-05,12.2947500095
0.686625,8.04028515093e-05,12.2945451789
