time_ms,direct,isolated_reflection,reverberant_tail
23.3,1.185550381e-137,1.185550381e-137,2.192456202e-18
23.35,7.236090053e-139,7.236090053e-139,3.968371472e-18
23.4,4.362407702e-140,4.362407702e-140,7.150946252e-18
23.45,2.597687351e-141,2.597687351e-141,1.282875499e-17
23.5,1.527868044e-142,1.527868044e-142,2.291264944e-17
23.55,8.876119802e-144,8.876119802e-144,4.074139659e-17
23.6,5.093294669e-145,5.093294669e-145,7.212176001e-17
23.65,2.886774031e-146,2.886774031e-146,1.271061379e-16
23.7,1.616088414e-147,1.616088414e-147,2.230162616e-16
23.75,8.936259737e-149,8.936259737e-149,3.895617809e-16
23.8,4.880730071e-150,4.880730071e-150,6.774635848e-16
23.85,2.633007739e-151,2.633007739e-151,1.172911843e-15
23.9,1.403000486e-152,1.403000486e-152,2.021690123e-15
23.95,7.384172727e-154,7.384172727e-154,3.469234125e-15
24,3.838700349e-155,3.838700349e-155,5.926829477e-15
24.05,1.971083022e-156,1.971083022e-156,1.00804764e-14
24.1,9.996868096e-158,9.996868096e-158,1.706905525e-14
24.15,5.007965707e-159,5.007965707e-159,2.877449521e-14
24.2,2.477975855e-160,2.477975855e-160,4.829206153e-14
24.25,1.211075265e-161,1.211075265e-161,8.068885995e-14
24.3,5.846332856e-163,5.846332856e-163,1.342212304e-13
24.35,2.787624554e-164,2.787624554e-164,2.222791126e-13
24.4,1.312874957e-165,1.312874957e-165,3.66476301e-13
24.45,6.107321564e-167,6.107321564e-167,6.015378214e-13
24.5,2.806186621e-168,2.806186621e-168,9.82991549e-13
24.55,1.273563641e-169,1.273563641e-169,1.599213444e-12
24.6,5.709040106e-171,5.709040106e-171,2.590197514e-12
24.65,2.527806787e-172,2.527806787e-172,4.176660111e-12
24.7,1.105510819e-173,1.105510819e-173,6.704944531e-12
24.75,4.775517691e-175,4.775517691e-175,1.071595908e-11
24.8,2.03758746e-176,2.03758746e-176,1.705048378e-11
24.85,8.587176705e-178,8.587176705e-178,2.700922778e-11
24.9,3.574562379e-179,3.574562379e-179,4.259488318e-11
24.95,1.469716941e-180,1.469716941e-180,6.687634011e-11
25,5.968742732e-182,5.968742732e-182,1.045339512e-10
25.05,2.394254761e-183,2.394254761e-183,1.62671712e-10
25.1,9.486285672e-185,9.486285672e-185,2.520208723e-10
25.15,3.712447989e-186,3.712447989e-186,3.8871454e-10
25.2,1.435036332e-187,1.435036332e-187,5.968907706e-10
25.25,5.479030969e-189,5.479030969e-189,9.124913239e-10
25.3,2.066250413e-190,2.066250413e-190,1.388776715e-09
25.35,7.696627911e-192,7.696627911e-192,2.104291548e-09
25.4,2.831759519e-193,2.831759519e-193,3.174308981e-09
25.45,1.029083432e-194,1.029083432e-194,4.767188088e-09
25.5,3.693883068e-196,3.693883068e-196,7.127630521e-09
25.55,1.309646361e-197,1.309646361e-197,1.06095722e-08
25.6,4.586308633e-199,4.586308633e-199,1.572245531e-08
25.65,1.58639325e-200,1.58639325e-200,2.319597689e-08
25.7,5.419968585e-202,5.419968585e-202,3.407020669e-08
25.75,1.829030826e-203,1.829030826e-203,4.98203382e-08
25.8,6.096542709e-205,6.096542709e-205,7.252844675e-08
25.85,2.007171842e-206,2.007171842e-206,1.051186766e-07
25.9,6.527153569e-208,6.527153569e-208,1.516775114e-07
25.95,2.096531758e-209,2.096531758e-209,2.178874955e-07
26,6.651466374e-211,6.651466374e-211,3.116113168e-07
26.05,2.084355027e-212,2.084355027e-212,4.436739585e-07
26.1,6.45155387e-214,6.45155387e-214,6.289041459e-07
26.15,1.972401397e-215,1.972401397e-215,8.875131147e-07
26.2,5.956136126e-217,5.956136126e-217,1.246909412e-06
26.25,1.776528864e-218,1.776528864e-218,1.744073685e-06
26.3,5.233813713e-220,5.233813713e-220,2.428647908e-06
26.35,1.523009433e-221,1.523009433e-221,3.366930009e-06
26.4,4.377491037e-223,4.377491037e-223,4.647008015e-06
26.45,1.24275717e-224,1.24275717e-224,6.385318384e-06
26.5,3.484862357e-226,3.484862357e-226,8.734971545e-06
26.55,9.652133514e-228,9.652133514e-228,1.189625417e-05
26.6,2.640580136e-229,2.640580136e-229,1.612979236e-05
26.65,7.135324402e-231,7.135324402e-231,2.177294229e-05
26.7,1.904436223e-232,1.904436223e-232,2.926006377e-05
26.75,5.020621526e-234,5.020621526e-234,3.91474265e-05
26.8,1.307334957e-235,1.307334957e-235,5.214359487e-05
26.85,3.362440466e-237,3.362440466e-237,6.914623259e-05
26.9,8.542021756e-239,8.542021756e-239,9.128635761e-05
26.95,2.143409161e-240,2.143409161e-240,0.0001199811547
27,5.31236408e-242,5.31236408e-242,0.0001569965099
27.05,1.300495699e-243,1.300495699e-243,0.00020452046
27.1,3.144621278e-245,3.144621278e-245,0.0002652487379
27.15,7.510452728e-247,7.510452728e-247,0.000342483532
27.2,1.771749117e-248,1.771749117e-248,0.000440246451
27.25,4.12835155e-250,4.12835155e-250,0.0005634064776
27.3,9.50144065e-252,9.50144065e-252,0.0007178233979
27.35,2.159934528e-253,2.159934528e-253,0.0009105067864
27.4,4.849869512e-255,4.849869512e-255,0.001149790104
27.45,1.075617502e-256,1.075617502e-256,0.001445518811
27.5,2.356264319e-258,2.356264325e-258,0.001809250625
27.55,5.098336458e-260,5.0983439e-260,0.002254465104
27.6,1.089610598e-261,1.090510224e-261,0.002796778715
27.65,2.300130538e-263,3.382209844e-263,0.003454160364
27.7,4.795920654e-265,1.29970727e-262,0.004247141098
27.75,9.877108722e-267,1.541728773e-261,0.00519901038
27.8,2.009213183e-268,1.826226204e-260,0.006335989984
27.85,4.037016676e-270,2.152227354e-259,0.007687375263
27.9,8.011861028e-272,2.523515289e-258,0.00928563234
27.95,1.570524123e-273,2.943797591e-257,0.01116643876
28,3.0408441e-275,3.416600206e-256,0.01336865437
28.05,5.815432756e-277,3.945159732e-255,0.01593420882
28.1,1.098520741e-278,4.532306091e-254,0.01890789211
28.15,2.049617517e-280,5.180337857e-253,0.02233703523
28.2,3.777249972e-282,5.890893203e-252,0.02627106901
28.25,6.875700786e-284,6.664820015e-251,0.03076095139
28.3,1.236222236e-285,7.502049299e-250,0.03585845586
28.35,2.195404109e-287,8.401476436e-249,0.04161531697
28.4,3.850975309e-289,9.360855158e-248,0.04808223337
28.45,6.672142839e-291,1.037670927e-246,0.05530773324
28.5,1.141821657e-292,1.144426707e-245,0.06333691255
28.55,1.93005443e-294,1.255742322e-244,0.07221006257
28.6,3.222397984e-296,1.370873214e-243,0.08196120895
28.65,5.314068364e-298,1.488943648e-242,0.09261659117
28.7,8.655924048e-300,1.60895332e-241,0.1041931172
28.75,1.392637472e-301,1.729787835e-240,0.1166968337
28.8,2.21310009e-303,1.850233095e-239,0.1301214566
28.85,3.473780516e-305,1.968993413e-238,0.1444470119
28.9,5.385698455e-307,2.084713089e-237,0.1596386367
28.95,8.247456471e-309,2.196001007e-236,0.1756455943
29,1.247487982e-310,2.301457655e-235,0.192400552
29.05,1.863764555e-312,2.399703882e-234,0.2098191719
29.1,2.750325313e-314,2.489410583e-233,0.2278000558
29.15,4.00880952e-316,2.569328419e-232,0.2462250792
29.2,5.771452545e-318,2.63831667e-231,0.264960142
29.25,8.206924443e-320,2.695370273e-230,0.2838563487
29.3,1.151172955e-321,2.739644166e-229,0.3027516221
29.35,1.482196938e-323,2.770474106e-228,0.3214727369
29.4,0,2.787393248e-227,0.3398377494
29.45,0,2.790143909e-226,0.3576587813
29.5,0,2.778684098e-225,0.3747451046
29.55,0,2.75318858e-224,0.3909064589
29.6,0,2.714044443e-223,0.4059565254
29.65,0,2.66184132e-222,0.419716468
29.7,0,2.597356613e-221,0.4320184501
29.75,0,2.521536231e-220,0.4427090314
29.8,0,2.435471521e-219,0.4516523471
29.85,0,2.340373168e-218,0.4587329791
29.9,0,2.237542932e-217,0.4638584342
29.95,0,2.128344156e-216,0.4669611547
30,0,2.014171959e-215,0.468
30.05,0,1.89642402e-214,0.4669611547
30.1,0,1.776472796e-213,0.4638584342
30.15,0,1.655639911e-212,0.4587329791
30.2,0,1.535173357e-211,0.4516523471
30.25,0,1.416227991e-210,0.4427090315
30.3,0,1.29984969e-209,0.4320184501
30.35,0,1.186963346e-208,0.419716468
30.4,0,1.078364774e-207,0.4059565255
30.45,0,9.747164362e-207,0.390906459
30.5,0,8.765467784e-206,0.3747451047
30.55,0,7.842528727e-205,0.3576587815
30.6,0,6.981059673e-204,0.3398377496
30.65,0,6.182594942e-203,0.3214727373
30.7,0,5.447590452e-202,0.3027516227
30.75,0,4.775538137e-201,0.2838563497
30.8,0,4.165090066e-200,0.2649601434
30.85,0,3.614187573e-199,0.2462250814
30.9,0,3.120191083e-198,0.2278000591
30.95,0,2.680006864e-197,0.2098191768
31,0,2.290207502e-196,0.1924005593
31.05,0,1.947143556e-195,0.1756456052
31.1,0,1.647044458e-194,0.1596386529
31.15,0,1.386107407e-193,0.1444470358
31.2,0,1.160573522e-192,0.1301214917
31.25,0,9.667911008e-192,0.116696885
31.3,0,8.012662344e-191,0.104193192
31.35,0,6.607014369e-190,0.09261669947
31.4,0,5.42023196e-189,0.08196136521
31.45,0,4.423995799e-188,0.07221028706
31.5,0,3.592491514e-187,0.0633372336
31.55,0,2.90242501e-186,0.05530819034
31.6,0,2.332977103e-185,0.04808288131
31.65,0,1.865710075e-184,0.04161623135
31.7,0,1.484437952e-183,0.03585974051
31.75,0,1.175071122e-182,0.03076274826
31.8,0,9.25444693e-182,0.02627357116
31.85,0,7.251385555e-181,0.02234050407
31.9,0,5.652957713e-180,0.01891267978
31.95,0,4.384445622e-179,0.0159407874
32,0,3.383279299e-178,0.01337765373
32.05,0,2.597438219e-177,0.01117869509
32.1,0,1.983977824e-176,0.009302250345
32.15,0,1.507691937e-175,0.007709807222
32.2,0,1.139915405e-174,0.006366135683
32.25,0,8.57465875e-174,0.00523934271
32.3,0,6.417195636e-173,0.00430086296
32.35,0,4.778129604e-172,0.003525399495
32.4,0,3.539604866e-171,0.002890828102
32.45,0,2.60877037e-170,0.002378077814
32.5,0,1.912939058e-169,0.001970999061
32.55,0,1.395566796e-168,0.001656229638
32.6,0,1.012941427e-167,0.001423067315
32.65,0,7.314796532e-167,0.001263356513
32.7,0,5.255383088e-166,0.001171395104
32.75,0,3.756563374e-165,0.001143865983
32.8,0,2.671537486e-164,0.001179796724
32.85,0,1.890236028e-163,0.00128054928
32.9,0,1.33062296e-162,0.001449840363
32.95,0,9.319190742e-162,0.001693791825
33,0,6.493601012e-161,0.002021009021
33.05,0,4.501706869e-160,0.00244268377
33.1,0,3.104938738e-159,0.002972717178
33.15,0,2.130654693e-158,0.003627856144
33.2,0,1.454646004e-157,0.004427835956
33.25,0,9.880655949e-157,0.00539551998
33.3,0,6.677262471e-156,0.006557025998
33.35,0,4.489472654e-155,0.007941827502
33.4,0,3.003145853e-154,0.009582817022
33.45,0,1.998672934e-153,0.01151631762
33.5,0,1.323400363e-152,0.01378202798
33.55,0,8.718162892e-152,0.01642288625
33.6,0,5.714035325e-151,0.01948483784
33.65,0,3.72601908e-150,0.02301649322
33.7,0,2.417304942e-149,0.02706866293
33.75,0,1.560278116e-148,0.03169375923
33.8,0,1.001974817e-147,0.03694505636
33.85,0,6.401707207e-147,0.04287580511
33.9,0,4.069293548e-146,0.0495382017
33.95,0,2.573513462e-145,0.05698221572
34,0,1.619265566e-144,0.0652542879
34.05,0,1.01366378e-143,0.07439591418
34.1,0,6.313264558e-143,0.08444213928
34.15,0,3.911994727e-142,0.09541998904
34.2,0,2.411719219e-141,0.1073468775
34.25,0,1.479242717e-140,0.1202290302
34.3,0,9.026852523e-140,0.1340599701
34.35,0,5.480465729e-139,0.1488191163
34.4,0,3.310417715e-138,0.1644705495
34.45,0,1.989446846e-137,0.180961996
34.5,0,1.189504515e-136,0.1982240845
34.55,0,7.075938689e-136,0.216169924
34.6,0,4.187802959e-135,0.2346950465
34.65,0,2.465883926e-134,0.2536777523
34.7,0,1.444585434e-133,0.2729798819
34.75,0,8.41972768e-133,0.2924480332
34.8,0,4.882441753e-132,0.3119152231
34.85,0,2.816827865e-131,0.331202983
34.9,0,1.616842653e-130,0.3501238623
34.95,0,9.233352558e-130,0.3684842961
35,0,5.24608462e-129,0.3860877833
35.05,0,2.965482573e-128,0.402738305
35.1,0,1.6677835e-127,0.4182439026
35.15,0,9.331859279e-127,0.4324203272
35.2,0,5.194944371e-126,0.4450946622
35.25,0,2.877251555e-125,0.456108823
35.3,0,1.585473463e-124,0.4653228324
35.35,0,8.692092371e-124,0.472617779
35.4,0,4.741043068e-123,0.4778983699
35.45,0,2.572809791e-122,0.4810950027
35.5,0,1.389074923e-121,0.4821652914
35.55,0,7.461529734e-121,0.4810950027
35.6,0,3.987624804e-120,0.4778983699
35.65,0,2.120239472e-119,0.472617779
35.7,0,1.121604528e-118,0.4653228324
35.75,0,5.903081839e-118,0.456108823
35.8,0,3.091021788e-117,0.4450946622
35.85,0,1.610310187e-116,0.4324203272
35.9,0,8.346439046e-116,0.4182439026
35.95,0,4.304048175e-115,0.402738305
36,0,2.208194039e-114,0.3860877833
36.05,0,1.127149582e-113,0.3684842961
36.1,0,5.724137896e-113,0.3501238623
36.15,0,2.892163444e-112,0.331202983
36.2,0,1.453850631e-111,0.311915223
36.25,0,7.271114066e-111,0.2924480332
36.3,0,3.617981469e-110,0.2729798818
36.35,0,1.791083901e-109,0.2536777521
36.4,0,8.821648199e-109,0.2346950463
36.45,0,4.322825954e-108,0.2161699236
36.5,0,2.107511621e-107,0.198224084
36.55,0,1.022248348e-106,0.1809619952
36.6,0,4.933181213e-106,0.1644705483
36.65,0,2.368546591e-105,0.1488191146
36.7,0,1.13141259e-104,0.1340599676
36.75,0,5.377052712e-104,0.1202290267
36.8,0,2.542446323e-103,0.1073468723
36.85,0,1.196033938e-102,0.09541998154
36.9,0,5.597826393e-102,0.08444212846
36.95,0,2.606631022e-101,0.07439589864
37,0,1.207602228e-100,0.06525426567
37.05,0,5.566118697e-100,0.05698218408
37.1,0,2.552496957e-99,0.04953815685
37.15,0,1.164560926e-98,0.04287574182
37.2,0,5.286197778e-98,0.03694496743
37.25,0,2.387309976e-97,0.03169363485
37.3,0,1.07265097e-96,0.02706848973
37.35,0,4.795040267e-96,0.02301625311
37.4,0,2.132604392e-95,0.01948450645
37.45,0,9.436534926e-95,0.01642243089
37.5,0,4.154311099e-94,0.01378140505
37.55,0,1.819573872e-93,0.01151546925
37.6,0,7.929112502e-93,0.009581666739
37.65,0,3.437666006e-92,0.007940274782
37.7,0,1.48281507e-91,0.006554939339
37.75,0,6.363477524e-91,0.005392728212
37.8,0,2.7169788e-90,0.004424117376
37.85,0,1.154149843e-89,0.003622925034
37.9,0,4.877781651e-89,0.002966207163
37.95,0,2.051005034e-88,0.002434127407
38,0,8.580158466e-88,0.002009812936
38.05,0,3.571150089e-87,0.001679206607
38.1,0,1.478785248e-86,0.001430924354
38.15,0,6.092370792e-86,0.001256125332
38.2,0,2.497190978e-85,0.00114840089
38.25,0,1.018360156e-84,0.001103687086
38.3,0,4.131761574e-84,0.001120204084
38.35,0,1.6678359e-83,0.001198424427
38.4,0,6.698161194e-83,0.001341070924
38.45,0,2.676344922e-82,0.001553143584
38.5,0,1.063929337e-81,0.001841973754
38.55,0,4.207922157e-81,0.002217302382
38.6,0,1.655795971e-80,0.002691377994
38.65,0,6.482315398e-80,0.003279068724
38.7,0,2.524862348e-79,0.003997981382
38.75,0,9.784293367e-79,0.004868579311
38.8,0,3.772293173e-78,0.005914289465
38.85,0,1.446990305e-77,0.00716158801
38.9,0,5.522173107e-77,0.008640052666
38.95,0,2.096711242e-76,0.01038236915
39,0,7.920478928e-76,0.01242427849
39.05,0,2.97679189e-75,0.01480445164
39.1,0,1.113088553e-74,0.01756427809
39.15,0,4.140904084e-74,0.02074755571
39.2,0,1.532656521e-73,0.02440007023
39.25,0,5.643892273e-73,0.02856905483
39.3,0,2.067744173e-72,0.0333025225
39.35,0,7.537010278e-72,0.03864846725
39.4,0,2.733289426e-71,0.04465393408
39.45,0,9.861803542e-71,0.05136396219
39.5,0,3.540065389e-70,0.05882041074
39.55,0,1.264300859e-69,0.06706068237
39.6,0,4.492352165e-69,0.07611636508
39.65,0,1.588112876e-68,0.08601181901
39.7,0,5.585642701e-68,0.0967627405
39.75,0,1.954560636e-67,0.1083747407
39.8,0,6.804705848e-67,0.1208419808
39.85,0,2.35696849e-66,0.134145909
39.9,0,8.122363254e-66,0.1482541472
39.95,0,2.784807963e-65,0.1631195757
40,0,9.499315406e-65,0.178679663
40.05,0,3.22384071e-64,0.1948560851
40.1,0,1.088526621e-63,0.2115546745
40.15,0,3.656695064e-63,0.2286657306
40.2,0,1.222144756e-62,0.2460647161
40.25,0,4.06387895e-62,0.263613354
40.3,0,1.344445153e-61,0.2811611253
40.35,0,4.425166624e-61,0.2985471581
40.4,0,1.449106747e-60,0.3156024837
40.45,0,4.721231982e-60,0.3321526225
40.5,0,1.530363202e-59,0.3480204478
40.55,0,4.935349353e-59,0.3630292677
40.6,0,1.58352709e-58,0.3770060503
40.65,0,5.054955152e-58,0.3897847132
40.7,0,1.605437223e-57,0.401209389
40.75,0,5.072867991e-57,0.4111375798
40.8,0,1.594769811e-56,0.4194431098
40.85,0,4.988002501e-56,0.426018792
40.9,0,1.552170878e-55,0.4307787293
40.95,0,4.805478199e-55,0.4336601816
41,0,1.480191492e-54,0.4346249425
41.05,0,4.536108223e-54,0.4336601816
41.1,0,1.383034849e-53,0.4307787293
41.15,0,4.195338919e-53,0.426018792
41.2,0,1.26615009e-52,0.4194431098
41.25,0,3.801784902e-52,0.4111375798
41.3,0,1.135727403e-51,0.401209389
41.35,0,3.375552598e-51,0.3897847132
41.4,0,9.981593204e-51,0.3770060503
41.45,0,2.936561259e-50,0.3630292676
41.5,0,8.595328421e-50,0.3480204478
41.55,0,2.5030533e-49,0.3321526224
41.6,0,7.252069069e-49,0.3156024837
41.65,0,2.090441303e-48,0.2985471579
41.7,0,5.995124898e-48,0.2811611251
41.75,0,1.710577301e-47,0.2636133538
41.8,0,4.855918468e-47,0.2460647157
41.85,0,1.371463581e-46,0.2286657299
41.9,0,3.853730893e-46,0.2115546736
41.95,0,1.0773646e-45,0.1948560837
42,0,2.996596238e-45,0.1786796608
42.05,0,8.29235661e-45,0.1631195725
42.1,0,2.283031601e-44,0.1482541424
42.15,0,6.253599828e-44,0.134145902
42.2,0,1.704246705e-43,0.1208419705
42.25,0,4.620819995e-43,0.1083747256
42.3,0,1.246493019e-42,0.09676271855
42.35,0,3.345375422e-42,0.08601178719
42.4,0,8.93272749e-42,0.07611631917
42.45,0,2.37305345e-41,0.06706061642
42.5,0,6.272131676e-41,0.05882031641
42.55,0,1.649327978e-40,0.05136382789
42.6,0,4.315022818e-40,0.04465374372
42.65,0,1.123164528e-39,0.03864819861
42.7,0,2.908625943e-39,0.03330214508
42.75,0,7.494049881e-39,0.02856852692
42.8,0,1.921009433e-38,0.0243993351
42.85,0,4.899216448e-38,0.02074653658
42.9,0,1.243105445e-37,0.0175628715
42.95,0,3.138148725e-37,0.01480251889
43,0,7.881761467e-37,0.01242163453
43.05,0,1.969505801e-36,0.01037876831
43.1,0,4.896383809e-36,0.008635170384
43.15,0,1.211094004e-35,0.007154997618
43.2,0,2.980330769e-35,0.005905432817
43.25,0,7.296847852e-35,0.004856729885
43.3,0,1.777421082e-34,0.003982198181
43.35,0,4.307542539e-34,0.003258139041
43.4,0,1.03861128e-33,0.002663746778
43.45,0,2.491498939e-33,0.002180985616
43.5,0,5.946379054e-33,0.001794452913
43.55,0,1.411980456e-32,0.00149123785
43.6,0,3.335715419e-32,0.001260783515
43.65,0,7.840314996e-32,0.00109475903
43.7,0,1.833421172e-31,0.000986947099
43.75,0,4.265551452e-31,0.0009331511321
43.8,0,9.873527482e-31,0.0009311249032
43.85,0,2.273807557e-30,0.0009805265419
43.9,0,5.209778795e-30,0.001082897556
43.95,0,1.18759695e-29,0.001241666501
44,0,2.693413766e-29,0.00146217585
44.05,0,6.077448523e-29,0.001751729577
44.1,0,1.364343463e-28,0.00211965792
44.15,0,3.047265899e-28,0.002577394751
44.2,0,6.77144259e-28,0.003138561941
44.25,0,1.497049848e-27,0.003819054086
44.3,0,3.292877195e-27,0.00463711599
44.35,0,7.206078999e-27,0.005613404346
44.4,0,1.568941372e-26,0.006771024273
44.45,0,3.398588813e-26,0.008135530669
44.5,0,7.32444536e-26,0.009734883903
44.55,0,1.570489638e-25,0.01159934913
44.6,0,3.350268539e-25,0.01376132868
44.65,0,7.11063481e-25,0.01625511747
44.7,0,1.501486189e-24,0.01911657225
44.75,0,3.154412762e-24,0.02238268724
44.8,0,6.593255597e-24,0.02609107024
44.85,0,1.371088584e-23,0.0302793162
44.9,0,2.836712547e-23,0.03498427812
44.95,0,5.839146292e-23,0.04024123871
45,0,1.195824906e-22,0.04608299014
45.05,0,2.436520358e-22,0.05253883378
45.1,0,4.939201072e-22,0.05963351598
45.15,0,9.961565163e-22,0.06738612077
45.2,0,1.998861328e-21,0.0758089448
45.25,0,3.990450825e-21,0.08490638365
45.3,0,7.925843132e-21,0.0946738625
45.35,0,1.566221544e-20,0.1050968467
45.4,0,3.079251251e-20,0.1161499693
45.45,0,6.023116609e-20,0.1277963143
45.5,0,1.172145779e-19,0.1399868911
45.55,0,2.269479145e-19,0.1526603366
45.6,0,4.371746555e-19,0.1657428751
45.65,0,8.378532691e-19,0.1791485614
45.7,0,1.597589408e-18,0.1927798265
45.75,0,3.030725396e-18,0.2065283371
45.8,0,5.720213198e-18,0.2202761688
45.85,0,1.074142882e-17,0.2338972861
45.9,0,2.006763098e-17,0.2472593104
45.95,0,3.730047559e-17,0.2602255452
46,0,6.897899206e-17,0.2726572203
46.05,0,1.269122462e-16,0.2844159061
46.1,0,2.3231349e-16,0.2953660406
46.15,0,4.230868621e-16,0.305377506
46.2,0,7.666000826e-16,0.314328188
46.25,0,1.381950208e-15,0.3221064462
46.3,0,2.478564023e-15,0.3286134281
46.35,0,4.422747026e-15,0.3337651576
46.4,0,7.85178264e-15,0.3374943387
46.45,0,1.386847314e-14,0.3397518175
46.5,0,2.437099401e-14,0.340507661
46.55,0,4.260906928e-14,0.3397518175
46.6,0,7.411652769e-14,0.3374943387
46.65,0,1.282662191e-13,0.3337651576
46.7,0,2.208481338e-13,0.328613428
46.75,0,3.78320074e-13,0.3221064462
46.8,0,6.447765736e-13,0.314328188
46.85,0,1.093310014e-12,0.305377506
46.9,0,1.844427606e-12,0.2953660406
46.95,0,3.095737395e-12,0.2844159061
47,0,5.169527198e-12,0.2726572202
47.05,0,8.588587564e-12,0.2602255451
47.1,0,1.419635604e-11,0.2472593103
47.15,0,2.334620151e-11,0.233897286
47.2,0,3.819792647e-11,0.2202761685
47.25,0,6.217954775e-11,0.2065283368
47.3,0,1.007023351e-10,0.192779826
47.35,0,1.62261593e-10,0.1791485606
47.4,0,2.601214352e-10,0.1657428739
47.45,0,4.148783377e-10,0.1526603348
47.5,0,6.583390083e-10,0.1399868883
47.55,0,1.039351939e-09,0.1277963102
47.6,0,1.632525162e-09,0.1161499632
47.65,0,2.551181453e-09,0.1050968377
47.7,0,3.966496047e-09,0.09467384939
47.75,0,6.135598246e-09,0.08490636449
47.8,0,9.442587442e-09,0.0758089169
47.85,0,1.445803686e-08,0.06738608033
47.9,0,2.202479384e-08,0.05963345763
47.95,0,3.338094199e-08,0.05253874996
48,0,5.033493776e-08,0.04608287026
48.05,0,7.551351665e-08,0.04024106803
48.1,0,1.127104198e-07,0.03498403619
48.15,0,1.673738672e-07,0.03027897477
48.2,0,2.472836748e-07,0.02609059056
48.25,0,3.634858031e-07,0.0223820163
48.3,0,5.315739278e-07,0.01911563795
48.35,0,7.734355012e-07,0.01625382222
48.4,0,1.119615095e-06,0.01375954099
48.45,0,1.612492115e-06,0.01159689271
48.5,0,2.310524967e-06,0.00973152358
48.55,0,3.293881293e-06,0.008130954209
48.6,0,4.671855844e-06,0.006764819181
48.65,0,6.592575851e-06,0.005605028349
48.7,0,9.255610045e-06,0.004625859716
48.75,0,1.29282331e-05,0.003803994167
48.8,0,1.796625301e-05,0.003118502428
48.85,0,2.484048438e-05,0.002550794366
48.9,0,3.417014495e-05,0.002084540283
48.95,0,4.676466135e-05,0.001705573122
49,0,6.367559006e-05,0.001401779679
49.05,0,8.62605801e-05,0.001162987984
49.1,0,0.0001162615162,0.0009808570202
49.15,0,0.0001558991698,0.0008487739709
49.2,0,0.0002079868293,0.0007617631781
49.25,0,0.000276065463,0.0007164100481
49.3,0,0.0003645629529,0.0007108022063
49.35,0,0.0004789798025,0.0007444893125
49.4,0,0.0006261034251,0.0008184620946
49.45,0,0.000814252631,0.000935150324
49.5,0,0.001053553207,0.001098438655
49.55,0,0.001356244493,0.001313698445
49.6,0,0.001737015582,0.001587832897
49.65,0,0.002213368131,0.001929332059
49.7,0,0.002806000877,0.002348333464
49.75,0,0.003539208631,0.002856683399
49.8,0,0.004441285972,0.003467993079
49.85,0,0.00554492305,0.004197683292
49.9,0,0.006887577854,0.005063010498
49.95,0,0.008511806263,0.006083066829
50,0,0.01046552817,0.00727874613
50.05,0,0.0128022052,0.008672668012
50.1,0,0.01558090317,0.01028905199
50.15,0,0.0188662109,0.01215353415
50.2,0,0.02272798601,0.01429291958
50.25,0,0.02724089885,0.0167348647
50.3,0,0.03248374746,0.01950748545
50.35,0,0.03853851973,0.02263888869
50.4,0,0.04548918385,0.026156627
50.45,0,0.05342019542,0.03008707917
50.5,0,0.06241471786,0.03445476219
50.55,0,0.07255256363,0.03928158324
50.6,0,0.08390787561,0.044586044
50.65,0,0.09654658138,0.05038241273
50.7,0,0.1105236673,0.05667988303
50.75,0,0.1258803337,0.06348174121
50.8,0,0.1426411054,0.07078456671
50.85,0,0.1608109871,0.07857749236
50.9,0,0.1803727604,0.08684155215
50.95,0,0.2012845298,0.09554914507
51,0,0.2234776289,0.1046636425
51.05,0,0.2468549978,0.1141391651
51.1,0,0.2712901374,0.1239205533
51.15,0,0.2966267398,0.1339435485
51.2,0,0.322679075,0.1441352018
51.25,0,0.3492331973,0.1544145157
51.3,0,0.376049009,0.1646933219
51.35,0,0.4028631915,0.174877388
51.4,0,0.429392981,0.1848677387
51.45,0,0.4553407358,0.1945621704
51.5,0,0.4803992059,0.2038569292
51.55,0,0.5042573864,0.2126485159
51.6,0,0.5266068063,0.2208355751
51.65,0,0.5471480796,0.2283208219
51.7,0,0.5655975276,0.2350129555
51.75,0,0.5816936693,0.240828506
51.8,0,0.5952033736,0.2456935646
51.85,0,0.6059274712,0.2495453451
51.9,0,0.6137056381,0.2523335324
51.95,0,0.618420383,0.2540213758
52,0,0.62,0.2545864954
52.05,0,0.618420383,0.2540213758
52.1,0,0.6137056381,0.2523335324
52.15,0,0.6059274712,0.2495453451
52.2,0,0.5952033736,0.2456935645
52.25,0,0.5816936693,0.240828506
52.3,0,0.5655975276,0.2350129555
52.35,0,0.5471480796,0.2283208219
52.4,0,0.5266068063,0.220835575
52.45,0,0.5042573864,0.2126485159
52.5,0,0.4803992059,0.2038569292
52.55,0,0.4553407358,0.1945621704
52.6,0,0.429392981,0.1848677386
52.65,0,0.4028631915,0.1748773879
52.7,0,0.376049009,0.1646933218
52.75,0,0.3492331973,0.1544145155
52.8,0,0.322679075,0.1441352014
52.85,0,0.2966267398,0.133943548
52.9,0,0.2712901374,0.1239205525
52.95,0,0.2468549978,0.1141391639
53,0,0.2234776289,0.1046636406
53.05,0,0.2012845298,0.09554914228
53.1,0,0.1803727604,0.08684154801
53.15,0,0.1608109871,0.07857748624
53.2,0,0.1426411054,0.07078455773
53.25,0,0.1258803337,0.06348172808
53.3,0,0.1105236673,0.05667986392
