t_s,traffic_relative_dB,hvac_relative_dB,door_relative_dB
28.35,49.2595305337,49.3044962191,41.9758095877
28.4,52.2746663669,48.5761159246,42.0102291932
28.45,50.14377142,48.5526453623,41.4967586704
28.5,51.7923277234,48.0114939666,41.8439578771
28.55,49.174350898,47.8222969425,42.1181741976
28.6,50.4673175575,47.6913320813,41.4482390077
28.65,50.4710449409,47.9153347333,42.7094621417
28.7,50.3461288525,48.5366548146,42.214856121
28.75,49.7449428684,48.3768253921,42.579987604
28.8,50.3227948339,47.905653759,41.8904759397
28.85,52.248783177,48.3147304673,41.6227657563
28.9,51.4500754405,48.5885544404,42.0082042348
28.95,50.2587397814,47.6970108374,41.7120240132
29,51.6178974797,47.3102596207,42.3149559894
29.05,48.1308935907,48.8200550726,41.7888773655
29.1,49.9312209659,47.4087520103,41.9133618615
29.15,51.9080584268,47.6728311391,41.2354113109
29.2,51.096133308,47.739453156,42.5855031005
29.25,50.976902536,48.8902254504,42.0175140218
29.3,52.8246024271,48.1689808137,41.4470622111
29.35,50.2332655389,47.4822609951,42.1424413518
29.4,51.5534924076,47.3509679015,42.1714235462
29.45,51.6629526785,48.4850821113,41.963902648
29.5,49.9805854095,48.0104547753,41.9181980262
29.55,49.266644432,47.694719368,42.1128626402
29.6,51.674043961,48.5600660003,42.0494841205
29.65,51.501441888,48.3833279227,42.3931477456
29.7,52.8320477503,48.5930840485,41.5348874059
29.75,51.2363904481,47.5260291679,41.4328408538
29.8,51.5062977084,46.9701250448,42.1849368963
29.85,50.9380636977,48.1606826611,42.4395228942
29.9,53.3870157241,48.1108368888,41.8674321827
29.95,51.9801972094,48.172193063,41.2507826611
30,50.8569425706,47.9091313604,42.3488258139
30.05,50.6861598959,48.3851488853,42.0171132951
30.1,50.2861124311,48.0581612916,41.5936963437
30.15,47.983127791,47.9331535961,42.2349444452
30.2,50.1018338173,47.2096661838,41.964953362
30.25,53.2844949911,47.7047811228,41.4692006997
30.3,48.2323216044,48.9239653484,42.1701829645
30.35,52.580198812,47.9826735629,42.3573233615
30.4,50.8141743952,47.3410817708,42.6291860135
30.45,49.7414512032,48.4569616739,42.2765016981
30.5,51.3936658572,48.2315185588,42.2046510815
30.55,48.7329315253,48.2209564595,41.9642425157
30.6,52.6187113644,48.0442114575,42.0425961446
30.65,50.0137950697,47.5067329272,41.901409388
30.7,51.6330765579,48.1980290819,41.3526792996
30.75,50.7202357659,48.1058371165,43.2257590809
30.8,50.7166647775,48.1846807407,44.8846747882
30.85,51.1791857329,47.5951602825,48.5133114159
30.9,50.6018139819,47.690354107,53.1183439522
30.95,52.5289026296,47.8261846404,58.0457480921
31,52.6982970272,48.3149886065,60.41873138
31.05,50.1009865994,47.4754270957,57.9961534138
31.1,51.8834777396,47.5518750489,53.8443860936
31.15,51.0550042403,47.0696176512,49.1767422195
31.2,49.6517240917,47.3155054306,45.661722989
31.25,53.3902482245,48.2251784211,43.1241319468
31.3,51.2223810103,47.4883840877,42.3973524164
31.35,51.4080229966,47.661547997,41.4149788879
31.4,51.5427885803,48.3764988596,41.8908990986
31.45,52.4842600221,48.2462678057,42.0898487762
31.5,49.7999787477,47.9434375083,41.9881803148
31.55,50.9935780856,47.8323783265,41.3107743437
31.6,51.3060468015,48.2944918785,42.0751487327
31.65,51.035692137,47.5869376737,42.5608540659
31.7,49.959184185,47.869509543,42.410804946
31.75,50.2996237065,47.3221368384,42.3038004139
31.8,54.1862743,48.2418895178,42.3258939445
31.85,52.1155634015,48.0459876724,42.4498956924
31.9,52.0915557818,47.9293121467,41.8896251346
31.95,54.0802314126,47.0128942958,42.2919824734
32,50.9197501276,48.7061322033,42.0884337961
32.05,53.1937745447,47.7511622721,42.2778285204
32.1,49.2490063401,48.0714073401,42.4471567547
32.15,51.2127176057,48.0859435035,42.2800398329
32.2,49.9217897805,47.3832927878,41.8356107859
32.25,52.1512909654,48.1779517584,41.4810591212
32.3,51.7919379682,48.1713571295,42.4046093395
32.35,54.3496496281,48.0145003949,41.7273346021
32.4,51.3106455401,48.8300295726,42.5586319549
32.45,50.989056409,48.630733144,41.9207980411
32.5,52.0418755002,47.3776701768,42.1947704004
32.55,53.8567944817,47.892533992,41.6403421709
32.6,51.3060028446,48.0671226847,41.6597205111
32.65,52.3861902467,48.3627634871,41.919795504
32.7,51.0729026751,47.4346092717,41.4280591948
32.75,53.1144568447,47.4337209874,41.9191866305
32.8,49.605916939,48.1433099782,42.3812461042
32.85,50.6815892158,47.553885121,41.7079144969
32.9,50.8534470494,48.2268530255,42.3042341175
32.95,52.8866744933,46.9335273015,41.6545859315
33,49.8958578971,47.9738653101,41.3313980963
33.05,52.5135251665,47.5456866407,41.7553780759
33.1,52.7837328302,47.9037297256,41.6164893548
33.15,51.1586754551,48.3651402225,41.5251828261
33.2,53.2212005928,47.4405557597,41.1280748404
33.25,52.8727583802,47.6100670084,41.7722751482
33.3,51.1663441113,47.7863372695,41.9593926789
33.35,52.4488136478,48.3679968757,41.9508919445
33.4,52.8031059788,48.5845145864,42.5098458082
33.45,51.8097044266,47.8111130913,41.7410085865
33.5,52.2346952296,47.5731855617,41.7205683413
33.55,53.707050241,48.5837826243,42.1971736656
33.6,50.9779067685,47.676945802,41.6373348547
33.65,51.8078429891,48.1928014438,41.8572852512
33.7,52.2872913349,48.0739910519,42.5320771517
33.75,52.8374668724,47.0625378851,42.3014672668
33.8,52.8394760328,48.3184475591,41.8729177952
33.85,52.4403883103,47.8140215508,41.9452449491
33.9,51.7847321646,47.6432982823,42.1432143497
33.95,52.5870345151,47.3376983971,42.0118612931
34,52.6662322752,47.4671291445,41.9313394965
34.05,53.2216734417,47.3489698622,41.8190349103
34.1,50.9290048989,48.6742228481,41.5937953819
34.15,51.2053303004,48.6387861558,42.1757742164
34.2,50.72353168,48.4913718195,42.6938835592
34.25,51.5779609576,47.9795161483,42.1902048993
34.3,51.0243677746,48.3034542708,41.1295679046
34.35,52.2746993306,48.8132325677,41.807759586
34.4,50.7782249667,47.8653663422,42.6928356715
34.45,51.3167521758,48.3503127884,42.1879936642
34.5,51.0771679335,48.8716072473,41.9484694753
34.55,52.5204146015,47.623976892,42.267555237
34.6,52.5184627476,48.2885278838,41.9899324346
34.65,50.0071512438,47.454576246,41.9773456672
34.7,52.5709371359,47.5475926631,42.1012096382
34.75,53.3778047289,47.5423689858,42.2252859299
34.8,54.0350014598,48.3597267651,42.8624892586
34.85,53.5270948115,47.9467478197,41.8086320781
34.9,54.4293212314,48.4153800756,42.0584198024
34.95,51.290359713,48.2816008607,42.6281618152
35,53.356880913,47.8339512406,41.9302424134
35.05,53.798934538,48.1834449216,41.7848800892
35.1,54.746839811,46.9281500548,42.0973004165
35.15,52.051309401,48.2332470794,42.1321143078
35.2,54.9306464335,47.063846922,42.4562440998
35.25,52.3569994559,47.8648218082,41.7237783765
35.3,53.4585797669,48.0983899454,42.5792853421
35.35,55.0289151209,47.6288027795,41.4673413508
35.4,54.6224713569,47.9994650374,42.2686837623
35.45,55.1915465085,48.6868641566,41.5880805379
35.5,53.2467622028,48.4553238061,42.1973797351
35.55,52.5264677117,48.9407115555,42.2950081214
35.6,51.6281015925,48.1104531916,41.523034154
35.65,53.2851077801,48.1864466675,41.9657130698
35.7,54.17264393,48.6123464597,42.1412980338
35.75,49.6698652708,47.4111824743,42.0355298377
35.8,56.6601082896,48.8201895242,42.1443543064
35.85,51.5946685126,47.6199814554,41.5991793111
35.9,54.1725784301,48.1568659943,42.3576767228
35.95,55.1796041875,48.1606248539,42.1609303322
36,54.6420101007,48.2744654974,41.7801534095
36.05,52.3662521213,47.7190831909,41.2298169971
36.1,53.0049109998,47.8944935057,42.4338400907
36.15,56.3136780334,48.10063486,42.1545016848
36.2,52.7609022258,48.8195733183,41.9501992892
36.25,53.7669716881,49.059948418,41.9306378699
36.3,54.0506073787,47.5612013277,41.6436602329
36.35,54.2531703467,47.9961390784,42.5070653194
36.4,52.8547928191,47.8455520806,41.9971191711
36.45,55.6211751446,47.9141197832,41.7333751833
36.5,54.9048440448,47.7117055488,41.3825858179
36.55,53.8869591111,49.188291886,42.5196518234
36.6,55.3841921112,48.1631639948,42.853186097
36.65,54.0356440939,48.3679664469,42.3858533154
36.7,54.9892634939,48.2467751821,42.5928560117
36.75,55.8265371603,47.0498869658,42.2458727755
36.8,54.3614602995,47.446008186,42.5113784379
36.85,52.8150053059,47.5867463625,42.5146264379
36.9,55.9327711452,47.7305565802,41.9058137834
36.95,57.3485576,47.7032449737,42.1214210547
37,54.0920988214,48.2469938118,42.0939244385
37.05,52.5364233943,48.814442657,41.1169202438
37.1,54.4519114311,47.906210027,41.9031275219
37.15,54.4789082662,48.1045146071,41.9440189882
37.2,53.6284446596,47.3355868732,41.4689955161
37.25,55.7133068424,47.4046717655,42.3778251124
37.3,55.2843961423,48.6219371929,41.7756306783
37.35,52.8332326195,47.4690013755,41.7612092068
37.4,54.6572556134,48.2378728851,41.8135933612
37.45,51.5450272873,47.339834833,42.1060664646
37.5,53.7934825466,48.3998281807,41.9596325618
37.55,57.1796455933,47.9621395149,42.0699816575
37.6,56.4883309704,48.1006724071,41.9473862162
37.65,55.8389213341,48.7408883687,41.4025298152
37.7,54.961466704,47.7227104673,42.1728831464
37.75,53.2660863292,48.7153374634,42.2506150246
37.8,54.223151141,48.5380063876,41.433487989
37.85,55.4389196159,48.2156014051,42.3467606325
37.9,54.8002418359,48.0434167882,41.4364825748
37.95,53.3499206535,48.0414943875,42.0525898398
38,54.5616291496,47.516684461,41.8594805296
38.05,54.1772029575,48.8653950999,42.2157582077
38.1,54.1408887629,47.6077670047,42.0902952703
38.15,56.4944617308,48.2404383354,42.1948920709
38.2,55.700833439,48.5399244762,41.9697258659
38.25,57.0430986155,47.6040181959,41.5489272392
38.3,54.969778133,47.6259103954,42.8083702764
38.35,55.2959368582,48.3591735446,41.6885827499
38.4,56.4582100874,47.9703539422,42.0789315045
38.45,55.47281788,48.5930239614,42.0930128049
38.5,56.9858083645,48.6987376355,42.0291872749
38.55,55.5193210765,46.8196367839,41.4807559232
38.6,55.0757515209,47.854457246,42.3819025194
38.65,57.0528894719,48.2963533702,41.8433928888
38.7,56.2815831591,48.4249977462,42.3487359685
38.75,52.8537187454,47.7697170105,41.9929667899
38.8,53.7186412051,48.0846238381,41.5456246315
38.85,53.1717274881,48.611520763,41.9383635675
38.9,54.3268062996,47.5619792786,41.6279222345
38.95,55.4421423336,47.9208984626,42.2365082279
39,55.8524507657,47.270934667,41.9825632914
39.05,54.7622313505,48.5151513193,42.0471764178
39.1,55.8083153761,47.5256599438,42.1260738652
39.15,55.6976645131,47.5994997582,42.5246595239
39.2,56.0824614694,48.1556091001,42.1391495097
39.25,54.8755642208,47.9543040645,41.6931521414
39.3,54.558669322,47.9603521667,41.5854664094
39.35,55.4058424576,48.0607332569,41.9681279441
39.4,54.5756530142,47.5948631202,41.945402269
39.45,55.2455201567,47.8868701694,42.2868432218
39.5,54.191992382,47.5776888541,42.1740794014
39.55,54.9252869971,47.93912516,42.1910282536
39.6,56.2974101735,48.1820771053,42.3048072083
39.65,55.0672717794,47.9183542748,41.6511913702
39.7,56.2390008988,47.8855684374,42.0226428019
39.75,56.8402452175,47.990605015,42.3183127394
39.8,55.0827599439,47.7352311648,41.3653207838
39.85,56.7222974071,47.8923403711,42.2944365806
39.9,55.2314027621,47.7759374008,41.9470148865
39.95,56.0908727019,48.3179083328,42.1093555397
40,56.631469658,48.1764233077,41.966344222
40.05,59.3880615236,48.1690299963,41.7881363235
40.1,56.2068645532,48.3492520979,42.1023257681
40.15,56.0577243193,48.3663111662,41.8883951708
40.2,57.1713538293,48.1792889545,42.3187115439
40.25,56.8341248318,48.3483004904,42.1830059415
40.3,55.722707185,48.3838753998,41.5311576856
40.35,57.0424646151,47.9056436894,42.070314749
40.4,54.8513233448,47.9517476021,42.647814033
40.45,57.1280270049,47.5983951378,42.2589492383
40.5,55.8196443803,48.2671067965,41.3400559753
40.55,55.0578946881,47.4584398973,41.9320303097
40.6,57.8159699151,48.1890265239,42.3733930283
40.65,58.7393447572,47.6414079122,42.0155875257
40.7,56.4063811284,48.3439508859,41.595775681
40.75,55.6207306813,47.8761904379,42.5040135267
40.8,55.4377532682,47.7956981485,42.3781825702
40.85,55.08597969,48.5516853665,42.1746374163
40.9,58.249465132,47.7640181905,42.4032606337
40.95,56.309842058,47.5096283897,42.0302148951
41,58.0325200707,48.2274717307,42.229347527
41.05,55.2924035945,47.9654828435,41.7056801266
41.1,57.4116671163,48.2672931948,41.5063316438
41.15,55.3637478429,47.702484351,42.4002395822
41.2,54.9872735527,47.8713508271,42.4044406944
41.25,54.1679810526,47.3919387982,41.7370646484
41.3,56.129962411,48.1685859536,41.9500969418
41.35,56.7374852793,47.5427582404,41.7128654345
41.4,58.9164044516,47.118523574,41.915169332
41.45,55.9454171571,48.2001244791,42.0395932634
41.5,56.9471927682,48.0162981871,41.7917991161
41.55,59.4926677576,48.7317543858,41.5367618365
41.6,55.7251637835,48.2393724957,41.8771500223
41.65,56.0263935276,48.0406004742,42.3845740747
41.7,57.5422256419,47.6337404215,41.7058182656
41.75,57.5008390329,47.4031399613,42.0750246842
41.8,56.7406917079,47.7551753675,42.2839858579
41.85,56.9126250701,47.7424917302,42.0052223384
41.9,56.488478441,47.1552093806,42.2388085476
41.95,57.3702116196,48.3015680943,41.3980620148
42,55.0536213443,48.2528408036,41.5859136108
42.05,60.0128264466,47.5601640907,42.3819888888
42.1,57.0533044155,48.1467100553,42.4205196947
42.15,55.1054213909,47.2744667307,42.2541264601
42.2,57.0685717697,48.2607009167,42.1672992504
42.25,58.6667662651,47.9195515274,42.2494155435
42.3,56.9528673156,47.9432131398,41.8989300494
42.35,57.0168205203,47.4068788073,41.5603845652
42.4,56.4333496968,48.9510223566,41.598064835
42.45,57.9656482603,47.8651873515,41.4961611044
42.5,56.9434849619,47.5176772084,41.7099870454
42.55,57.9750408152,47.858688359,41.7226657409
42.6,59.2741612875,48.7742492264,42.0480655007
42.65,56.3901966078,47.5283116107,41.8069456984
42.7,57.7649804581,47.3364140385,41.8778713162
42.75,59.1813487274,48.419489371,41.2381021383
42.8,55.7803166574,47.4876126194,41.7879675708
42.85,56.5150969302,47.545099392,41.990640064
42.9,60.2464518591,48.3901397576,41.8101322808
42.95,58.8615692294,47.6178462033,41.7781932046
43,57.718786285,48.3795047419,41.7526730161
43.05,56.5009829674,47.6263846111,42.076190951
43.1,57.7869573712,48.1027591907,41.9467094843
43.15,59.1332715538,47.8301575263,41.8717712787
43.2,59.091082559,48.261684895,42.138785407
43.25,58.4399822298,48.9111470653,42.4355748207
43.3,59.539372471,48.0060411542,41.1675153236
43.35,57.6786074621,47.26835819,41.6385248795
43.4,56.6209392319,47.2868555618,42.656229299
43.45,57.955226671,48.6456136901,42.8069636694
43.5,60.4445269026,47.9488040326,41.9420420109
43.55,57.2778098065,47.5637912884,41.8469667857
43.6,58.4646449477,47.8687165688,42.1021008929
43.65,57.0331133897,48.0679582104,42.468664136
43.7,58.0365957941,47.9611364401,41.7934720243
43.75,59.4376598187,47.8931546439,41.9583190205
43.8,57.2655206881,47.520651386,42.1582079477
43.85,58.2107572877,47.3060014078,41.2200280374
43.9,60.0838597467,46.922459362,41.9147374851
43.95,56.8299888153,48.1081599997,42.4643131694
44,59.1170600489,47.4315442152,41.9303162318
44.05,58.3203391474,47.8474552843,42.253822605
44.1,59.1149599643,47.8458906303,42.0782531558
44.15,61.538893512,48.109207954,42.0535585144
44.2,56.6870122436,48.4225694453,42.3903968547
44.25,58.9491634266,48.1803873293,42.6564482339
44.3,58.095977899,47.7765738977,42.5193636663
44.35,59.9544719536,48.1840474868,42.0845687615
44.4,59.880988073,48.343576767,42.0795291347
44.45,62.5077769469,47.1290931887,42.3406810317
44.5,57.6715842463,47.8088740659,41.842728499
44.55,56.1499071607,48.106326044,41.9012206813
44.6,56.5772204003,48.2062285679,41.7439920629
44.65,57.9348625199,48.1686031539,41.2700007625
44.7,57.1894294816,47.7247383531,42.057519734
44.75,60.5873274234,47.9452021421,42.2428431869
44.8,57.4098241455,47.6833742464,41.9839670717
44.85,58.7797692819,48.5399788925,41.8597111124
44.9,58.1213570002,48.0800141674,41.8440830572
44.95,59.4277701508,47.8199403523,41.524037749
45,58.7786934313,47.8543610195,42.0632820861
45.05,59.0001590871,48.4183622973,41.6134473779
45.1,60.3147675802,47.8729746862,42.0873095383
45.15,58.2804947276,47.6369596943,41.9749214335
45.2,56.8856248796,48.4647272174,41.7098559167
45.25,58.1727502338,48.0264289816,41.8381737217
45.3,58.876770124,47.6551199815,41.5166019451
45.35,59.3193684015,47.8307059761,42.03842344
45.4,58.4569847954,47.497773791,41.8062140005
45.45,57.8509913411,47.5726356463,41.8855528586
45.5,57.9005578906,48.6058824119,42.1340185007
45.55,59.2644478767,48.3148811755,41.7379624816
45.6,59.3838566256,48.6611524784,42.0406361416
45.65,59.4234983263,48.3481417524,42.4112843178
45.7,59.7987690917,48.378341974,42.0944596256
45.75,57.2516256869,47.950781283,42.2201274885
45.8,57.757825359,47.1493984287,42.0575477232
45.85,59.8826864843,48.1923339934,41.3800252451
45.9,59.1092683218,47.9077677305,42.1412753903
45.95,59.9103221816,48.4516690635,42.3358193459
46,61.0190575079,47.6746782998,41.907921919
46.05,57.4981367316,47.7405251922,41.8380963754
46.1,59.1186878373,47.8640350468,41.6329074153
46.15,59.6036236861,47.8925098335,41.5601558596
46.2,59.2651496126,47.7650517361,42.5866264487
46.25,58.8006090726,47.7755881679,42.1494329748
46.3,56.5867124393,47.907886946,41.8041230198
46.35,59.8345026208,48.5358842459,41.7773467709
46.4,59.1059918461,48.0869868152,41.6623808763
46.45,58.5612808902,48.1039471385,42.2336262373
46.5,57.1661763103,47.7313647579,42.5008404653
46.55,57.1680201911,48.1109676785,41.6075853947
46.6,59.6672550133,47.7104622583,41.7054897043
46.65,60.9772221722,48.1927537059,41.4406219526
46.7,58.2311557627,48.6880604677,41.5322585546
46.75,59.1113689073,47.9837924033,42.6130755094
46.8,59.2427539637,47.6420801558,42.2469393328
46.85,58.2385153262,48.3708206573,41.4948334978
46.9,61.9054302541,47.2121680394,41.4952190823
46.95,58.2774612435,47.322165881,41.8749534797
47,59.5507304768,47.7791536797,41.3559765664
47.05,57.7892281539,48.0748526818,41.0467315084
47.1,58.2363683371,48.4555829672,41.9416664434
47.15,58.2214276999,48.3715171394,41.5480533798
47.2,58.3221838598,47.5411691156,42.0214071475
47.25,60.2858654674,47.7886880972,41.8776201987
47.3,59.9082463233,48.6919095863,42.0577248453
47.35,59.2420484882,47.1648859847,41.8503782699
47.4,57.2482834142,47.5174833795,41.798298951
47.45,59.8645307651,47.7232925739,42.7403001558
47.5,59.4779570801,48.7646330788,42.3785794138
47.55,59.0171733666,47.495111481,42.6136938411
47.6,58.333690494,48.0713283424,41.9770246399
47.65,59.7391351143,47.9228748501,42.2964996149
47.7,60.1580553701,48.0587776565,41.9412675341
47.75,58.4828290246,47.7783071556,41.3085174385
47.8,61.8159816924,48.1071168578,42.1229615068
47.85,59.1580149442,47.5418828366,42.686063494
47.9,59.4436085345,47.9633024369,42.3722832376
47.95,60.1431293827,48.2199218737,41.7678989915
48,59.7373198626,47.445036931,42.1353976944
48.05,60.1736974497,47.3507878012,42.1742845967
48.1,59.7257108348,48.071689605,41.6861151215
48.15,57.9914026305,48.7268132006,41.7991303292
48.2,58.9439400358,48.4787950606,42.1855107059
48.25,60.8230748544,48.194719337,42.2103740777
48.3,57.3887637767,48.0944573982,41.966370188
48.35,58.4383757806,48.6874194392,42.3532029221
48.4,57.060916164,48.0874156369,42.738480302
48.45,58.3011314164,47.7374284264,42.5395483507
48.5,60.5614716802,47.9715652658,41.7897051914
48.55,58.1987021153,47.9968156609,42.130764887
48.6,59.9597165683,48.4329259072,42.2952904964
48.65,57.9604703183,47.6811135721,42.5951954964
48.7,57.9439420588,47.8595550685,42.2876595567
48.75,59.1867912946,47.6713796861,41.5530256967
48.8,57.5614157763,48.743013534,42.3251808729
48.85,58.879369526,47.6181662658,41.8042517632
48.9,59.2608827422,47.7702187304,41.7205680429
48.95,58.5711681574,47.7620510247,42.1861740938
49,58.4207987005,48.1110206248,42.0378451955
49.05,60.1275182407,47.2497656467,41.7542593881
49.1,59.2808924359,47.0328143966,41.8750390694
49.15,59.3529963118,48.3526131418,41.9340038621
49.2,58.7068162123,47.8846526768,41.7158262171
49.25,57.4726916284,47.6106898999,41.8403169991
49.3,61.0041428674,48.8644200996,42.3156463835
49.35,58.6344241388,48.6789880448,42.2369131788
49.4,59.9254817459,48.167076209,41.8604406859
49.45,59.548206248,48.2234632467,41.464150488
49.5,59.2035998833,47.9201424582,41.7674291406
49.55,58.2227096021,48.0961447893,41.6077561281
49.6,58.6527370302,48.4951950367,41.5099588403
49.65,57.5844664057,48.573026185,41.6059041857
49.7,61.0748678502,49.0944898482,41.7934577735
49.75,60.3730952102,47.4802089146,42.4551050501
49.8,56.3862450021,47.5747847496,42.3491744552
49.85,57.8233314325,47.7346519458,41.5830671152
49.9,59.0149248614,49.181992803,42.2729926433
49.95,58.9238703383,48.4822694642,41.8187216735
50,58.4045000727,47.5459097548,41.8810227365
50.05,58.9417489516,47.8775867776,42.6156621713
50.1,57.1261623801,48.3439603283,42.0013204319
50.15,55.8725387235,47.7836462344,42.0995504285
50.2,58.5654265495,47.6398000304,41.5118854242
50.25,58.6490861646,47.6572702008,42.3450355919
50.3,59.8034259298,47.9105077595,42.3833661069
50.35,56.3481474362,48.1465717855,41.8115056229
50.4,60.485898963,49.074719339,42.1043626186
50.45,59.9573177198,48.1766973441,41.5740689241
50.5,58.2676680585,47.8849121992,42.5970547615
50.55,58.5271131041,47.513335012,42.7110726901
50.6,58.9847246241,48.1049360161,41.8124430054
50.65,58.7182824523,48.1711153034,41.7060763968
50.7,60.7358038609,48.6820043131,42.0252035626
50.75,56.7719045415,48.0725492369,41.6968886166
50.8,58.550803641,48.4886881196,42.2755264226
50.85,58.3438620871,47.938376243,41.6763344206
50.9,59.4355981313,48.3589994879,42.0013018364
50.95,57.4283751968,48.2345164951,42.1299435339
51,59.5258060234,48.372472038,41.6733869516
51.05,59.8759735885,48.1765004099,42.676616988
51.1,58.5574999002,48.4903648836,42.023000543
51.15,56.7177481162,47.6869379195,41.5909030493
51.2,56.7394699083,48.3084668276,42.3275398205
51.25,59.0289300521,48.6341995017,42.0630152782
51.3,58.9500754968,47.9061022872,42.0868980786
51.35,59.3751041305,48.0110931751,41.9165824561
51.4,58.8158970021,48.252382037,42.7812000938
51.45,58.900545869,48.0305675801,42.0008648175
51.5,58.0819339545,48.5426151165,42.2804389731
51.55,56.1994583356,47.0579755338,42.0866678805
51.6,58.1218501169,48.5735766571,42.337759611
51.65,57.3289721386,48.0967188376,41.8215142393
51.7,58.1953802349,47.7517492516,41.7626359658
51.75,58.8504079131,48.5544015948,43.4331493555
51.8,56.6724733059,48.1842558502,45.0187305461
51.85,59.6059920184,47.9582715246,49.0721095519
51.9,59.5103441312,48.5705764815,53.5879874981
51.95,57.3887147284,47.1503770148,58.028862648
52,59.2234059254,48.1523975578,60.4783652302
52.05,57.5073814037,47.7088647282,57.9634162715
52.1,56.9964480333,47.8094821519,53.8378273344
52.15,55.5156658865,48.1763005143,48.9594415339
52.2,59.4051598557,48.1647321166,44.9605723469
52.25,56.2455254929,47.477464958,42.9606817334
52.3,58.1709508387,47.1618438805,42.3826046643
52.35,59.3896939846,47.5072645272,41.4980203787
52.4,56.2230485106,48.0493630286,42.411999487
52.45,60.3396369057,47.3416072033,41.7672113303
52.5,55.7752810547,47.770090171,41.7614749727
52.55,58.0977526623,48.1324984292,41.7809012537
52.6,57.8616867073,47.6253552769,42.2264028924
52.65,59.1963628562,47.6620446274,41.9806560216
52.7,59.3858708631,48.7515411003,42.0306178966
52.75,56.2817810632,47.4995061968,41.5502461846
52.8,56.7685540716,47.8330091479,42.236152391
52.85,56.0755061752,47.8296127095,41.6956070211
52.9,58.2653696907,47.5879126471,42.0401893627
52.95,58.7321484146,49.0262618712,42.0171060954
53,56.2831116074,48.6107125091,41.6076695137
53.05,56.6532806221,48.1976694472,42.2715395138
53.1,56.4804644372,47.9745281581,43.0052412726
53.15,59.905365119,48.0026512742,42.014024615
53.2,56.7128099043,48.1515936313,42.1375742053
53.25,58.4517463225,47.9706345055,42.1632760792
53.3,56.9225149349,47.8194680119,42.0298196367
53.35,58.4490965595,48.8157692277,42.0278200427
53.4,54.409309395,48.179952429,41.6938054445
53.45,56.7401848429,47.7749934903,41.6491789804
53.5,55.1229284041,47.9501811589,41.7930890368
53.55,56.6685375559,47.7784623878,42.4801440636
53.6,58.0975180848,49.058618153,41.6707260176
53.65,56.8553172711,47.7953495888,42.4037754642
53.7,57.7750012282,48.5160689724,42.463637335
53.75,56.2131725285,47.5523624927,42.0487208192
53.8,55.9406681731,47.6977567127,42.1597857914
53.85,55.6792832131,47.5307262118,41.8301824891
53.9,58.0092982213,47.914044188,42.2530861678
53.95,56.6784631954,48.1419141606,42.4488431485
54,57.4077590559,47.7391430581,41.4069799477
54.05,57.1357801942,48.4144760167,42.2337037967
54.1,55.6238103854,47.4990060023,40.9100973003
54.15,54.9693744207,47.9182503621,41.7191747787
54.2,57.7076319134,47.9324968189,41.4642728663
54.25,56.4898284448,47.474116191,41.3117438178
54.3,57.3003045947,47.4916012682,41.716164287
54.35,57.8007981508,47.0485641003,42.3740345294
54.4,56.7151314185,47.7436779711,42.1188122298
54.45,58.3176447671,48.0923746634,42.3553362513
54.5,57.7180061368,47.967104088,42.1608505272
54.55,56.5789922496,47.6900316253,42.1888267076
54.6,55.9615235331,48.3985878645,42.3471664371
54.65,56.6406086006,47.1789086645,41.6723905139
54.7,57.7581954634,47.7928245682,42.1206427886
54.75,56.0517741934,48.4592528062,41.9436483738
54.8,56.3254051937,47.8511410734,41.7674558487
54.85,55.9036939907,48.4109160014,41.6076250013
54.9,55.897159588,47.5915736462,41.9291464262
54.95,56.3865005033,47.3929941952,41.6478892869
55,57.8470189326,47.9918914907,42.5183392783
55.05,57.5779645549,47.6301945462,42.0479927821
55.1,54.3230196292,48.3143878807,42.2467949233
55.15,56.1033131398,48.7883311024,42.1220499542
55.2,56.3689879403,47.5214010044,41.63923368
55.25,56.0305967638,48.1217421779,41.95648719
55.3,57.0079820511,48.4342593266,42.2806422176
55.35,54.1744309717,47.752935545,42.8703418178
55.4,54.6556999145,47.4915612727,41.94016978
55.45,56.6744585503,47.8279954192,41.8208594729
55.5,55.7754339384,48.1535118402,41.6960192648
55.55,55.4850004145,47.5090298025,41.983509688
55.6,56.8693845831,48.3441734328,42.3787548724
55.65,58.8006539581,48.1891941013,41.9344687104
55.7,56.473886671,48.0149181679,42.1196976507
55.75,54.8487970353,47.443805797,41.9233478348
55.8,55.3718677694,47.1996537617,41.8303563343
55.85,55.2464048917,47.7499803756,41.8910673977
55.9,55.0898828489,48.499621646,42.40656638
55.95,57.5831524276,47.8874454715,41.651984778
56,52.5668740443,47.9578240873,41.4780561736
56.05,56.0291929131,47.5345502563,42.2715164042
56.1,55.7621634532,47.9088861671,42.1012723581
56.15,53.5394061348,47.7699112982,41.9324706387
56.2,54.7697245714,48.1288883711,41.7251899621
56.25,57.900091644,48.2320173151,42.516042341
56.3,55.0030675039,48.0092793922,41.9581105328
56.35,55.3827192752,47.9604549218,41.3967078845
56.4,57.2551867389,48.0055541594,41.654916069
56.45,56.2277853593,47.9535537498,41.7868331996
56.5,55.2323213896,47.418099553,42.7358705633
56.55,57.2912424737,47.6791887387,42.41561428
56.6,55.9534542678,48.2664574174,42.5789732536
56.65,57.7326139766,48.120201494,41.7570535
56.7,55.7412419184,47.7638335319,41.8951568454
