sample,p_A_mPa,p_B_mPa
1144,1.35867069063,-1
1145,-0.151227952732,1
1146,1.9619455275,-1
1147,-0.156649397649,1
1148,-0.467197520431,-1
1149,-0.0341969012877,1
1150,-0.0901221965908,-1
1151,0.88589627593,1
1152,-0.185032865663,-1
1153,-0.692879096066,1
1154,1.5566789173,-1
1155,-0.122593124772,1
1156,1.47597142295,-1
1157,-1.80261781564,1
1158,-0.0508597226603,-1
1159,2.16272095919,1
1160,-0.548041698755,-1
1161,1.6586609179,1
1162,-0.894371925134,-1
1163,-0.343078737949,1
1164,-0.622214742649,-1
1165,-0.726976447669,1
1166,-1.23342128543,-1
1167,-0.53543761199,1
1168,0.33136760175,-1
1169,-1.01836434395,1
1170,-2.70226132742,-1
1171,-0.464742615781,1
1172,1.01540184479,-1
1173,1.41503389521,1
1174,-1.08086872646,-1
1175,-2.4238383825,1
1176,0.664086211123,-1
1177,-2.1485639742,1
1178,-2.63802738972,-1
1179,-0.756030679986,1
1180,-1.17368767651,-1
1181,1.00202260501,1
1182,-0.873029457957,-1
1183,0.0128605439687,1
1184,0.154970646499,-1
1185,-0.560107875272,1
1186,0.955982689581,-1
1187,-0.556312337937,1
1188,0.066800541245,-1
1189,0.368143394655,1
1190,0.782724791685,-1
1191,-1.29852539681,1
1192,-1.20813137794,-1
1193,-2.68424725207,1
1194,0.326095346906,-1
1195,0.950919088559,1
1196,-1.7198432494,-1
1197,1.55040504554,1
1198,-2.50579288606,-1
1199,-0.689737166309,1
1200,1.01754309155,-1
1201,0.97262795579,1
1202,0.109523295952,-1
1203,-1.87832457514,1
1204,1.35717286009,-1
1205,1.02728586531,1
1206,-1.47664540728,-1
1207,0.198893569676,1
1208,-0.157153956225,-1
1209,-0.340369590242,1
1210,-1.04193720916,-1
1211,-1.73552355982,1
1212,-2.74373895655,-1
1213,0.366895111727,1
1214,-1.07656522704,-1
1215,0.890280224783,1
1216,0.910530438765,-1
1217,0.12254168038,1
1218,1.35480215674,-1
1219,-0.85759456293,1
1220,0.800354790445,-1
1221,-0.851224652487,1
1222,0.273885516308,-1
1223,1.22468849684,1
1224,-0.944566577315,-1
1225,1.18353247418,1
1226,0.555922078884,-1
1227,-0.62213590885,1
1228,-0.599507151741,-1
1229,-0.576160515946,1
1230,0.431365311501,-1
1231,0.565502895882,1
1232,0.140445096981,-1
1233,-0.114169706076,1
1234,0.234778992103,-1
1235,-1.04950838023,1
1236,-0.699823104661,-1
1237,-0.961961768734,1
1238,0.154568709088,-1
1239,-1.09605282675,1
1240,-1.93773689856,-1
1241,-0.113883435372,1
1242,0.342672449342,-1
1243,0.131197215444,1
1244,0.345986838043,-1
1245,0.941175095863,1
1246,2.08869418929,-1
1247,-0.769781299218,1
1248,-0.693172942359,-1
1249,-0.812469726579,1
1250,1.26903594792,-1
1251,0.471908936698,1
1252,-2.57800726714,-1
1253,-0.783382639213,1
1254,1.44070937252,-1
1255,0.716968717429,1
1256,0.97953567376,-1
1257,-0.197715306907,1
1258,1.02524099877,-1
1259,-0.258990047738,1
1260,0.297393860419,-1
1261,0.00402099499012,1
1262,0.907123518937,-1
1263,-2.34640359233,1
1264,0.0232810865262,-1
1265,-1.20731091255,1
1266,-0.0784367709038,-1
1267,1.69085429538,1
1268,0.140782631552,-1
1269,2.03422449624,1
1270,-0.504529175906,-1
1271,-0.281028456732,1
1272,-1.22572539267,-1
1273,-0.294484506505,1
1274,-1.84483433737,-1
1275,2.35846156564,1
1276,-0.793266163783,-1
1277,-1.54154270317,1
1278,-0.621880052445,-1
1279,1.2913924588,1
1280,1.66872612002,-1
1281,-0.378240546374,1
1282,-1.79086441589,-1
1283,1.0438614258,1
1284,0.761811158792,-1
1285,-0.393957928299,1
1286,-1.53119907753,-1
1287,-0.66190719596,1
1288,0.802514126377,-1
1289,-1.23869947788,1
1290,0.229446732385,-1
1291,1.64577735516,1
1292,0.114563394318,-1
1293,-0.918570102986,1
1294,1.48489672663,-1
1295,-1.12698007571,1
1296,0.00317691877118,-1
1297,-0.430356172964,1
1298,1.03704372087,-1
1299,-2.26547443204,1
1300,-0.693795657313,-1
1301,-0.426903938592,1
1302,0.463647091728,-1
1303,0.602863171373,1
1304,0.939582876664,-1
1305,0.00621792607991,1
1306,1.42239429041,-1
1307,0.575260918196,1
1308,0.120991497158,-1
1309,1.18124686115,1
1310,0.468891361393,-1
1311,-1.10229558242,1
1312,-1.02889224272,-1
1313,-1.1112357593,1
1314,2.72721714702,-1
1315,-0.309574081246,1
1316,1.20243687036,-1
1317,-1.17741195193,1
1318,0.887175925174,-1
1319,-0.557562953306,1
1320,0.41297029933,-1
1321,-0.823251279564,1
1322,-1.78622610949,-1
1323,0.369998806476,1
1324,-1.69276120897,-1
1325,0.38116768627,1
1326,0.146771815308,-1
1327,-1.10347574026,1
1328,-0.385279017382,-1
1329,-1.43741397223,1
1330,-0.329444026873,-1
1331,-0.946517919282,1
1332,0.984577373639,-1
1333,-2.01675057069,1
1334,-0.170883050917,-1
1335,1.26982676648,1
1336,-0.0195383716094,-1
1337,0.787534398276,1
1338,-0.527407295352,-1
1339,-0.793484810058,1
1340,-0.270349229821,-1
1341,0.542284831487,1
1342,-0.568876782281,-1
1343,-0.516117987684,1
1344,1.85713219471,-1
1345,0.309157158727,1
1346,1.51999676762,-1
1347,-0.822702233676,1
1348,0.984533119313,-1
1349,-0.956268382213,1
1350,0.145689497528,-1
1351,-0.548209829859,1
1352,-0.696329110998,-1
1353,-0.129490199484,1
1354,0.443387128486,-1
1355,-2.17763226618,1
1356,0.948380900429,-1
1357,0.168871544218,1
1358,-1.32383482681,-1
1359,-0.117949636922,1
1360,1.13728410921,-1
1361,-0.817862568513,1
1362,-0.148380069172,-1
1363,0.63385403279,1
1364,1.9880751541,-1
1365,-1.15982884288,1
1366,-0.835798464866,-1
1367,-2.17260675469,1
1368,0.269623507892,-1
1369,-0.0784642428298,1
1370,-0.935279817838,-1
1371,-1.20304372618,1
1372,-0.293276746226,-1
1373,1.0009013777,1
1374,0.885218509013,-1
1375,-0.160255560782,1
1376,-1.21321465172,-1
1377,-1.75252371251,1
1378,-0.753731731752,-1
1379,-2.3003170286,1
1380,-1.18482193799,-1
1381,-0.997444391649,1
1382,-0.382006418189,-1
1383,0.181181936305,1
1384,1.47382714303,-1
1385,1.10442374904,1
1386,-0.665232571109,-1
1387,0.13952741516,1
1388,1.31139284939,-1
1389,0.63008030871,1
1390,-1.14685993786,-1
1391,0.716235003254,1
1392,0.00773236196007,-1
1393,0.903272367525,1
1394,-0.0382646785437,-1
1395,0.619470438004,1
1396,1.58616676041,-1
1397,-0.381518666645,1
1398,1.04817091884,-1
1399,0.48340108498,1
1400,0.584046407535,-1
1401,0.149559857057,1
1402,0.549605826407,-1
1403,1.46186515976,1
1404,-1.42420730266,-1
1405,0.419139833738,1
1406,1.25704342629,-1
1407,-0.0665251461556,1
1408,0.82329070185,-1
1409,-0.191021573287,1
1410,0.86457429458,-1
1411,1.11688753303,1
1412,-0.549221011699,-1
1413,0.046821014467,1
1414,-1.21640310171,-1
1415,-1.31425102256,1
1416,-0.577415101397,-1
1417,0.897037473185,1
1418,-1.81090326328,-1
1419,-2.19348669309,1
1420,-0.377005379726,-1
1421,0.507976630701,1
1422,-0.413735466878,-1
1423,0.566332582695,1
1424,2.01966181711,-1
1425,-1.07694045744,1
1426,-0.780766538444,-1
1427,-0.771028090479,1
1428,-0.223533237264,-1
1429,-1.96440023592,1
1430,2.36525019002,-1
1431,-1.15286344844,1
1432,-0.133973630755,-1
1433,-0.346746569296,1
1434,0.600520151392,-1
1435,0.0305367281548,1
1436,0.960157236672,-1
1437,1.58651084264,1
1438,0.624088547449,-1
1439,0.50153582438,1
1440,-0.0573611594833,-1
1441,-0.361538628336,1
1442,-0.0472853382059,-1
1443,-0.436070769574,1
1444,0.831641939455,-1
1445,1.47155202767,1
1446,1.16940873335,-1
1447,-0.543906473703,1
1448,0.0578918838261,-1
1449,1.02790121593,1
1450,0.194737289062,-1
1451,-0.382990404555,1
1452,-0.949337913817,-1
1453,-0.632768855888,1
1454,0.249226839213,-1
1455,1.02702536654,1
1456,0.354119679531,-1
1457,-0.0932826267468,1
1458,0.517796162201,-1
1459,0.318680999978,1
1460,-0.0615774126815,-1
1461,1.49351369563,1
1462,1.52780948733,-1
1463,-0.920300340267,1
1464,0.104870204704,-1
1465,0.171315416397,1
1466,0.921592441283,-1
1467,3.2898523624,1
1468,-0.151103232455,-1
1469,0.42769149471,1
1470,-1.61965172523,-1
1471,-0.721009943254,1
1472,0.351538644675,-1
1473,0.470344047008,1
1474,0.661868657094,-1
1475,0.322034669801,1
1476,0.536439672329,-1
1477,0.249123084323,1
1478,2.21398169227,-1
1479,-0.164124954863,1
1480,-0.162806676134,-1
1481,-1.19402267195,1
1482,0.0841111170099,-1
1483,-1.24572154716,1
1484,1.37547553393,-1
1485,0.515480948176,1
1486,-0.386924551911,-1
1487,-0.233142308216,1
1488,-1.36118573006,-1
1489,0.487055852052,1
1490,2.43861099595,-1
1491,-0.638756413741,1
1492,-0.0914718968296,-1
1493,0.923975563907,1
1494,-0.942583168321,-1
1495,0.0299137208162,1
1496,-0.968077190662,-1
1497,-0.314962334962,1
1498,-0.403771439345,-1
1499,0.301411154608,1
1500,-0.629624290978,-1
1501,-0.460545534804,1
1502,-1.13626402373,-1
1503,0.00635521722433,1
1504,0.238824385534,-1
1505,-1.82838351079,1
1506,0.47435567434,-1
1507,-1.07543717115,1
1508,0.400499111378,-1
1509,-2.21447879175,1
1510,-1.28760172171,-1
1511,1.1505989119,1
1512,-0.314682140005,-1
1513,0.829042972796,1
1514,0.376868232687,-1
1515,-0.0496096748727,1
1516,0.165874958261,-1
1517,-0.0764204619623,1
1518,-0.639993170268,-1
1519,-0.267946037759,1
1520,1.44167444475,-1
1521,0.309882044287,1
1522,0.762009336215,-1
1523,-1.94976759361,1
1524,0.335843530891,-1
1525,1.09762135539,1
1526,-0.679466954244,-1
1527,-1.12943344511,1
1528,-0.303547283824,-1
1529,1.01323812922,1
1530,1.73856676603,-1
1531,0.667417213263,1
1532,-1.92197459001,-1
1533,0.669850117716,1
1534,0.317569315375,-1
1535,1.08565190462,1
1536,-0.696274403424,-1
1537,1.70067585124,1
1538,-1.06429909794,-1
1539,-0.29345774147,1
1540,0.972624429476,-1
1541,-0.0192660856808,1
1542,-0.586464316357,-1
1543,0.649400221802,1
1544,-1.4776762048,-1
1545,-0.946330616677,1
1546,-0.848849918268,-1
1547,1.81688267491,1
1548,-0.500584365981,-1
1549,-1.34623452457,1
1550,-0.135036991724,-1
1551,0.948692141248,1
1552,-0.372076184266,-1
1553,-0.517276242009,1
1554,0.172419777916,-1
1555,0.292953148472,1
1556,-1.52256966881,-1
1557,0.596867496578,1
1558,1.6902528768,-1
1559,-0.987310710403,1
1560,-0.016794246066,-1
1561,-1.31899414191,1
1562,-0.844463702734,-1
1563,0.610690416459,1
1564,1.42227057242,-1
1565,0.400508304794,1
1566,0.49446694506,-1
1567,-1.66458027577,1
1568,-1.14752033364,-1
1569,1.10386742704,1
1570,1.29409950172,-1
1571,0.982486705549,1
1572,1.06396466591,-1
1573,-0.455224381168,1
1574,-0.417163463756,-1
1575,1.40155180649,1
1576,-1.12495093854,-1
1577,0.939460461993,1
1578,-0.689696201282,-1
1579,-0.701295123947,1
1580,0.626244313775,-1
1581,0.0640475327053,1
1582,0.25661316754,-1
1583,0.694003024605,1
1584,-0.542218514224,-1
1585,-0.839644807175,1
1586,0.212348730411,-1
1587,0.0788328680595,1
1588,-0.138054778481,-1
1589,1.4240331795,1
1590,0.612747563922,-1
1591,-0.106461305961,1
1592,-0.483885610106,-1
1593,-0.278427479789,1
1594,0.0821604724499,-1
1595,0.225111374904,1
1596,2.84818217392,-1
1597,-3.42994032373,1
1598,0.881163457972,-1
1599,3.5152551161,1
1600,1.18075669281,-1
1601,-1.00697061861,1
1602,0.897086896361,-1
1603,1.7388566372,1
1604,1.13125799627,-1
1605,1.61708249897,1
1606,1.63325765102,-1
1607,-0.607529053585,1
1608,-0.129843491284,-1
1609,0.62884130258,1
1610,-0.845679288684,-1
1611,1.01469649441,1
1612,0.195261861801,-1
1613,1.30613887786,1
1614,-1.12362403927,-1
1615,-0.333055574661,1
1616,0.356579736814,-1
1617,-0.739520145266,1
1618,1.20641065652,-1
1619,-0.366726991103,1
1620,-0.460956090646,-1
1621,0.224083820563,1
1622,-0.616460973405,-1
1623,0.0606876822551,1
1624,-1.08500194432,-1
1625,1.56028482782,1
1626,1.91549737103,-1
1627,0.319644648059,1
1628,0.440424237555,-1
1629,0.234313068136,1
1630,0.469480477851,-1
1631,0.282648970588,1
1632,-0.840472263255,-1
1633,-0.820162527498,1
1634,1.48976753882,-1
1635,0.326291716613,1
1636,-0.286863544958,-1
1637,-1.02652015984,1
1638,-1.03573818948,-1
1639,0.97393375386,1
1640,0.439823975763,-1
1641,1.22450342587,1
1642,0.189262759755,-1
1643,0.844186251108,1
1644,-0.14301811601,-1
1645,1.11666005045,1
1646,-1.83928769435,-1
1647,-0.269089975959,1
1648,-0.640585819158,-1
1649,0.00888180143356,1
1650,0.804780135138,-1
1651,0.13756888178,1
1652,-0.674553409734,-1
1653,-0.572797539604,1
1654,-0.930623865722,-1
1655,1.96236171348,1
1656,-0.111577336848,-1
1657,-0.43421709724,1
1658,0.172486143212,-1
1659,-0.396732689291,1
1660,0.0930540327533,-1
1661,-0.830872891078,1
1662,0.254528358598,-1
1663,-0.0311392454772,1
1664,0.202783629327,-1
1665,0.0800686363327,1
1666,-0.700565733193,-1
1667,0.166459158357,1
1668,0.00721337108474,-1
1669,0.331536912886,1
1670,-0.614365326099,-1
1671,-0.371288251397,1
1672,0.518137505168,-1
1673,0.276604190246,1
1674,0.287093159978,-1
1675,-0.688100123822,1
1676,-0.18088636617,-1
1677,0.870416966355,1
1678,-0.96700788811,-1
1679,-0.47056614728,1
1680,0.231049564615,-1
1681,-0.911298889546,1
1682,0.209965707533,-1
1683,-0.541674305727,1
1684,-0.762579567825,-1
1685,0.0975627410597,1
1686,0.196222420951,-1
1687,-2.85861640814,1
1688,-0.420366333327,-1
1689,0.264692454027,1
1690,-0.943139465996,-1
1691,0.891490196872,1
1692,-1.31651091503,-1
1693,0.393886105362,1
1694,-0.541605462728,-1
1695,0.396081205554,1
1696,-0.806944833029,-1
1697,0.0332521783593,1
1698,-0.146148050973,-1
1699,-0.209268052191,1
1700,-1.24571814268,-1
1701,0.789767698136,1
1702,0.119396838189,-1
1703,-0.129932075939,1
1704,0.963739381541,-1
1705,1.49104651737,1
1706,1.51822614909,-1
1707,1.03869339704,1
1708,0.622290466328,-1
1709,-0.708653051934,1
1710,0.33768109846,-1
1711,1.96158798589,1
1712,-1.3729838422,-1
1713,-0.58435549301,1
1714,0.394431677345,-1
1715,0.483574235387,1
1716,0.658905209338,-1
1717,0.102606291462,1
1718,1.31137131183,-1
1719,0.859057079945,1
1720,1.11408836372,-1
1721,0.120673013056,1
1722,1.45765812583,-1
1723,-1.42907589933,1
1724,0.451852583655,-1
1725,0.238237654419,1
1726,1.39778840735,-1
1727,0.828815401896,1
1728,-1.20404935272,-1
1729,-0.681453041894,1
1730,0.503229922031,-1
1731,1.66373779258,1
1732,-1.52695300877,-1
1733,1.28014826608,1
1734,0.693461244027,-1
1735,0.451375473777,1
1736,-0.899598485908,-1
1737,-0.846463835615,1
1738,-0.567573622703,-1
1739,-0.429031402573,1
1740,0.235751473923,-1
1741,0.087043703824,1
1742,-1.41408236814,-1
1743,-0.192676748024,1
1744,1.37757281975,-1
1745,0.920081522144,1
1746,0.221539045327,-1
1747,-0.763289899769,1
1748,1.82643758897,-1
1749,-0.0118700842856,1
1750,-0.246108568931,-1
1751,0.144842243482,1
1752,0.716669955781,-1
1753,0.88438698975,1
1754,0.483686086576,-1
1755,-0.100039532024,1
1756,1.21724791443,-1
1757,0.232161426656,1
1758,1.62775314727,-1
1759,1.76076229806,1
1760,-1.28654343967,-1
1761,-1.59040690626,1
1762,1.25572629705,-1
1763,-0.205375734422,1
1764,0.323680881723,-1
1765,0.978142270714,1
1766,-1.16499357393,-1
1767,1.28257099267,1
1768,-0.202621478306,-1
1769,-0.845058177936,1
1770,-0.00803648335238,-1
1771,-0.264988386079,1
1772,2.21190980723,-1
1773,0.277669840267,1
1774,-2.48957634098,-1
1775,-0.388072512176,1
1776,0.908163730119,-1
1777,-0.262818376154,1
1778,4.0535618744,-1
1779,-0.147945152834,1
1780,1.30053788893,-1
1781,-1.04335563284,1
1782,0.0723328599819,-1
1783,-1.33759199576,1
1784,1.36227869506,-1
1785,-1.33720293259,1
1786,-1.18385940973,-1
1787,2.45466252463,1
1788,-1.32005447546,-1
1789,0.0669309574862,1
1790,-1.27392542229,-1
1791,1.12491295438,1
1792,-1.29733434314,-1
1793,1.34335775691,1
1794,0.654159396889,-1
1795,0.574845658517,1
1796,0.58877353113,-1
1797,-0.361264752864,1
1798,-0.991029934477,-1
1799,-0.528667395761,1
1800,-0.203392345469,-1
1801,0.260654394509,1
1802,-1.73325974282,-1
1803,-0.518634174358,1
1804,-1.45287156078,-1
1805,0.269481746669,1
1806,0.91029214748,-1
1807,-0.126858449631,1
1808,0.295664504478,-1
1809,-1.08170562566,1
1810,0.151265358516,-1
1811,-0.0743646671551,1
1812,2.68703425012,-1
1813,-1.47936441282,1
1814,-0.146413522999,-1
1815,1.51877725172,1
1816,-0.535961746141,-1
1817,-0.311971840039,1
1818,0.171564488491,-1
1819,0.177716255921,1
1820,0.0679320488436,-1
1821,-1.88819648065,1
1822,0.821134029046,-1
1823,-1.6047982917,1
1824,0.835624003594,-1
1825,-0.203093650567,1
1826,-0.559692457979,-1
1827,-1.29091276918,1
1828,0.105745962088,-1
1829,-1.36423447096,1
1830,-0.700454657844,-1
1831,-0.518994647296,1
1832,-2.06506384346,-1
1833,-0.274188463225,1
1834,0.634033712513,-1
1835,0.705480351814,1
1836,1.00414663735,-1
1837,0.67917602968,1
1838,-1.21024174666,-1
1839,-0.694110861173,1
1840,-0.717762264044,-1
1841,1.11873550708,1
1842,-0.669284775122,-1
1843,-0.625149080052,1
1844,1.02786286093,-1
1845,-1.56075788713,1
1846,-1.90883878791,-1
1847,-0.0796996973108,1
1848,0.997876413418,-1
1849,0.00496108068148,1
1850,-1.44076195911,-1
1851,0.112529421518,1
1852,0.263155752929,-1
1853,-0.228560146826,1
1854,-1.04331009889,-1
1855,1.03085393726,1
1856,0.823688752372,-1
1857,-0.204059223547,1
1858,0.801919973407,-1
1859,0.0203251623634,1
1860,-0.881118718267,-1
1861,-1.3524790874,1
1862,1.83516020973,-1
1863,0.716449550813,1
1864,-0.358453451777,-1
1865,1.26683025848,1
1866,0.0174040161761,-1
1867,-1.15409486162,1
1868,0.673199695407,-1
1869,0.84622010257,1
1870,0.132628178612,-1
1871,-0.448905401336,1
1872,-0.673642186758,-1
1873,0.44870081762,1
1874,-0.555837610321,-1
1875,0.0492939364695,1
1876,1.26921389575,-1
1877,-0.693809353284,1
1878,-0.754980528663,-1
1879,0.0665517665744,1
1880,-2.03724226996,-1
1881,-0.188843823538,1
1882,0.797817506102,-1
1883,0.905918002196,1
1884,-0.399191299221,-1
1885,-0.166873118634,1
1886,0.544073195548,-1
1887,1.31335679312,1
1888,-1.0191690051,-1
1889,-0.41258598916,1
1890,-0.0176684769712,-1
1891,-1.19880303601,1
1892,-1.05292358704,-1
1893,-0.532811191271,1
1894,0.125192966383,-1
1895,0.832199371274,1
1896,-2.62430876887,-1
1897,-0.226386862791,1
1898,0.307279179379,-1
1899,-0.283200031132,1
1900,1.62502777794,-1
1901,-1.45148012905,1
1902,0.680976715487,-1
1903,1.20865630883,1
1904,0.79825953596,-1
1905,-0.456655559519,1
1906,0.645828236577,-1
1907,-0.856795811495,1
1908,1.38555319356,-1
1909,0.276916135258,1
1910,-0.590267130293,-1
1911,0.189266431754,1
1912,-1.94177006184,-1
1913,-0.462729593265,1
1914,-0.914564957985,-1
1915,-0.294405677623,1
1916,0.526803388415,-1
1917,-0.441474436515,1
1918,0.921158117734,-1
1919,-0.698466799188,1
1920,-1.07687340773,-1
1921,-0.228128116015,1
1922,-1.21037473517,-1
1923,-0.400074326562,1
1924,0.717802033247,-1
1925,-0.27814470131,1
1926,1.88233645361,-1
1927,-0.17862674145,1
1928,-1.05628549658,-1
1929,1.89403313215,1
1930,1.21131397513,-1
1931,0.0363732454456,1
1932,0.393925652304,-1
1933,-0.892498682164,1
1934,1.83951083158,-1
1935,-0.145969262332,1
1936,-0.486772284651,-1
1937,1.05446962961,1
1938,0.100909835756,-1
1939,-0.195612952825,1
1940,0.489871201452,-1
1941,-1.6240663165,1
1942,0.708506613796,-1
1943,-1.12595881638,1
1944,3.08259557001,-1
1945,-1.28233064926,1
1946,-0.178688390212,-1
1947,-0.768957050534,1
1948,-0.262539247969,-1
1949,0.91758423371,1
1950,0.0234161298487,-1
1951,-0.416266925073,1
1952,-0.161444779793,-1
1953,-1.68619820413,1
1954,1.55091681498,-1
1955,-0.0386502121112,1
1956,-0.180927310965,-1
1957,-0.494041755116,1
1958,3.23191977542,-1
1959,0.0105300070942,1
1960,0.543581342647,-1
1961,-0.735980321915,1
1962,0.953762427074,-1
1963,-0.824731776107,1
1964,0.0794619528259,-1
1965,0.659547760503,1
1966,-1.2843155409,-1
1967,-0.843911958994,1
1968,1.3338801136,-1
1969,1.09709059914,1
1970,0.142430449997,-1
1971,-0.025751592038,1
1972,-0.821580576277,-1
1973,0.359414872062,1
1974,-0.150976257303,-1
1975,1.65191210688,1
1976,2.87998628646,-1
1977,-0.434003720753,1
1978,1.37050848677,-1
1979,-0.255503642844,1
1980,0.662349147481,-1
1981,-0.78814931274,1
1982,-0.0289454113803,-1
1983,-0.553923293147,1
1984,1.35585144379,-1
1985,0.889166192882,1
1986,-1.29027701274,-1
1987,-0.502760648731,1
1988,-0.071078538664,-1
1989,0.554788099539,1
1990,1.12793094,-1
1991,2.28056203132,1
1992,0.775922897863,-1
1993,-0.450783335542,1
1994,0.442089111503,-1
1995,0.0820473992592,1
1996,-1.25074241178,-1
1997,-0.412479846386,1
1998,-0.788393465683,-1
1999,-0.421865172961,1
2000,-0.10515871595,-1
2001,-0.369055220609,1
2002,0.404923791754,-1
2003,-0.495664997577,1
2004,-0.514385157419,-1
2005,-3.06562873326,1
2006,-0.405305946511,-1
2007,0.036422605507,1
2008,-0.349909619547,-1
2009,1.71804003084,1
2010,0.945371427487,-1
2011,0.655881742254,1
2012,0.0649755643018,-1
2013,2.22360253037,1
2014,-1.16768783578,-1
2015,0.00318000531645,1
2016,-2.22598285579,-1
2017,0.0185866970892,1
2018,0.668487856745,-1
2019,-0.573137567511,1
2020,-0.293540133867,-1
2021,-1.53937744298,1
2022,-0.343337328653,-1
2023,2.67491092768,1
2024,-1.5698253926,-1
2025,-0.0676599375783,1
2026,0.453901599957,-1
2027,0.821639470504,1
2028,-0.583935558017,-1
2029,0.386651087829,1
2030,1.75045177755,-1
2031,0.424372179811,1
2032,-0.653404725893,-1
2033,1.30409707485,1
2034,0.454906967472,-1
2035,0.210774118426,1
2036,-0.473364686204,-1
2037,-0.408274150801,1
2038,-1.83973394082,-1
2039,1.45975184031,1
2040,0.71267533003,-1
2041,-2.53820882361,1
2042,-0.993007674215,-1
2043,1.79887227824,1
2044,-2.10678600799,-1
2045,-0.568949407233,1
2046,-0.789679894282,-1
2047,1.32730768252,1
2048,1.03876787448,-1
2049,-1.45657320879,1
2050,1.21012293777,-1
2051,-0.781975511314,1
2052,0.697969847269,-1
2053,1.82566513292,1
2054,-0.574582627982,-1
2055,-0.465012044753,1
2056,-1.28666754147,-1
2057,0.264409007197,1
2058,-1.53790922594,-1
2059,1.36618758775,1
2060,-0.0237773813697,-1
2061,0.0293242056227,1
2062,-0.349518500902,-1
2063,-0.410818557677,1
2064,2.55998344304,-1
2065,1.81143769724,1
2066,-0.547447295227,-1
2067,0.989022321816,1
2068,-1.43822642274,-1
2069,1.00538667532,1
2070,0.165080058285,-1
2071,1.09929872507,1
2072,-1.19658402966,-1
2073,1.79965278128,1
2074,-0.577759605571,-1
2075,-0.515031647255,1
2076,-0.156584103493,-1
2077,1.22045168268,1
2078,-1.44068566013,-1
2079,-0.474196713594,1
2080,-0.332172254041,-1
2081,0.657958233743,1
2082,-1.92983998445,-1
2083,0.696043493563,1
2084,-1.88008893176,-1
2085,-0.85126529297,1
2086,-1.49293804056,-1
2087,-0.459656142708,1
2088,-0.559712670056,-1
2089,-0.230255389241,1
2090,0.582508791956,-1
2091,-0.271871940511,1
2092,1.21939122718,-1
2093,-0.766082546885,1
2094,-0.908106678272,-1
2095,0.612269116578,1
2096,0.138937453494,-1
2097,-0.350588521068,1
2098,2.54870878106,-1
2099,-1.09499735064,1
2100,1.42979232337,-1
2101,1.3313749886,1
2102,-0.774968919936,-1
2103,0.742834195539,1
2104,1.27126936873,-1
2105,1.96470415261,1
2106,-0.589340525115,-1
2107,-0.0436099586119,1
2108,0.736354044741,-1
2109,-1.07355836394,1
2110,-0.752255554378,-1
2111,-1.10067631422,1
2112,-0.201476536468,-1
2113,-0.360538978672,1
2114,-2.48380939313,-1
2115,-0.444609419823,1
2116,1.35136431585,-1
2117,-1.04998696598,1
2118,0.00402984371357,-1
2119,0.997581585435,1
2120,0.836170424335,-1
2121,0.827359525731,1
2122,1.37208634182,-1
2123,-0.67968139367,1
2124,-0.0736250977808,-1
2125,0.217184725856,1
2126,0.853650605813,-1
2127,-2.19265307796,1
2128,0.583872064254,-1
2129,-0.511334873155,1
2130,-0.465213784862,-1
2131,-0.420507358454,1
2132,0.483355997749,-1
2133,-2.69512466112,1
2134,-1.25998991097,-1
2135,-0.0541955178157,1
2136,1.06204134749,-1
2137,-2.06514205615,1
2138,-0.540184098691,-1
2139,1.45256889309,1
2140,0.198787515498,-1
2141,0.653836303882,1
2142,1.49827663154,-1
2143,0.482586088877,1
2144,-0.46604681653,-1
2145,0.511533941202,1
2146,-0.164195485298,-1
2147,1.42575839906,1
2148,-0.807638307927,-1
2149,0.109210112568,1
2150,0.965944709705,-1
2151,0.416787596946,1
2152,-0.884834733489,-1
2153,0.605825748492,1
2154,1.97200324993,-1
2155,-0.745258818015,1
2156,-0.412564787822,-1
2157,-0.225294957956,1
2158,-0.368509668895,-1
2159,1.07200659755,1
2160,1.06610195572,-1
2161,0.278899640413,1
2162,-0.739969427735,-1
2163,1.0847178777,1
2164,-0.798583311824,-1
2165,1.45031239787,1
2166,-0.49654308878,-1
2167,0.859881112285,1
2168,0.190608084756,-1
2169,0.641409417675,1
2170,-0.0281489261224,-1
2171,-0.00350129299625,1
2172,-0.489083479492,-1
2173,-1.30785365607,1
2174,-1.48801231756,-1
2175,0.0980409757516,1
2176,-0.82442171855,-1
2177,1.716446095,1
2178,-0.452585567544,-1
2179,0.184108925036,1
2180,-0.115643772096,-1
2181,0.0410190252297,1
2182,-2.11214293479,-1
2183,1.73363887995,1
2184,0.806772012662,-1
2185,-0.489112514986,1
2186,0.567288206387,-1
2187,0.524602806783,1
2188,0.272196662676,-1
2189,-0.252114469385,1
2190,-0.137733211041,-1
2191,0.507631393397,1
2192,-0.49155980932,-1
2193,-0.600179080233,1
2194,-0.732632984549,-1
2195,0.449617797949,1
2196,-0.0613680809251,-1
2197,1.37732433945,1
2198,0.872502327237,-1
2199,-1.90061509132,1
2200,-1.15315931443,-1
2201,-1.13547722216,1
2202,1.29635995363,-1
2203,3.2720723958,1
2204,-0.770964648575,-1
2205,0.923839065689,1
2206,-1.08745464318,-1
2207,-0.574588636978,1
2208,-0.34150678936,-1
2209,0.892123654075,1
2210,0.113074738248,-1
2211,0.0748105800889,1
2212,0.638218817679,-1
